training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.63,0.76,0.86,0.5,0.48,or(and(!$MarketCap_bin1 $GTrends_bin6) and(!$MarketCap_bin1 !$HashRate_bin5 $TransactionVolume_USD_bin0) $TransactionFee_bin1) 
0.4,0.6,0.7,0.86,0.53,0.5,or(and(!$MarketCap_bin1 $TransactionVolume_USD_bin0) $TransactionFee_bin1) 
0.42,0.62,0.74,0.57,0.6,0.57,and(or($TransactionPerDay_bin6 $TransactionFee_bin2 $TransactionVolume_USD_bin0) !$MarketCap_bin1 !$TransactionFee_bin0) 
0.41,0.6,0.7,0.57,0.6,0.57,or(and(!$MarketCap_bin1 !$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionFee_bin2) 
0.41,0.6,0.7,0.57,0.6,0.57,or(and(!$MarketCap_bin1 !$TransactionFee_bin0 !$TransactionVolume_USD_bin1) $TransactionFee_bin2) 
0.41,0.6,0.7,0.57,0.6,0.57,and(or(and(!$MarketCap_bin1 $TransactionVolume_USD_bin0) $TransactionFee_bin2) !$TransactionFee_bin0) 
0.41,0.6,0.7,0.57,0.6,0.57,and(or(and(!$MarketCap_bin1 !$TransactionVolume_USD_bin1) $TransactionFee_bin2) !$TransactionFee_bin0) 
0.45,0.61,0.7,0.86,0.67,0.6,and(or($TransactionPerDay_bin6 $TransactionFee_bin2 $TransactionVolume_USD_bin0) !$MarketCap_bin1) 
0.45,0.61,0.7,0.86,0.53,0.5,or(and(!$MarketCap_bin1 $TransactionVolume_USD_bin0) $HashRate_bin5 $TransactionFee_bin1) 
0.44,0.6,0.67,0.86,0.67,0.6,or(and(!$MarketCap_bin1 $TransactionVolume_USD_bin0) $TransactionFee_bin2) 
