training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.71,1.0,0.23,0.43,1.0,or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) !$MinningDifficulty_bin0 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) 
0.5,0.71,1.0,0.23,0.43,1.0,and(or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$MinningDifficulty_bin0) 
0.5,0.71,1.0,0.23,0.43,1.0,and(or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$HashRate_bin7 !$MinningDifficulty_bin0) 
0.5,0.71,1.0,0.23,0.43,1.0,and(or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) or(!$MinningDifficulty_bin0 $MinningDifficulty_bin1)) 
0.57,0.71,0.89,0.23,0.43,1.0,or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) !$BlockSize_bin0 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) 
0.57,0.71,0.89,0.23,0.43,1.0,or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) !$HashRate_bin7 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) 
0.57,0.71,0.89,0.23,0.43,1.0,and(or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$BlockSize_bin0) 
0.57,0.71,0.89,0.23,0.43,1.0,and(or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$HashRate_bin7) 
0.57,0.71,0.89,0.23,0.43,1.0,or(and(or(and(!$MinningDifficulty_bin0 $TransactionPerDay_bin2) $TransactionPerDay_bin5) or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) 
0.5,0.67,0.88,0.18,0.4,1.0,or(and(or($MinningDifficulty_bin9 !$TransactionPerDay_bin7) or($TransactionPerDay_bin2 $TransactionPerDay_bin5) !$MempoolCount_bin0 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) 
