training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.57,0.89,0.65,0.63,0.89,and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 !$TransactionFee_bin0) !$MinningDifficulty_bin7 !$TransactionPerDay_bin9) 
0.4,0.56,0.89,0.65,0.63,0.89,and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 !$TransactionFee_bin0) !$HashRate_bin3 !$TransactionPerDay_bin9) 
0.4,0.56,0.89,0.65,0.63,0.89,and(or(and($GoldPrice_bin0 !$HashRate_bin3) !$TransactionFee_bin0) or(!$MarketCap_bin2 $GTrends_bin0) !$TransactionPerDay_bin9) 
0.39,0.56,0.89,0.35,0.37,0.82,and(or(and(or($GoldPrice_bin0 !$TransactionFee_bin0) !$MarketCap_bin2 !$TransactionPerDay_bin9) $HashRate_bin9) !$MinningDifficulty_bin7) 
0.44,0.59,0.9,0.65,0.6,0.85,and(or(!$MarketCap_bin2 $GTrends_bin0 $HashRate_bin9) or($GoldPrice_bin0 !$TransactionFee_bin0) !$MinningDifficulty_bin7 !$TransactionPerDay_bin9) 
0.44,0.59,0.9,0.81,0.73,0.88,and(or(and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 !$TransactionFee_bin0) !$TransactionPerDay_bin9) $HashRate_bin9) !$MinningDifficulty_bin7) 
0.49,0.6,0.85,0.65,0.63,0.89,and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 !$TransactionFee_bin0) !$TransactionPerDay_bin9) 
0.42,0.57,0.89,0.65,0.63,0.89,and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 $HashRate_bin9 !$TransactionFee_bin0) !$MinningDifficulty_bin7 !$TransactionPerDay_bin9) 
0.42,0.57,0.89,0.81,0.73,0.88,or(and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 !$TransactionFee_bin0) !$HashRate_bin3 !$TransactionPerDay_bin9) $HashRate_bin9) 
0.42,0.57,0.89,0.81,0.73,0.88,and(or(and(or(!$MarketCap_bin2 $GTrends_bin0) or($GoldPrice_bin0 !$TransactionFee_bin0) !$TransactionPerDay_bin9) $HashRate_bin9) !$HashRate_bin3) 
