training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.59,0.95,0.0,0.2,-1.0,or(and(!$HashRate_bin0 $TransactionFee_bin0) and($MinningDifficulty_bin4 $TransactionFee_bin3) $GoldPrice_bin0) 
0.41,0.56,0.89,0.0,0.2,-1.0,or(and(!$MinningDifficulty_bin3 $TransactionFee_bin3) $GoldPrice_bin0) 
0.43,0.59,0.95,0.0,0.2,-1.0,and(or(and(!$HashRate_bin0 $TransactionFee_bin0) and($MinningDifficulty_bin4 $TransactionFee_bin3) $GoldPrice_bin0) !$MinningDifficulty_bin6) 
0.43,0.59,0.95,0.0,0.2,-1.0,or(and($GoldPrice_bin0 !$MinningDifficulty_bin6) and(!$HashRate_bin0 $TransactionFee_bin0) and($MinningDifficulty_bin4 $TransactionFee_bin3)) 
0.42,0.58,0.94,0.0,0.2,-1.0,or(and(!$GTrends_bin3 $MinningDifficulty_bin4 $TransactionFee_bin3) and(!$HashRate_bin0 $TransactionFee_bin0) $GoldPrice_bin0) 
0.42,0.58,0.94,0.0,0.2,-1.0,or(and(!$HashRate_bin0 !$TransactionPerDay_bin6 $TransactionFee_bin0) and($MinningDifficulty_bin4 $TransactionFee_bin3) $GoldPrice_bin0) 
0.41,0.57,0.94,0.0,0.2,-1.0,or(and(or(and(!$HashRate_bin0 $TransactionFee_bin0) and($MinningDifficulty_bin4 $TransactionFee_bin3)) !$TransactionPerDay_bin8) $GoldPrice_bin0) 
0.48,0.61,0.94,0.0,0.2,-1.0,or(and(!$GoldPrice_bin3 !$MinningDifficulty_bin3 $TransactionFee_bin3) and(!$HashRate_bin0 $TransactionFee_bin0) $GoldPrice_bin0) 
0.45,0.59,0.92,0.0,0.2,-1.0,and(or(and(!$HashRate_bin0 $TransactionFee_bin0) $GoldPrice_bin0 $TransactionFee_bin3) !$GoldPrice_bin1) 
0.45,0.59,0.92,0.0,0.2,-1.0,or(and(!$GoldPrice_bin1 $TransactionFee_bin3) and(!$HashRate_bin0 $TransactionFee_bin0) $GoldPrice_bin0) 
