training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.54,0.91,0.0,0.47,-1.0,and(!$GoldPrice_bin4 !$TransactionPerDay_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.39,0.53,0.91,0.0,0.47,-1.0,and(!$GoldPrice_bin4 !$HashRate_bin0 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.43,0.55,0.89,0.0,0.47,-1.0,and(!$GoldPrice_bin4 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.38,0.52,0.9,0.0,0.47,-1.0,and(!$GoldPrice_bin4 !$TransactionPerDay_bin2 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.46,0.57,0.89,0.69,0.77,0.85,or(and(!$GoldPrice_bin4 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $GoldPrice_bin3) 
0.41,0.54,0.91,0.0,0.47,-1.0,and(or($MarketCap_bin2 !$GoldPrice_bin4) !$TransactionPerDay_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.41,0.54,0.91,0.0,0.47,-1.0,and(or($GoldPrice_bin0 !$GoldPrice_bin4) !$TransactionPerDay_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.41,0.54,0.91,0.0,0.47,-1.0,and(or(!$TransactionPerDay_bin2 $TransactionVolume_USD_bin1) !$GoldPrice_bin4 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.41,0.54,0.91,0.0,0.47,-1.0,and(or(and(!$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin1) !$GoldPrice_bin4 !$TransactionPerDay_bin1) 
0.46,0.57,0.89,0.0,0.47,-1.0,and(or($MempoolSize_bin8 !$TransactionVolume_USD_bin3) !$GoldPrice_bin4 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
