training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.39,0.52,0.88,0.07,0.43,0.2,and(or($HashRate_bin3 $TransactionPerDay_bin8 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) 
0.35,0.48,0.83,0.21,0.57,0.6,or($TransactionPerDay_bin8 $TransactionFee_bin0) 
0.36,0.51,0.88,0.21,0.53,0.5,and(or(and(!$HashRate_bin2 $TransactionVolume_USD_bin2) $TransactionFee_bin0) !$BlockSize_bin0) 
0.44,0.56,0.89,0.21,0.53,0.5,and(or($TransactionPerDay_bin8 $TransactionFee_bin0 $TransactionVolume_USD_bin2) !$BlockSize_bin0 !$HashRate_bin2) 
0.37,0.51,0.89,0.21,0.53,0.5,and(or(and(or(!$HashRate_bin2 $TransactionPerDay_bin8) $TransactionVolume_USD_bin2) $TransactionFee_bin0) !$BlockSize_bin0) 
0.47,0.57,0.88,0.21,0.53,0.5,and(or(and(!$HashRate_bin2 $TransactionVolume_USD_bin2) $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin0) 
0.4,0.53,0.88,0.29,0.47,0.4,and(or(and(!$HashRate_bin2 $TransactionVolume_USD_bin2) $TransactionFee_bin0) or(!$BlockSize_bin0 !$GoldPrice_bin1)) 
0.46,0.56,0.88,0.21,0.53,0.5,and(or(and(or($TransactionPerDay_bin8 $TransactionVolume_USD_bin2) !$HashRate_bin2) $TransactionFee_bin0) !$BlockSize_bin0) 
0.39,0.52,0.88,0.07,0.43,0.2,and(or(and(!$MarketCap_bin2 $HashRate_bin3) $TransactionPerDay_bin8 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) 
0.39,0.52,0.88,0.07,0.43,0.2,and(or(and(!$GTrends_bin6 $HashRate_bin3) $TransactionPerDay_bin8 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) 
