training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.58,0.88,0.55,0.57,0.73,or(and(or($MinningDifficulty_bin8 !$TransactionVolume_USD_bin1) !$MarketCap_bin0 !$HashRate_bin4) $MempoolCount_bin1) 
0.42,0.58,0.88,0.55,0.57,0.73,and(or(and(or($MinningDifficulty_bin8 !$TransactionVolume_USD_bin1) !$MarketCap_bin0) $MempoolCount_bin1) !$HashRate_bin4) 
0.44,0.6,0.91,0.55,0.57,0.73,or(and(!$HashRate_bin2 !$MinningDifficulty_bin0 !$TransactionPerDay_bin2 !$TransactionPerDay_bin3 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin8) 
0.45,0.6,0.88,0.55,0.57,0.73,or(and(!$HashRate_bin2 !$MinningDifficulty_bin0 !$TransactionPerDay_bin2 !$TransactionPerDay_bin3 $TransactionVolume_USD_bin0) $MinningDifficulty_bin8) 
0.42,0.58,0.88,0.55,0.57,0.73,or(and(or($MinningDifficulty_bin8 !$TransactionVolume_USD_bin1) !$MarketCap_bin0 !$HashRate_bin1 !$HashRate_bin4) $MempoolCount_bin1) 
0.42,0.58,0.88,0.55,0.57,0.73,or(and(or($MinningDifficulty_bin8 !$TransactionVolume_USD_bin1) !$MarketCap_bin0 !$HashRate_bin4 !$MinningDifficulty_bin0) $MempoolCount_bin1) 
0.42,0.58,0.88,0.55,0.57,0.73,and(or(and(or($MinningDifficulty_bin8 !$TransactionVolume_USD_bin1) !$MarketCap_bin0 !$HashRate_bin1) $MempoolCount_bin1) !$HashRate_bin4) 
0.42,0.58,0.88,0.55,0.57,0.73,and(or(and(or($MinningDifficulty_bin8 !$TransactionVolume_USD_bin1) !$MarketCap_bin0 !$MinningDifficulty_bin0) $MempoolCount_bin1) !$HashRate_bin4) 
0.44,0.6,0.89,1.0,0.67,0.67,and(or(and(!$MarketCap_bin2 !$HashRate_bin0 !$HashRate_bin2 !$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MempoolCount_bin5) 
0.44,0.6,0.89,1.0,0.67,0.67,and(or(and(!$MarketCap_bin2 !$HashRate_bin0 !$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$HashRate_bin2 !$MempoolCount_bin5) 
