training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.6,0.87,0.0,0.6,0.0,or(and($GoldPrice_bin0 $TransactionVolume_USD_bin0) $MinningDifficulty_bin2 $MinningDifficulty_bin7) 
0.42,0.6,0.85,0.0,0.6,0.0,or(and(or($BlockSize_bin2 $TransactionVolume_USD_bin0) !$HashRate_bin0) $MinningDifficulty_bin2) 
0.4,0.59,0.85,0.0,0.7,-1.0,or(and(!$HashRate_bin0 $TransactionVolume_USD_bin0) $MinningDifficulty_bin2) 
0.41,0.59,0.85,0.0,0.7,-1.0,or(and(or($GoldPrice_bin0 !$HashRate_bin0) $TransactionVolume_USD_bin0) $MinningDifficulty_bin2) 
0.42,0.6,0.87,0.0,0.6,0.0,or(and($GoldPrice_bin0 $TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin3) $MinningDifficulty_bin2 $MinningDifficulty_bin7) 
0.42,0.6,0.87,0.0,0.6,0.0,or(and(!$BlockSize_bin1 $MinningDifficulty_bin7) and($GoldPrice_bin0 $TransactionVolume_USD_bin0) $MinningDifficulty_bin2) 
0.48,0.63,0.87,0.0,0.6,0.0,or(and(or($MinningDifficulty_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin0 !$TransactionVolume_USD_bin3) $MinningDifficulty_bin2) 
0.44,0.63,0.91,0.0,0.7,-1.0,or(and(or(and($MarketCap_bin1 $MinningDifficulty_bin7 !$TransactionPerDay_bin2) $TransactionVolume_USD_bin0) !$HashRate_bin0 !$HashRate_bin1) $MinningDifficulty_bin2) 
0.48,0.64,0.88,0.0,0.63,0.0,or(and(or($MinningDifficulty_bin7 $TransactionVolume_USD_bin0) !$GTrends_bin2 !$HashRate_bin0 !$TransactionPerDay_bin2) $MinningDifficulty_bin2) 
0.48,0.64,0.88,0.0,0.63,0.0,and(or(and(or($MinningDifficulty_bin7 $TransactionVolume_USD_bin0) !$GTrends_bin2 !$HashRate_bin0) $MinningDifficulty_bin2) !$TransactionPerDay_bin2) 
