training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.46,0.64,0.96,0.28,0.47,0.63,or(and(or(and(!$MinningDifficulty_bin6 !$TransactionPerDay_bin1 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3) $MempoolSize_bin8) 
0.46,0.63,0.96,0.28,0.47,0.63,or(and(or(and(!$TransactionPerDay_bin1 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3 !$MinningDifficulty_bin6) $MempoolSize_bin8) 
0.45,0.62,0.96,0.28,0.47,0.63,or(and(or(and(!$MempoolCount_bin0 !$MinningDifficulty_bin6 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3) $MempoolSize_bin8) 
0.45,0.62,0.96,0.11,0.37,0.4,and(or(and(or(and(!$TransactionPerDay_bin1 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3) $MempoolSize_bin8) !$MinningDifficulty_bin6) 
0.44,0.62,0.96,0.28,0.47,0.63,or(and(or(and(!$MempoolCount_bin0 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3 !$MinningDifficulty_bin6) $MempoolSize_bin8) 
0.48,0.64,0.93,0.28,0.47,0.63,or(and(or(and(!$MinningDifficulty_bin6 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3) $MempoolSize_bin8) 
0.48,0.64,0.93,0.28,0.47,0.63,or(and(or(and(!$TransactionPerDay_bin1 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3) $MempoolSize_bin8) 
0.47,0.63,0.93,0.28,0.47,0.63,or(and(or($TransactionFee_bin0 $TransactionFee_bin1) !$MinningDifficulty_bin3 !$MinningDifficulty_bin6) $MempoolSize_bin8) 
0.46,0.62,0.93,0.11,0.37,0.4,and(or(and(or($TransactionFee_bin0 $TransactionFee_bin1) !$MinningDifficulty_bin3) $MempoolSize_bin8) !$MinningDifficulty_bin6) 
0.46,0.62,0.93,0.28,0.47,0.63,or(and(or(and(!$MempoolCount_bin0 $TransactionFee_bin1) $TransactionFee_bin0) !$MinningDifficulty_bin3) $MempoolSize_bin8) 
