training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.62,0.8,0.58,0.4,0.35,and(or($GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3 !$MinningDifficulty_bin0) 
0.42,0.61,0.79,0.58,0.5,0.41,and(or($MarketCap_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3 !$MinningDifficulty_bin0) 
0.42,0.61,0.79,0.5,0.47,0.38,and(or($GoldPrice_bin1 !$MinningDifficulty_bin0) or($TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3) 
0.45,0.63,0.8,0.58,0.4,0.35,and(or($GoldPrice_bin1 !$MinningDifficulty_bin0) or($GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3) 
0.44,0.62,0.8,0.67,0.43,0.38,and(or($MarketCap_bin0 $GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3 !$MinningDifficulty_bin0) 
0.44,0.62,0.8,0.58,0.5,0.41,and(or($MarketCap_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) or($GoldPrice_bin1 !$MinningDifficulty_bin0) !$HashRate_bin3) 
0.44,0.62,0.8,0.58,0.4,0.35,and(or($MarketCap_bin2 !$HashRate_bin3) or($GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$MinningDifficulty_bin0) 
0.44,0.62,0.8,0.58,0.4,0.35,and(or($GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) or(!$HashRate_bin3 !$TransactionVolume_USD_bin0) !$MinningDifficulty_bin0) 
0.44,0.62,0.8,0.58,0.4,0.35,and(or($GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) or(!$HashRate_bin3 $TransactionVolume_USD_bin1) !$MinningDifficulty_bin0) 
0.43,0.62,0.8,0.58,0.4,0.35,and(or($GoldPrice_bin1 $GTrends_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3 !$MinningDifficulty_bin0) 
