training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.53,0.7,1.0,0.44,0.53,0.58,or(and(or($TransactionFee_bin2 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin2) 
0.53,0.7,1.0,0.38,0.57,0.67,or(and(or($TransactionFee_bin2 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) $TransactionVolume_USD_bin2) 
0.53,0.65,0.89,0.44,0.53,0.58,or($TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin2) 
0.6,0.7,0.9,0.69,0.63,0.65,or($TransactionFee_bin2 $TransactionFee_bin6 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin2) 
0.6,0.7,0.9,0.44,0.43,0.47,or($TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin4) 
0.4,0.57,0.86,0.25,0.5,0.57,or($TransactionFee_bin2 $TransactionVolume_USD_bin0) 
0.47,0.61,0.88,0.56,0.63,0.69,or($TransactionFee_bin2 $TransactionFee_bin6 $TransactionVolume_USD_bin0) 
0.47,0.61,0.88,0.25,0.4,0.4,or($TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) 
0.53,0.65,0.89,0.44,0.53,0.58,or(and($TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3) $TransactionFee_bin2 $TransactionVolume_USD_bin0) 
0.53,0.65,0.89,0.38,0.5,0.55,or(and(or($TransactionFee_bin2 $TransactionVolume_USD_bin0) !$TransactionFee_bin0) $TransactionVolume_USD_bin2) 
