training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.64,1.0,0.18,0.37,0.38,or(and(!$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0) $TransactionFee_bin3) 
0.47,0.64,1.0,0.18,0.4,0.43,and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionFee_bin3) !$TransactionPerDay_bin8 !$TransactionFee_bin2) 
0.47,0.64,1.0,0.12,0.5,1.0,or(and($TransactionPerDay_bin7 !$TransactionVolume_USD_bin1) and(!$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0)) 
0.47,0.64,1.0,0.18,0.37,0.38,or(and(!$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0) and($TransactionFee_bin3 !$TransactionFee_bin4)) 
0.47,0.64,1.0,0.18,0.4,0.43,and(or(and(!$TransactionPerDay_bin9 $TransactionFee_bin3) and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0)) !$TransactionPerDay_bin8 !$TransactionFee_bin2) 
0.42,0.61,1.0,0.12,0.5,1.0,and(!$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0) 
0.42,0.61,1.0,0.12,0.5,1.0,and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0) 
0.42,0.61,1.0,0.06,0.47,1.0,and(!$TransactionPerDay_bin7 !$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0) 
0.42,0.61,1.0,0.12,0.5,1.0,and(!$TransactionPerDay_bin8 !$TransactionFee_bin0 !$TransactionFee_bin2 $TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) 
0.42,0.61,1.0,0.12,0.5,1.0,and(or(!$TransactionFee_bin2 $TransactionFee_bin3) !$TransactionPerDay_bin8 !$TransactionFee_bin0 $TransactionVolume_USD_bin0) 
