training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.56,0.71,0.8,1.0,0.5,0.4,or(and(or($GoldPrice_bin2 $TransactionVolume_USD_bin1) !$MinningDifficulty_bin4) $MarketCap_bin0) 
0.48,0.68,0.81,1.0,0.5,0.4,or(and(!$GoldPrice_bin5 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.78,1.0,0.5,0.4,or(and(!$GoldPrice_bin5 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.78,1.0,0.5,0.4,or(and(!$MempoolCount_bin8 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.78,1.0,0.5,0.4,or(and(!$MempoolSize_bin8 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.78,1.0,0.5,0.4,or(and(!$MinningDifficulty_bin4 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.79,1.0,0.5,0.4,or(and(!$HashRate_bin4 !$MempoolCount_bin8 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.79,1.0,0.5,0.4,or(and(!$HashRate_bin4 !$MempoolSize_bin8 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.79,1.0,0.5,0.4,or(and(!$HashRate_bin4 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.48,0.67,0.79,1.0,0.5,0.4,or(and(!$MempoolCount_bin8 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin1) $MarketCap_bin0) 
