training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.6,0.74,1.0,0.36,0.43,0.73,or(and(!$GoldPrice_bin5 !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) 
0.6,0.74,1.0,0.36,0.43,0.73,and(or(and(!$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) !$GoldPrice_bin5) 
0.6,0.74,1.0,0.32,0.4,0.7,or(and(!$GoldPrice_bin5 !$MempoolCount_bin1 !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) 
0.47,0.65,1.0,0.32,0.4,0.7,or(and(!$GoldPrice_bin5 !$MempoolSize_bin0 !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) 
0.6,0.74,1.0,0.27,0.37,0.67,or(and(!$GoldPrice_bin5 !$MempoolSize_bin3 !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) 
0.6,0.74,1.0,0.36,0.43,0.73,or(and(!$GoldPrice_bin5 !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) $TransactionPerDay_bin9) 
0.6,0.74,1.0,0.36,0.43,0.73,or(and(or(!$GoldPrice_bin5 !$TransactionFee_bin0) !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) 
0.6,0.74,1.0,0.36,0.43,0.73,and(or(and(!$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) or(!$GoldPrice_bin5 $GoldPrice_bin6)) 
0.6,0.74,1.0,0.36,0.43,0.73,and(or(and(!$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) or(!$GoldPrice_bin5 $TransactionPerDay_bin2)) 
0.73,0.78,0.92,0.27,0.37,0.67,or(and(!$MempoolCount_bin3 !$TransactionPerDay_bin2 !$TransactionPerDay_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin9) 
