training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.53,0.64,1.0,0.0,0.23,-1.0,and(!$TransactionPerDay_bin4 $TransactionVolume_USD_bin0) 
0.58,0.68,1.0,0.39,0.47,0.82,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$BlockSize_bin3) 
0.63,0.72,1.0,0.35,0.43,0.8,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$GoldPrice_bin6) 
0.47,0.6,1.0,0.48,0.53,0.85,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$GTrends_bin5) 
0.63,0.72,1.0,0.43,0.5,0.83,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$HashRate_bin0) 
0.63,0.72,1.0,0.48,0.53,0.85,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$MempoolCount_bin3) 
0.63,0.72,1.0,0.48,0.53,0.85,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$MempoolSize_bin3) 
0.42,0.56,1.0,0.48,0.53,0.85,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$MinningDifficulty_bin0) 
0.63,0.72,1.0,0.35,0.43,0.8,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$TransactionPerDay_bin4) 
0.63,0.72,1.0,0.48,0.53,0.85,and(or($TransactionFee_bin3 $TransactionFee_bin6 $TransactionVolume_USD_bin0) !$TransactionFee_bin5) 
