training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.48,0.64,0.93,0.27,0.37,1.0,and(!$BlockSize_bin2 !$MinningDifficulty_bin3 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.44,0.62,0.94,0.23,0.33,1.0,and(!$BlockSize_bin2 !$MinningDifficulty_bin3 !$MinningDifficulty_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.44,0.61,0.91,0.27,0.37,1.0,and(!$BlockSize_bin2 !$MinningDifficulty_bin3 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) 
0.44,0.61,0.91,0.27,0.37,1.0,and(!$MinningDifficulty_bin3 !$TransactionPerDay_bin9 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1) 
0.48,0.65,0.95,0.27,0.37,1.0,and(or(!$MinningDifficulty_bin7 !$TransactionFee_bin2) !$BlockSize_bin2 !$MinningDifficulty_bin3 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.44,0.62,0.94,0.23,0.33,1.0,and(or($MempoolCount_bin7 !$MinningDifficulty_bin7) !$BlockSize_bin2 !$MinningDifficulty_bin3 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.53,0.65,0.88,0.27,0.37,1.0,and(!$BlockSize_bin2 !$MinningDifficulty_bin3 !$TransactionVolume_USD_bin1) 
0.5,0.65,0.92,0.31,0.4,1.0,and(or($GTrends_bin0 !$TransactionFee_bin2) !$MinningDifficulty_bin3 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.5,0.65,0.92,0.31,0.4,1.0,and(or(!$GTrends_bin1 !$TransactionFee_bin2) !$MinningDifficulty_bin3 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin1) 
0.46,0.62,0.89,0.27,0.37,1.0,and(!$BlockSize_bin2 !$MinningDifficulty_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin1) 
