training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.6,1.0,0.6,0.37,0.41,or(!$TransactionFee_bin0 $TransactionVolume_USD_bin2) 
0.44,0.56,0.89,0.8,0.47,0.48,and(!$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin3) 
0.44,0.56,0.89,0.6,0.37,0.41,or($TransactionPerDay_bin4 !$TransactionFee_bin0) 
0.44,0.56,0.89,0.6,0.37,0.41,or($TransactionPerDay_bin4 $TransactionFee_bin1) 
0.39,0.52,0.88,0.53,0.27,0.35,or(!$TransactionFee_bin0 $TransactionVolume_USD_bin4) 
0.67,0.68,0.86,0.67,0.33,0.4,and(!$TransactionPerDay_bin3 !$TransactionVolume_USD_bin0) 
0.67,0.68,0.86,0.67,0.53,0.53,and(!$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) 
0.78,0.72,0.82,0.87,0.43,0.46,!$TransactionVolume_USD_bin0 
0.56,0.6,0.83,0.47,0.3,0.35,or($TransactionFee_bin1 $TransactionVolume_USD_bin3) 
0.78,0.72,0.82,0.87,0.43,0.46,or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) 
