training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.59,0.76,0.77,1.0,0.43,0.43,and(!$MarketCap_bin2 !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7) 
0.63,0.8,0.83,0.77,0.43,0.42,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin7) and($MinningDifficulty_bin0 $TransactionPerDay_bin8)) !$MinningDifficulty_bin4 !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) 
0.63,0.8,0.83,0.77,0.43,0.42,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin7 !$TransactionPerDay_bin5) and($MinningDifficulty_bin0 $TransactionPerDay_bin8)) !$MinningDifficulty_bin4 !$TransactionPerDay_bin7) 
0.59,0.77,0.79,1.0,0.47,0.45,and(!$MarketCap_bin2 !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7 !$TransactionFee_bin5) 
0.67,0.81,0.84,1.0,0.43,0.43,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin7) and($MinningDifficulty_bin0 $TransactionPerDay_bin8)) or(!$MarketCap_bin1 !$HashRate_bin6) !$MinningDifficulty_bin4 !$TransactionPerDay_bin7) 
0.59,0.76,0.77,1.0,0.43,0.43,and(!$MarketCap_bin2 !$MinningDifficulty_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7) 
0.59,0.76,0.77,1.0,0.43,0.43,and(!$MarketCap_bin2 !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7 !$TransactionVolume_USD_bin4) 
0.59,0.76,0.77,1.0,0.43,0.43,and(or(!$MarketCap_bin2 $HashRate_bin6) !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7) 
0.59,0.76,0.77,1.0,0.43,0.43,and(or(!$MarketCap_bin2 $MempoolCount_bin3) !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7) 
0.59,0.76,0.77,1.0,0.43,0.43,and(or(!$MarketCap_bin2 $MinningDifficulty_bin5) !$MinningDifficulty_bin4 !$MinningDifficulty_bin7 !$TransactionPerDay_bin7) 
