training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.7,0.88,1.0,0.64,0.63,0.6,or(and(or(!$MempoolCount_bin4 !$MempoolSize_bin4) !$GTrends_bin2 $TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
0.9,0.96,1.0,0.71,0.67,0.63,or(and(or(and(or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$MempoolCount_bin4 !$TransactionPerDay_bin2 $TransactionFee_bin0) $TransactionVolume_USD_bin1) or(!$MempoolCount_bin4 !$MempoolSize_bin4) !$GTrends_bin2 !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
0.7,0.84,0.88,0.64,0.63,0.6,or(and(or(!$MempoolCount_bin4 !$MempoolSize_bin4) $TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
0.9,0.96,1.0,0.57,0.6,0.57,or(and(or(and(or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$MempoolCount_bin4 !$TransactionPerDay_bin2 $TransactionFee_bin0) $TransactionVolume_USD_bin1) or(!$MempoolCount_bin4 !$MempoolSize_bin4) !$GoldPrice_bin2 !$GTrends_bin2 !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
0.8,0.92,1.0,0.5,0.57,0.54,and(or(and(or(and(or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$MempoolCount_bin4 !$TransactionPerDay_bin2 $TransactionFee_bin0) $TransactionVolume_USD_bin1) or(!$MempoolCount_bin4 !$MempoolSize_bin4) !$TransactionVolume_USD_bin2) $MarketCap_bin0) !$BlockSize_bin0 !$TransactionPerDay_bin5) 
0.9,0.96,1.0,0.71,0.67,0.63,or(and(or(and(or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$MempoolCount_bin4 !$TransactionPerDay_bin2 $TransactionFee_bin0) $TransactionVolume_USD_bin1) or(!$GTrends_bin2 $TransactionVolume_USD_bin0) or(!$MempoolCount_bin4 !$MempoolSize_bin4) !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
0.6,0.84,1.0,0.43,0.6,0.6,$MarketCap_bin0 
0.7,0.84,0.88,0.57,0.63,0.62,or(and(or(!$MempoolCount_bin4 !$MempoolSize_bin4) !$MempoolSize_bin5 $TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
0.8,0.88,0.89,0.43,0.6,0.6,and(or(and(or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$MempoolCount_bin4 !$TransactionPerDay_bin2 $TransactionFee_bin0 !$TransactionVolume_USD_bin2) $MarketCap_bin0) !$TransactionVolume_USD_bin1) 
0.7,0.88,1.0,0.5,0.63,0.64,or(and(or(and(or(!$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$MempoolCount_bin4 !$TransactionPerDay_bin2 $TransactionFee_bin0) $TransactionVolume_USD_bin1) or(!$MempoolCount_bin4 !$MempoolSize_bin4) $GTrends_bin3 !$TransactionVolume_USD_bin2) $MarketCap_bin0) 
