training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.49,0.66,0.75,0.93,0.73,0.65,and(or($MarketCap_bin0 $TransactionFee_bin6) !$HashRate_bin7) 
0.44,0.64,0.75,0.57,0.6,0.57,and(or(and($MarketCap_bin0 !$TransactionVolume_USD_bin4) $TransactionFee_bin6) !$TransactionVolume_USD_bin0) 
0.44,0.64,0.75,0.93,0.7,0.62,or(and($MarketCap_bin0 !$GoldPrice_bin2) and($TransactionFee_bin6 !$TransactionVolume_USD_bin0)) 
0.45,0.63,0.73,0.93,0.7,0.62,or(and($MarketCap_bin0 !$GoldPrice_bin2) $TransactionFee_bin6) 
0.51,0.65,0.73,0.93,0.73,0.65,or(and($MarketCap_bin0 !$HashRate_bin7) $TransactionFee_bin6) 
0.49,0.66,0.75,0.93,0.73,0.65,and(or(and($TransactionFee_bin6 !$TransactionVolume_USD_bin0) $MarketCap_bin0) !$HashRate_bin7) 
0.49,0.66,0.75,0.93,0.73,0.65,or(and($MarketCap_bin0 !$HashRate_bin7) and($TransactionFee_bin6 !$TransactionVolume_USD_bin0)) 
0.44,0.63,0.73,0.57,0.57,0.53,and(or($MarketCap_bin0 $TransactionFee_bin6) !$TransactionVolume_USD_bin0) 
0.44,0.63,0.74,0.57,0.57,0.53,and(or($MarketCap_bin0 $TransactionFee_bin6) !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) 
0.44,0.63,0.74,0.57,0.57,0.53,and(or(and($MarketCap_bin0 !$TransactionFee_bin5) $TransactionFee_bin6) !$TransactionVolume_USD_bin0) 
