training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.59,1.0,0.0,0.17,-1.0,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) $MarketCap_bin0) 
0.44,0.59,1.0,0.32,0.3,0.67,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$MarketCap_bin1) 
0.5,0.64,1.0,0.4,0.4,0.77,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$BlockSize_bin7) 
0.5,0.64,1.0,0.52,0.47,0.76,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$HashRate_bin3) 
0.5,0.64,1.0,0.44,0.4,0.73,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$MempoolCount_bin3) 
0.5,0.64,1.0,0.44,0.4,0.73,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$MempoolSize_bin3) 
0.5,0.64,1.0,0.48,0.43,0.75,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$TransactionPerDay_bin7) 
0.5,0.64,1.0,0.4,0.4,0.77,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$BlockSize_bin7 !$MempoolSize_bin1) 
0.44,0.59,1.0,0.44,0.4,0.73,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$GoldPrice_bin2 !$MempoolCount_bin3) 
0.5,0.64,1.0,0.4,0.37,0.71,and(or($TransactionPerDay_bin3 $TransactionPerDay_bin8 !$TransactionFee_bin0) !$MempoolCount_bin3 !$TransactionPerDay_bin7) 
