training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.64,0.83,1.0,0.08,0.23,1.0,and($MarketCap_bin0 !$GTrends_bin4 $TransactionFee_bin0) 
0.64,0.83,1.0,0.52,0.47,0.76,and(!$GoldPrice_bin0 !$GTrends_bin4 $TransactionFee_bin0) 
0.64,0.83,1.0,0.52,0.47,0.76,and(!$GTrends_bin4 !$MinningDifficulty_bin0 $TransactionFee_bin0) 
0.64,0.83,1.0,0.04,0.2,1.0,and($MarketCap_bin0 !$GTrends_bin4 !$TransactionPerDay_bin5 $TransactionFee_bin0) 
0.64,0.83,1.0,0.52,0.47,0.76,and(!$GTrends_bin4 !$MinningDifficulty_bin0 $TransactionFee_bin0 !$TransactionFee_bin1) 
0.64,0.83,1.0,0.52,0.47,0.76,and(or($MarketCap_bin0 !$GoldPrice_bin0) !$GTrends_bin4 $TransactionFee_bin0) 
0.64,0.83,1.0,0.08,0.2,0.67,and(or($MarketCap_bin0 $GoldPrice_bin4) !$GTrends_bin4 $TransactionFee_bin0) 
0.64,0.83,1.0,0.52,0.47,0.76,and(or($MarketCap_bin0 !$MinningDifficulty_bin0) !$GTrends_bin4 $TransactionFee_bin0) 
0.64,0.83,1.0,0.08,0.23,1.0,and(or($MarketCap_bin0 $MinningDifficulty_bin1) !$GTrends_bin4 $TransactionFee_bin0) 
0.82,0.87,0.9,0.84,0.7,0.81,and(or(!$GoldPrice_bin2 $TransactionFee_bin0) !$GTrends_bin4) 
