training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.36,0.49,0.92,0.57,0.5,0.47,and(or($GTrends_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$HashRate_bin4) 
0.37,0.49,0.91,0.57,0.5,0.47,and(or($GTrends_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin1) 
0.37,0.49,0.91,0.57,0.5,0.47,or(and($GTrends_bin2 !$TransactionFee_bin2) $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) 
0.36,0.47,0.89,0.21,0.5,0.43,or($GTrends_bin2 $TransactionPerDay_bin1 $TransactionVolume_USD_bin0) 
0.39,0.5,0.93,0.57,0.57,0.53,and(or($GTrends_bin2 $TransactionPerDay_bin1 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$BlockSize_bin0) 
0.35,0.46,0.89,0.43,0.5,0.46,or($TransactionPerDay_bin1 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) 
0.37,0.49,0.93,0.57,0.5,0.47,and(or($GTrends_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) or(!$HashRate_bin4 $TransactionVolume_USD_bin1)) 
0.36,0.47,0.91,0.57,0.5,0.47,or(and(!$BlockSize_bin0 $TransactionVolume_USD_bin0) $GTrends_bin2 $TransactionVolume_USD_bin5) 
0.4,0.5,0.89,0.57,0.5,0.47,or($GTrends_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) 
0.36,0.49,0.92,0.57,0.5,0.47,and(or(and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) $GTrends_bin2 $TransactionVolume_USD_bin5) !$HashRate_bin4) 
