training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.64,0.79,0.9,0.79,0.5,0.48,or(and(!$TransactionPerDay_bin8 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolCount_bin6 $MempoolSize_bin1 $TransactionPerDay_bin4) 
0.64,0.79,0.9,0.57,0.47,0.44,and(or(and(!$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolCount_bin6 $MempoolSize_bin1 $TransactionPerDay_bin4) !$MempoolSize_bin6) 
0.64,0.79,0.9,0.79,0.5,0.48,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolCount_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $GTrends_bin3) 
0.64,0.79,0.9,0.5,0.43,0.41,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolCount_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolCount_bin1) 
0.64,0.79,0.9,0.5,0.43,0.41,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolCount_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolSize_bin1) 
0.64,0.79,0.9,0.79,0.5,0.48,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolSize_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $GTrends_bin3) 
0.64,0.79,0.9,0.5,0.43,0.41,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolSize_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolCount_bin1) 
0.64,0.79,0.9,0.5,0.43,0.41,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolSize_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolSize_bin1) 
0.64,0.82,1.0,0.5,0.43,0.41,and(or(and(or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$TransactionPerDay_bin8 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MempoolSize_bin1 $TransactionPerDay_bin4) or($GoldPrice_bin0 !$TransactionFee_bin4)) $MempoolCount_bin6) !$MempoolSize_bin6) 
0.71,0.82,0.91,0.79,0.5,0.48,or(and(or(!$TransactionPerDay_bin3 !$TransactionPerDay_bin4) !$MempoolCount_bin6 !$TransactionFee_bin5 !$TransactionVolume_USD_bin1) $GTrends_bin3 $MempoolCount_bin1) 
