training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.61,0.78,0.5,0.5,0.4,and(or(and(!$BlockSize_bin2 !$HashRate_bin1 $TransactionVolume_USD_bin0) $TransactionPerDay_bin7) !$MempoolCount_bin5) 
0.41,0.6,0.77,0.5,0.5,0.4,and(or(!$HashRate_bin1 !$MinningDifficulty_bin0) !$BlockSize_bin2 !$MempoolSize_bin5 $TransactionVolume_USD_bin0) 
0.44,0.62,0.79,0.58,0.4,0.35,and(or(and(or(!$HashRate_bin1 !$MinningDifficulty_bin0) !$BlockSize_bin2 $TransactionVolume_USD_bin0) $GTrends_bin0) !$MempoolCount_bin5) 
0.44,0.62,0.79,0.58,0.4,0.35,and(or(and(or(!$HashRate_bin1 !$MinningDifficulty_bin0) !$BlockSize_bin2 $TransactionVolume_USD_bin0) $GTrends_bin0) !$MempoolSize_bin5) 
0.42,0.61,0.79,0.5,0.5,0.4,and(or(and(!$BlockSize_bin2 !$HashRate_bin1 $TransactionVolume_USD_bin0) and(!$MempoolCount_bin1 $TransactionPerDay_bin7)) !$MempoolCount_bin5) 
0.42,0.61,0.79,0.5,0.5,0.4,and(or(and(!$BlockSize_bin2 !$HashRate_bin1 $TransactionVolume_USD_bin0) and(!$MempoolSize_bin1 $TransactionPerDay_bin7)) !$MempoolCount_bin5) 
0.42,0.6,0.76,0.58,0.4,0.35,or(and(!$BlockSize_bin2 !$HashRate_bin1 !$MempoolCount_bin5 $TransactionVolume_USD_bin0) $GTrends_bin0) 
0.42,0.6,0.76,0.58,0.4,0.35,or(and(!$BlockSize_bin2 !$HashRate_bin1 !$MempoolSize_bin5 $TransactionVolume_USD_bin0) $GTrends_bin0) 
0.42,0.61,0.78,0.5,0.5,0.4,and(or(!$BlockSize_bin2 $HashRate_bin1) or(!$HashRate_bin1 !$MinningDifficulty_bin0) !$MempoolSize_bin5 $TransactionVolume_USD_bin0) 
0.44,0.61,0.77,0.58,0.4,0.35,or(and(!$BlockSize_bin2 !$HashRate_bin1 !$MempoolSize_bin5 $TransactionVolume_USD_bin0) $GTrends_bin0 $MinningDifficulty_bin3) 
