training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.6,0.79,1.0,0.18,0.3,0.57,and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $HashRate_bin1 $TransactionFee_bin2) !$TransactionFee_bin4) 
0.6,0.79,1.0,0.18,0.3,0.57,or(and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $TransactionFee_bin2) !$TransactionFee_bin4) $HashRate_bin1) 
0.6,0.79,1.0,0.32,0.37,0.64,and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $GoldPrice_bin6 $HashRate_bin1 $TransactionFee_bin2) !$TransactionFee_bin4) 
0.6,0.79,1.0,0.18,0.3,0.57,or(and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $TransactionFee_bin2) !$TransactionFee_bin4) $HashRate_bin1 $TransactionFee_bin2) 
0.53,0.75,1.0,0.27,0.37,0.67,and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $GTrends_bin1 $TransactionFee_bin2) !$TransactionFee_bin4) 
0.53,0.75,1.0,0.27,0.33,0.6,and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $GTrends_bin2 $TransactionFee_bin2) !$TransactionFee_bin4) 
0.53,0.75,1.0,0.32,0.37,0.64,or(and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) $TransactionFee_bin2) !$TransactionFee_bin4) $GTrends_bin1) 
0.6,0.75,0.9,0.32,0.4,0.7,or($GoldPrice_bin0 $TransactionPerDay_bin7 $TransactionFee_bin2) 
0.53,0.75,1.0,0.18,0.3,0.57,and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) and(!$GTrends_bin4 $HashRate_bin0) $TransactionFee_bin2) !$TransactionFee_bin4) 
0.53,0.75,1.0,0.18,0.3,0.57,and(or(and(!$BlockSize_bin4 $TransactionPerDay_bin7) and($GTrends_bin6 !$HashRate_bin2) $TransactionFee_bin2) !$TransactionFee_bin4) 
