training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.57,0.78,1.0,0.47,0.7,0.88,and(or(and($MarketCap_bin0 !$MarketCap_bin1) and($HashRate_bin6 !$TransactionPerDay_bin8)) !$BlockSize_bin4 !$MempoolCount_bin3) 
0.64,0.78,0.9,0.47,0.7,0.88,and($MarketCap_bin0 !$MarketCap_bin1) 
0.64,0.78,0.9,0.47,0.7,0.88,and(or(and($HashRate_bin6 !$TransactionPerDay_bin8) !$MarketCap_bin1) $MarketCap_bin0) 
0.64,0.78,0.9,0.47,0.7,0.88,and(or(and($HashRate_bin6 $TransactionPerDay_bin8) !$MarketCap_bin1) $MarketCap_bin0) 
0.64,0.78,0.9,0.47,0.67,0.78,or(and($MarketCap_bin0 !$MarketCap_bin1) and($HashRate_bin6 !$TransactionPerDay_bin8)) 
0.64,0.78,0.9,0.47,0.7,0.88,or(and($MarketCap_bin0 !$MarketCap_bin1) and($HashRate_bin6 $TransactionPerDay_bin8)) 
0.64,0.78,0.9,0.47,0.7,0.88,and(or(and($HashRate_bin6 $MempoolCount_bin1 !$TransactionPerDay_bin8) !$MarketCap_bin1) $MarketCap_bin0) 
0.64,0.78,0.9,0.47,0.67,0.78,and(or(and($HashRate_bin6 $MempoolSize_bin3 !$TransactionPerDay_bin8) $MarketCap_bin0) !$MarketCap_bin1) 
0.64,0.78,0.9,0.47,0.7,0.88,and(or(and($HashRate_bin6 $MempoolSize_bin3 $TransactionPerDay_bin8) $MarketCap_bin0) !$MarketCap_bin1) 
0.64,0.78,0.9,0.47,0.7,0.88,and(or(and($HashRate_bin6 $TransactionPerDay_bin4 !$TransactionPerDay_bin8) !$MarketCap_bin1) $MarketCap_bin0) 
