training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program,experiment_dir
0.47,0.64,1.0,0.86,0.63,0.69,or(and($MinningDifficulty_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.86,0.63,0.69,or(and($MinningDifficulty_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5 $TransactionFee_bin0) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.42,0.61,1.0,0.86,0.63,0.69,or(and(or($BlockSize_bin1 $GTrends_bin2) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.42,0.61,1.0,0.86,0.63,0.69,or(and(or($BlockSize_bin5 $HashRate_bin2) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.86,0.6,0.67,or(and(or($HashRate_bin2 $TransactionFee_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.86,0.6,0.67,or(and(or($MempoolSize_bin1 !$TransactionFee_bin0) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.86,0.6,0.67,or(and(or($MempoolSize_bin1 $TransactionFee_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.58,0.71,1.0,0.86,0.6,0.67,or(and(or($MinningDifficulty_bin0 $TransactionFee_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.79,0.82,0.94,0.86,0.6,0.67,or(and(!$BlockSize_bin2 !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.79,0.82,0.94,0.81,0.57,0.65,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) !$BlockSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.24,0.43,0.83,and(or($TransactionPerDay_bin7 !$TransactionFee_bin1) !$GoldPrice_bin0 !$MempoolSize_bin3 !$MinningDifficulty_bin1 !$TransactionPerDay_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.24,0.43,0.83,and(or(!$GoldPrice_bin0 $GoldPrice_bin1) or($TransactionPerDay_bin7 !$TransactionFee_bin1) !$MempoolSize_bin3 !$MinningDifficulty_bin1 !$TransactionPerDay_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.47,0.64,1.0,0.24,0.43,0.83,and(or(!$GoldPrice_bin0 $HashRate_bin4) or($TransactionPerDay_bin7 !$TransactionFee_bin1) !$MempoolSize_bin3 !$MinningDifficulty_bin1 !$TransactionPerDay_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_18/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
