training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.7,0.86,1.0,0.44,0.57,0.73,and(or(and(or($GoldPrice_bin3 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin1) $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.7,0.86,1.0,0.39,0.53,0.7,and(or(and(or($GoldPrice_bin3 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin1) $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8 !$MempoolSize_bin6) 
0.7,0.86,1.0,0.39,0.53,0.7,and(or(and(or($GoldPrice_bin3 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin1) $TransactionPerDay_bin8 $TransactionFee_bin5) or(!$MempoolSize_bin6 $TransactionFee_bin6) !$BlockSize_bin8) 
0.6,0.82,1.0,0.39,0.53,0.7,and(or(and($HashRate_bin0 !$TransactionFee_bin6) and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.7,0.82,0.88,0.44,0.57,0.73,and(or(and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) $GoldPrice_bin3 $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.7,0.82,0.88,0.39,0.53,0.7,and(or(and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) $HashRate_bin0 $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.7,0.82,0.88,0.39,0.53,0.7,and(or(and(or($BlockSize_bin9 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin1) $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.7,0.82,0.88,0.39,0.53,0.7,and(or(and(or($HashRate_bin0 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin1) $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.9,0.86,0.82,0.78,0.57,0.61,and(or(and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) $MarketCap_bin0 $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
0.9,0.86,0.82,0.78,0.57,0.61,and(or(and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) !$MarketCap_bin1 $TransactionPerDay_bin8 $TransactionFee_bin5) !$BlockSize_bin8) 
