training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.67,0.83,1.0,0.62,0.57,0.5,or(and(!$HashRate_bin1 !$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) 
0.58,0.78,1.0,0.54,0.53,0.47,or(and(!$MempoolCount_bin5 !$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) 
0.58,0.78,1.0,0.54,0.53,0.47,or(and(!$MempoolSize_bin5 !$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) 
0.58,0.78,1.0,0.69,0.6,0.53,or(and(!$TransactionPerDay_bin2 !$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) 
0.67,0.83,1.0,0.62,0.57,0.5,or(and(!$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) 
0.67,0.83,1.0,0.62,0.57,0.5,and(or(and(!$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) !$HashRate_bin1) 
0.58,0.78,1.0,0.54,0.53,0.47,and(or(and(!$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) !$MempoolCount_bin5) 
0.58,0.78,1.0,0.54,0.53,0.47,and(or(and(!$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) !$MempoolSize_bin5) 
0.58,0.78,1.0,0.69,0.6,0.53,and(or(and(!$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) !$TransactionPerDay_bin2) 
0.67,0.83,1.0,0.62,0.57,0.5,and(or(and(!$TransactionFee_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionFee_bin0) !$TransactionFee_bin4) 
