training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.39,0.54,0.75,0.89,0.6,0.63,or(and(!$GoldPrice_bin1 $TransactionFee_bin1) $GoldPrice_bin0) 
0.42,0.56,0.77,0.68,0.5,0.59,or(and(!$MempoolSize_bin8 !$TransactionPerDay_bin7 $TransactionFee_bin1) $GoldPrice_bin0) 
0.41,0.56,0.76,0.63,0.53,0.63,or(and(!$GTrends_bin3 !$MempoolSize_bin8 $TransactionFee_bin1) $GoldPrice_bin0) 
0.39,0.56,0.78,0.58,0.53,0.65,or(and(!$GTrends_bin3 !$MempoolSize_bin8 !$TransactionPerDay_bin7 $TransactionFee_bin1) $GoldPrice_bin0) 
0.39,0.54,0.74,0.89,0.6,0.63,or(and(!$GoldPrice_bin1 $TransactionFee_bin1) $MinningDifficulty_bin5) 
0.37,0.54,0.76,0.68,0.5,0.59,and(or(and(!$MempoolSize_bin8 $TransactionFee_bin1) $GoldPrice_bin0) !$TransactionPerDay_bin7) 
0.37,0.54,0.76,0.63,0.53,0.63,and(or(and(!$MempoolSize_bin8 $TransactionFee_bin1) $GoldPrice_bin0) !$TransactionPerDay_bin8) 
0.43,0.56,0.76,0.89,0.6,0.63,or(and(!$GoldPrice_bin1 $TransactionFee_bin1) $GoldPrice_bin0 $MinningDifficulty_bin5) 
0.43,0.56,0.76,0.89,0.6,0.63,or(and(!$GoldPrice_bin1 $TransactionFee_bin1) $MinningDifficulty_bin5 $TransactionPerDay_bin7) 
0.43,0.56,0.76,0.58,0.43,0.55,or(and(!$MempoolSize_bin8 !$TransactionPerDay_bin6 $TransactionFee_bin1) $GoldPrice_bin0) 
