training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.63,0.89,0.69,0.43,0.48,and(!$BlockSize_bin3 !$MinningDifficulty_bin0 !$MinningDifficulty_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin2) 
0.5,0.62,0.86,0.63,0.5,0.53,and(or($MarketCap_bin0 $GTrends_bin1) !$MinningDifficulty_bin0 !$TransactionFee_bin5) 
0.42,0.57,0.84,0.94,0.53,0.54,and(!$MarketCap_bin1 !$MinningDifficulty_bin0 !$TransactionFee_bin5) 
0.41,0.57,0.85,0.94,0.53,0.54,and(!$MarketCap_bin1 !$MinningDifficulty_bin0 !$MinningDifficulty_bin4 !$TransactionFee_bin5) 
0.5,0.63,0.89,0.69,0.43,0.48,and(or($MarketCap_bin0 !$MinningDifficulty_bin4) !$BlockSize_bin3 !$MinningDifficulty_bin0 !$TransactionFee_bin5 !$TransactionVolume_USD_bin2) 
0.5,0.63,0.89,0.69,0.43,0.48,and(or($MempoolCount_bin9 !$MinningDifficulty_bin0) !$BlockSize_bin3 !$MinningDifficulty_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin2) 
0.53,0.64,0.87,0.63,0.5,0.53,and(or($MarketCap_bin0 $GTrends_bin1) or($MarketCap_bin0 !$TransactionFee_bin5) !$MinningDifficulty_bin0) 
0.46,0.6,0.87,0.5,0.47,0.5,and(or($MarketCap_bin0 $GTrends_bin1) !$BlockSize_bin3 !$MinningDifficulty_bin0 !$TransactionFee_bin5) 
0.46,0.6,0.87,0.63,0.5,0.53,and(or($MarketCap_bin0 $GTrends_bin1) !$MinningDifficulty_bin0 !$MinningDifficulty_bin4 !$TransactionFee_bin5) 
0.43,0.6,0.91,0.69,0.47,0.5,and(or(and(!$BlockSize_bin3 !$HashRate_bin6 !$TransactionFee_bin5 !$TransactionFee_bin6 !$TransactionVolume_USD_bin2) $MinningDifficulty_bin3) !$MinningDifficulty_bin0) 
