training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.46,0.64,0.91,0.25,0.47,0.83,and(!$GoldPrice_bin5 !$GoldPrice_bin6 !$HashRate_bin1 !$MempoolCount_bin5 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.46,0.64,0.91,0.25,0.47,0.83,and(!$GoldPrice_bin5 !$GoldPrice_bin6 !$HashRate_bin1 !$MempoolSize_bin5 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.48,0.65,0.91,0.25,0.47,0.83,and(or(!$HashRate_bin1 !$MinningDifficulty_bin2) !$GoldPrice_bin5 !$GoldPrice_bin6 !$MempoolCount_bin5 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.48,0.65,0.91,0.25,0.47,0.83,and(or(!$HashRate_bin1 !$MinningDifficulty_bin2) !$GoldPrice_bin5 !$GoldPrice_bin6 !$MempoolSize_bin5 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.46,0.64,0.91,0.25,0.47,0.83,and(!$GoldPrice_bin5 !$GoldPrice_bin6 !$HashRate_bin1 !$MempoolCount_bin5 !$MempoolSize_bin5 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.46,0.64,0.91,0.25,0.47,0.83,and(or(!$MempoolCount_bin5 !$MempoolSize_bin5) !$GoldPrice_bin5 !$GoldPrice_bin6 !$HashRate_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.6,0.87,0.25,0.47,0.83,and(!$GoldPrice_bin5 !$GoldPrice_bin6 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.53,0.65,0.87,0.25,0.47,0.83,and(!$GoldPrice_bin5 !$GoldPrice_bin6 !$MempoolSize_bin5 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.52,0.65,0.86,0.25,0.47,0.83,and(!$GoldPrice_bin5 !$GoldPrice_bin6 !$HashRate_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.43,0.6,0.85,0.5,0.5,0.67,and(!$BlockSize_bin1 !$BlockSize_bin5 !$GoldPrice_bin6 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
