training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.57,0.93,0.1,0.33,0.67,and(or(and(!$BlockSize_bin5 !$HashRate_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$GoldPrice_bin4) 
0.41,0.57,0.93,0.1,0.33,0.67,and(or(and(!$HashRate_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$BlockSize_bin5 !$GoldPrice_bin4) 
0.42,0.58,0.94,0.1,0.33,0.67,and(or(and(!$BlockSize_bin5 !$HashRate_bin2 !$MempoolCount_bin9 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$GoldPrice_bin4) 
0.42,0.58,0.94,0.1,0.33,0.67,and(or(and(!$BlockSize_bin5 !$HashRate_bin2 !$MempoolSize_bin9 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$GoldPrice_bin4) 
0.42,0.58,0.94,0.1,0.37,1.0,and(or(and(!$BlockSize_bin5 !$HashRate_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$GoldPrice_bin4 !$MempoolCount_bin9) 
0.42,0.58,0.94,0.1,0.37,1.0,and(or(and(!$BlockSize_bin5 !$HashRate_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$GoldPrice_bin4 !$MempoolSize_bin9) 
0.41,0.57,0.94,0.1,0.33,0.67,and(or(and(!$HashRate_bin2 !$MempoolSize_bin9 $TransactionVolume_USD_bin0) $TransactionPerDay_bin1) !$BlockSize_bin5 !$GoldPrice_bin4) 
0.4,0.56,0.92,0.1,0.37,1.0,and(or(!$GoldPrice_bin4 $GTrends_bin3) !$BlockSize_bin5 !$HashRate_bin2 !$TransactionVolume_USD_bin1) 
0.4,0.56,0.92,0.1,0.37,1.0,and(or(!$HashRate_bin2 $MinningDifficulty_bin3) !$BlockSize_bin5 !$GoldPrice_bin4 !$TransactionVolume_USD_bin1) 
0.4,0.56,0.92,0.1,0.37,1.0,and(or(and(!$BlockSize_bin5 !$GoldPrice_bin4) $GTrends_bin3) !$HashRate_bin2 !$TransactionVolume_USD_bin1) 
