training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.6,0.92,0.56,0.7,0.82,or(and(!$BlockSize_bin2 !$GoldPrice_bin1 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
0.45,0.61,0.9,0.63,0.7,0.77,and(or(and(!$GoldPrice_bin1 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) $TransactionPerDay_bin7) !$TransactionVolume_USD_bin6) 
0.44,0.62,0.93,0.56,0.7,0.82,or(and(or($MempoolCount_bin7 !$TransactionFee_bin2) !$BlockSize_bin2 !$GoldPrice_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
0.44,0.62,0.93,0.56,0.7,0.82,or(and(or($MempoolSize_bin7 !$TransactionFee_bin2) !$BlockSize_bin2 !$GoldPrice_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
0.43,0.61,0.93,0.56,0.67,0.75,or(and(or(!$BlockSize_bin2 $TransactionVolume_USD_bin4) !$GoldPrice_bin1 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
0.43,0.61,0.93,0.56,0.7,0.82,or(and(or(!$TransactionFee_bin2 $TransactionVolume_USD_bin4) !$BlockSize_bin2 !$GoldPrice_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
0.41,0.58,0.89,0.63,0.7,0.77,and(or(and(!$GoldPrice_bin1 !$TransactionFee_bin2 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) !$TransactionVolume_USD_bin1) 
0.42,0.59,0.91,0.56,0.67,0.75,or(and(!$GoldPrice_bin1 !$TransactionPerDay_bin5 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
0.42,0.59,0.91,0.56,0.67,0.75,and(or(and(!$GoldPrice_bin1 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) !$TransactionPerDay_bin5) 
0.43,0.6,0.92,0.56,0.7,0.82,or(and(!$BlockSize_bin2 !$GoldPrice_bin1 !$MinningDifficulty_bin5 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin7) 
