training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.86,0.92,0.86,0.58,0.5,0.61,and(!$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.86,0.88,0.75,0.74,0.57,0.64,and(!$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.86,0.92,0.86,0.58,0.5,0.61,and(!$BlockSize_bin6 !$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.86,0.92,0.86,0.42,0.4,0.53,and(!$GoldPrice_bin1 !$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.86,0.92,0.86,0.58,0.5,0.61,and(!$HashRate_bin0 !$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.86,0.92,0.86,0.58,0.5,0.61,and(!$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.86,0.92,0.86,0.63,0.53,0.63,or(and(!$BlockSize_bin3 !$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin3) 
0.86,0.92,0.86,0.68,0.57,0.65,or(and(!$MempoolCount_bin5 !$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin3) 
0.86,0.92,0.86,0.68,0.57,0.65,or(and(!$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin3) 
0.86,0.92,0.86,0.58,0.47,0.58,and(or(and(!$MempoolCount_bin7 !$MinningDifficulty_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2) $TransactionPerDay_bin6) !$TransactionVolume_USD_bin5) 
