training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) $TransactionFee_bin6) !$BlockSize_bin1 !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.5,0.86,and(or(and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) $TransactionFee_bin6) !$MempoolCount_bin3 !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.5,0.86,and(or(and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) $TransactionFee_bin6) !$MempoolSize_bin1 !$MempoolSize_bin3 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) $TransactionFee_bin6) !$MempoolSize_bin1 !$TransactionPerDay_bin3 !$TransactionPerDay_bin4) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and(!$BlockSize_bin1 $TransactionFee_bin6) and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and(!$HashRate_bin8 $TransactionFee_bin6) and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and(!$MempoolCount_bin3 $TransactionFee_bin6) and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and($MempoolCount_bin7 $MempoolSize_bin7) and(!$MempoolSize_bin3 $TransactionFee_bin6) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionPerDay_bin4 $TransactionFee_bin6) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
0.88,0.96,1.0,0.3,0.47,0.75,and(or(and(!$BlockSize_bin1 !$MempoolSize_bin5 $TransactionFee_bin6) and($MempoolCount_bin7 $MempoolSize_bin7) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin6) and($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) !$MempoolSize_bin1 !$TransactionPerDay_bin3) 
