training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.71,0.77,1.0,0.95,0.67,0.69,!$TransactionFee_bin0 
0.43,0.54,1.0,0.14,0.4,1.0,$TransactionFee_bin1 
0.43,0.54,1.0,0.14,0.4,1.0,and(!$TransactionPerDay_bin4 $TransactionFee_bin1) 
0.67,0.73,1.0,0.52,0.43,0.61,and(!$TransactionFee_bin0 !$TransactionFee_bin3) 
0.52,0.62,1.0,0.76,0.53,0.64,and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin0) 
0.81,0.85,1.0,0.95,0.67,0.69,or($TransactionPerDay_bin4 !$TransactionFee_bin0) 
0.76,0.81,1.0,0.95,0.67,0.69,or(!$TransactionFee_bin0 $TransactionVolume_USD_bin4) 
0.67,0.73,1.0,0.33,0.47,0.78,or($TransactionFee_bin1 $TransactionFee_bin2) 
0.43,0.54,1.0,0.33,0.37,0.58,or($TransactionFee_bin1 $TransactionFee_bin4) 
0.52,0.62,1.0,0.38,0.5,0.8,or($TransactionFee_bin1 $TransactionVolume_USD_bin2) 
