training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.57,0.61,0.7,1.0,0.53,0.53,or($HashRate_bin6 !$TransactionVolume_USD_bin0) 
0.53,0.61,0.71,1.0,0.53,0.53,and(or($HashRate_bin6 !$TransactionVolume_USD_bin0) !$HashRate_bin2) 
0.57,0.62,0.71,1.0,0.53,0.53,and(or($HashRate_bin6 !$TransactionVolume_USD_bin0) !$MinningDifficulty_bin1) 
0.54,0.61,0.71,1.0,0.53,0.53,and(or($HashRate_bin6 !$TransactionVolume_USD_bin0) !$HashRate_bin4) 
0.56,0.61,0.71,0.88,0.53,0.54,and(or($HashRate_bin6 !$TransactionVolume_USD_bin0) !$GoldPrice_bin0) 
0.42,0.55,0.68,0.94,0.53,0.54,and(!$TransactionPerDay_bin6 $TransactionVolume_USD_bin1) 
0.57,0.61,0.7,1.0,0.53,0.53,or($HashRate_bin6 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) 
0.5,0.6,0.72,1.0,0.53,0.53,and(or($HashRate_bin6 !$TransactionVolume_USD_bin0) !$HashRate_bin2 !$HashRate_bin4) 
0.52,0.6,0.7,0.94,0.53,0.54,or(and(!$TransactionPerDay_bin6 $TransactionVolume_USD_bin1) $MinningDifficulty_bin5) 
0.54,0.6,0.7,1.0,0.53,0.53,and(or($HashRate_bin6 !$TransactionVolume_USD_bin0) !$HashRate_bin1) 
