training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.56,0.67,1.0,0.0,0.43,-1.0,and(or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) $MarketCap_bin0) 
0.56,0.67,1.0,0.24,0.27,0.31,and(or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) !$MarketCap_bin1) 
0.56,0.67,1.0,0.47,0.3,0.4,and(or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) !$BlockSize_bin2) 
0.56,0.67,1.0,0.47,0.33,0.42,and(or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) !$HashRate_bin4) 
0.56,0.67,1.0,0.41,0.27,0.37,and(or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) !$MempoolCount_bin5) 
0.56,0.67,1.0,0.41,0.27,0.37,and(or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) !$MempoolSize_bin5) 
0.56,0.63,0.91,0.47,0.33,0.42,or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionFee_bin1) 
0.78,0.79,0.93,0.47,0.3,0.4,or($GoldPrice_bin5 $MempoolCount_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) 
0.78,0.79,0.93,0.47,0.3,0.4,or($GoldPrice_bin5 $MempoolSize_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) 
0.56,0.63,0.91,0.47,0.3,0.4,or($GoldPrice_bin5 $TransactionPerDay_bin5 $TransactionPerDay_bin7 $TransactionFee_bin1) 
