training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.58,1.0,0.27,0.6,0.43,and(!$GTrends_bin4 !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.58,1.0,0.27,0.6,0.43,and(!$HashRate_bin6 !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.58,1.0,0.18,0.57,0.33,and(!$TransactionPerDay_bin0 !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.47,0.62,1.0,0.27,0.57,0.38,and(or(!$MarketCap_bin0 !$MempoolSize_bin4) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.47,0.62,1.0,0.27,0.57,0.38,and(or(!$BlockSize_bin0 !$GTrends_bin4) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.58,1.0,0.27,0.57,0.38,and(or(!$BlockSize_bin0 !$MinningDifficulty_bin0) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.58,1.0,0.27,0.6,0.43,and(or(!$GTrends_bin4 $MempoolCount_bin5) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.47,0.62,1.0,0.27,0.57,0.38,and(or(!$GTrends_bin4 !$TransactionPerDay_bin0) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.58,1.0,0.27,0.57,0.38,and(or(!$HashRate_bin6 !$MempoolCount_bin4) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
0.42,0.58,1.0,0.27,0.6,0.43,and(or(!$HashRate_bin6 $MempoolCount_bin5) !$TransactionFee_bin2 !$TransactionFee_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4) 
