training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.39,0.53,0.91,0.36,0.47,1.0,and(or($GoldPrice_bin4 $HashRate_bin2 $MinningDifficulty_bin1) !$GTrends_bin4) 
0.39,0.54,0.94,0.0,0.17,-1.0,or(and(or($TransactionPerDay_bin1 $TransactionVolume_USD_bin2) !$MarketCap_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3) $MinningDifficulty_bin1) 
0.42,0.55,0.92,0.0,0.17,-1.0,and(or(and(!$TransactionPerDay_bin0 $TransactionVolume_USD_bin2) $MinningDifficulty_bin1 $TransactionPerDay_bin1) !$GTrends_bin4) 
0.45,0.55,0.89,0.0,0.17,-1.0,and(or($MinningDifficulty_bin1 $TransactionPerDay_bin1 $TransactionVolume_USD_bin2) !$GTrends_bin4) 
0.41,0.54,0.93,0.0,0.17,-1.0,or(and(!$MarketCap_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 $TransactionVolume_USD_bin2) $MinningDifficulty_bin1 $TransactionPerDay_bin1) 
0.41,0.54,0.93,0.0,0.17,-1.0,and(or(and(!$TransactionPerDay_bin0 !$TransactionPerDay_bin3 $TransactionVolume_USD_bin2) $MinningDifficulty_bin1 $TransactionPerDay_bin1) !$GTrends_bin4) 
0.41,0.54,0.93,0.0,0.17,-1.0,and(or(and(or($TransactionPerDay_bin1 $TransactionVolume_USD_bin2) !$TransactionPerDay_bin0 !$TransactionPerDay_bin3) $MinningDifficulty_bin1) !$GTrends_bin4) 
0.45,0.56,0.9,0.0,0.17,-1.0,or(and(or($TransactionPerDay_bin1 $TransactionVolume_USD_bin2) !$GTrends_bin4 !$TransactionPerDay_bin3) $MinningDifficulty_bin1) 
0.43,0.55,0.9,0.0,0.17,-1.0,and(or(and(!$TransactionPerDay_bin3 $TransactionVolume_USD_bin2) $MinningDifficulty_bin1 $TransactionPerDay_bin1) !$GTrends_bin4) 
0.43,0.55,0.9,0.0,0.17,-1.0,and(or(and(or($TransactionPerDay_bin1 $TransactionVolume_USD_bin2) !$TransactionPerDay_bin3) $MinningDifficulty_bin1) !$GTrends_bin4) 
