training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.62,1.0,0.3,0.37,0.55,or(and($TransactionFee_bin2 $TransactionVolume_USD_bin1) $TransactionFee_bin1 $TransactionFee_bin5) 
0.61,0.69,0.92,0.35,0.37,0.54,or($TransactionFee_bin1 $TransactionFee_bin2 $TransactionFee_bin5) 
0.39,0.58,1.0,0.2,0.3,0.44,or($TransactionFee_bin1 $TransactionFee_bin5) 
0.61,0.69,0.92,0.65,0.57,0.68,or($TransactionFee_bin1 $TransactionFee_bin2 $TransactionFee_bin5 $TransactionFee_bin6) 
0.61,0.69,0.92,0.35,0.37,0.54,or(and(!$TransactionPerDay_bin9 $TransactionFee_bin2) $TransactionFee_bin1 $TransactionFee_bin5) 
0.78,0.77,0.88,0.8,0.6,0.67,and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin3) 
0.39,0.58,1.0,0.3,0.37,0.55,or($TransactionPerDay_bin9 $TransactionFee_bin1 $TransactionFee_bin5) 
0.39,0.58,1.0,0.5,0.5,0.67,or($TransactionFee_bin1 $TransactionFee_bin5 $TransactionFee_bin6) 
0.39,0.58,1.0,0.4,0.4,0.57,or($TransactionFee_bin1 $TransactionFee_bin5 $TransactionVolume_USD_bin4) 
0.39,0.58,1.0,0.2,0.33,0.5,and(or($TransactionFee_bin1 $TransactionFee_bin5) !$TransactionPerDay_bin9) 
