training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
1.0,0.91,0.71,0.21,0.37,1.0,or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin5) 
1.0,0.91,0.71,0.42,0.53,1.0,or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionPerDay_bin7 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
1.0,0.91,0.71,0.42,0.53,1.0,or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionPerDay_bin8 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
1.0,0.91,0.71,0.42,0.53,1.0,or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2 !$TransactionFee_bin4) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
1.0,0.91,0.71,0.42,0.53,1.0,or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2 !$TransactionFee_bin6) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
1.0,0.91,0.71,0.33,0.47,1.0,and(or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin7) 
1.0,0.91,0.71,0.33,0.47,1.0,and(or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) 
1.0,0.91,0.71,0.42,0.53,1.0,and(or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) !$TransactionFee_bin4) 
1.0,0.91,0.71,0.42,0.53,1.0,or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionPerDay_bin7 !$TransactionFee_bin2 !$TransactionFee_bin6) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
1.0,0.91,0.71,0.29,0.43,1.0,and(or(and(or($TransactionPerDay_bin6 $TransactionFee_bin3 $TransactionVolume_USD_bin4) $MinningDifficulty_bin0 !$TransactionFee_bin2) $BlockSize_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
