training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.64,1.0,0.86,0.63,0.69,or(and($MinningDifficulty_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.47,0.64,1.0,0.86,0.63,0.69,or(and($MinningDifficulty_bin0 !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5 $TransactionFee_bin0) $TransactionVolume_USD_bin1) 
0.47,0.64,1.0,0.86,0.6,0.67,or(and(or($HashRate_bin2 $TransactionFee_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.47,0.64,1.0,0.86,0.6,0.67,or(and(or($MempoolSize_bin1 !$TransactionFee_bin0) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.47,0.64,1.0,0.86,0.6,0.67,or(and(or($MempoolSize_bin1 $TransactionFee_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.58,0.71,1.0,0.86,0.6,0.67,or(and(or($MinningDifficulty_bin0 $TransactionFee_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.79,0.82,0.94,0.86,0.6,0.67,or(and(!$BlockSize_bin2 !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.79,0.82,0.94,0.81,0.57,0.65,and(or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) !$BlockSize_bin2) 
0.42,0.61,1.0,0.86,0.63,0.69,or(and(or($BlockSize_bin1 $GTrends_bin2) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
0.42,0.61,1.0,0.86,0.63,0.69,or(and(or($BlockSize_bin5 $HashRate_bin2) !$TransactionPerDay_bin1 !$TransactionPerDay_bin4 !$TransactionPerDay_bin5) $TransactionVolume_USD_bin1) 
