training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program,experiment_dir
0.71,0.79,1.0,0.3,0.4,0.6,and(or(and(!$BlockSize_bin3 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.76,0.82,1.0,0.3,0.4,0.6,and(or(and(!$HashRate_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.57,0.68,1.0,0.3,0.4,0.6,and(or(and(!$BlockSize_bin3 !$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.62,0.71,1.0,0.3,0.4,0.6,and(or(and(!$HashRate_bin5 !$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.57,0.68,1.0,0.3,0.4,0.6,and(or(and(!$TransactionPerDay_bin2 !$TransactionPerDay_bin6 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.81,0.82,0.94,0.3,0.37,0.55,and(or(and(!$HashRate_bin5 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$TransactionPerDay_bin4) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.76,0.82,1.0,0.2,0.33,0.5,and(or($TransactionPerDay_bin5 $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) !$GTrends_bin3 !$HashRate_bin5 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.62,0.71,1.0,0.2,0.33,0.5,and(or(and(!$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) $TransactionPerDay_bin5 $TransactionPerDay_bin9) !$GTrends_bin3 !$HashRate_bin5 !$TransactionPerDay_bin4 !$TransactionPerDay_bin7) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.81,0.82,0.94,0.2,0.3,0.44,and(or($TransactionPerDay_bin5 $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) !$GTrends_bin3 !$HashRate_bin5 !$TransactionPerDay_bin4) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.57,0.64,0.92,0.05,0.27,0.25,and(!$GTrends_bin3 !$HashRate_bin5 !$TransactionPerDay_bin2 !$TransactionPerDay_bin4 $TransactionVolume_USD_bin0) ,/home/misgana/Desktop/BTCPrediction/MOSES/tmp/month_0_to_12/LA_1/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
