training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.58,0.81,0.94,0.57,0.59,and(or($TransactionPerDay_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) !$MinningDifficulty_bin3 !$TransactionFee_bin3) 
0.41,0.58,0.81,0.94,0.57,0.59,and(or(and(!$MinningDifficulty_bin3 $TransactionVolume_USD_bin1) $TransactionPerDay_bin7 $TransactionVolume_USD_bin4) !$TransactionFee_bin3) 
0.41,0.58,0.81,0.94,0.57,0.59,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) !$MinningDifficulty_bin3) $TransactionPerDay_bin7) !$TransactionFee_bin3) 
0.5,0.63,0.83,0.94,0.57,0.59,and(or($GoldPrice_bin4 $TransactionPerDay_bin7 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) !$MinningDifficulty_bin3 !$TransactionFee_bin3) 
0.5,0.63,0.83,0.94,0.57,0.59,and(or(and(!$MinningDifficulty_bin3 $TransactionVolume_USD_bin1) $GoldPrice_bin4 $TransactionPerDay_bin7 $TransactionVolume_USD_bin4) !$TransactionFee_bin3) 
0.5,0.63,0.83,0.94,0.57,0.59,and(or(and(or($GoldPrice_bin4 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) !$MinningDifficulty_bin3) $TransactionPerDay_bin7) !$TransactionFee_bin3) 
0.41,0.59,0.83,1.0,0.63,0.62,and(or(and($TransactionPerDay_bin7 !$TransactionFee_bin3) and(!$TransactionFee_bin3 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin4) !$GoldPrice_bin6) 
0.47,0.63,0.86,1.0,0.6,0.6,or(and(!$GoldPrice_bin3 $TransactionPerDay_bin7) and(!$GoldPrice_bin6 !$HashRate_bin4 $TransactionVolume_USD_bin1) and(!$MinningDifficulty_bin0 $TransactionPerDay_bin2) $TransactionVolume_USD_bin4) 
0.47,0.63,0.86,1.0,0.63,0.62,and(or(and(!$GoldPrice_bin3 $TransactionPerDay_bin7) and(!$HashRate_bin4 $TransactionVolume_USD_bin1) and(!$MinningDifficulty_bin0 $TransactionPerDay_bin2) $TransactionVolume_USD_bin4) !$GoldPrice_bin6) 
0.5,0.64,0.84,1.0,0.63,0.62,and(or(and(or($GoldPrice_bin4 $TransactionPerDay_bin7) !$TransactionFee_bin3) and(!$TransactionFee_bin3 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin4) !$GoldPrice_bin6) 
