training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.63,0.94,0.58,0.47,0.58,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionPerDay_bin5 !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionPerDay_bin9) 
0.44,0.63,0.94,0.79,0.6,0.65,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionPerDay_bin5 !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionFee_bin6) 
0.44,0.61,0.89,0.47,0.4,0.53,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7) 
0.48,0.64,0.9,0.58,0.47,0.58,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionPerDay_bin9) 
0.48,0.64,0.9,0.79,0.6,0.65,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionFee_bin6) 
0.47,0.63,0.89,0.58,0.47,0.58,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) !$TransactionPerDay_bin5 !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionPerDay_bin9) 
0.47,0.63,0.89,0.79,0.6,0.65,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) !$TransactionPerDay_bin5 !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionFee_bin6) 
0.44,0.63,0.94,0.58,0.47,0.58,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionPerDay_bin5 !$TransactionFee_bin1 !$TransactionFee_bin2) and($TransactionPerDay_bin9 !$TransactionFee_bin0) $MinningDifficulty_bin3 $TransactionPerDay_bin7) 
0.44,0.63,0.94,0.79,0.6,0.65,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionPerDay_bin5 !$TransactionFee_bin1 !$TransactionFee_bin2) and(!$TransactionFee_bin0 $TransactionFee_bin6) $MinningDifficulty_bin3 $TransactionPerDay_bin7) 
0.46,0.63,0.91,0.58,0.47,0.58,or(and(or(and(!$TransactionFee_bin0 $TransactionFee_bin4 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$TransactionFee_bin1 !$TransactionFee_bin2) $MinningDifficulty_bin3 $TransactionPerDay_bin7 $TransactionPerDay_bin9) 
