training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.63,0.75,0.4,0.53,0.55,and(or(and(!$HashRate_bin8 $TransactionFee_bin1) $TransactionFee_bin2 $TransactionVolume_USD_bin4) !$MarketCap_bin2) 
0.43,0.62,0.73,0.6,0.57,0.56,and(or($TransactionFee_bin1 $TransactionFee_bin2 $TransactionVolume_USD_bin4) !$MarketCap_bin2) 
0.41,0.6,0.7,0.27,0.57,0.67,or(and(!$BlockSize_bin7 $MinningDifficulty_bin0) $TransactionFee_bin2) 
0.4,0.6,0.7,0.27,0.6,0.8,and(or($MinningDifficulty_bin0 $TransactionFee_bin2) !$BlockSize_bin7) 
0.42,0.62,0.74,0.47,0.5,0.5,and(or(and(!$MempoolCount_bin5 $TransactionFee_bin1) $TransactionFee_bin2 $TransactionVolume_USD_bin4) !$MarketCap_bin2) 
0.42,0.62,0.74,0.47,0.5,0.5,and(or(and(!$MempoolSize_bin5 $TransactionFee_bin1) $TransactionFee_bin2 $TransactionVolume_USD_bin4) !$MarketCap_bin2) 
0.41,0.61,0.73,0.53,0.57,0.57,and(or(and(!$BlockSize_bin4 $TransactionFee_bin2) $TransactionFee_bin1) !$BlockSize_bin0) 
0.42,0.63,0.75,0.6,0.57,0.56,and(or(and(!$BlockSize_bin2 $TransactionFee_bin1) $TransactionFee_bin2 $TransactionVolume_USD_bin4) !$MarketCap_bin2) 
0.43,0.63,0.75,0.4,0.53,0.55,and(or(!$HashRate_bin8 $TransactionFee_bin2) or($TransactionFee_bin1 $TransactionFee_bin2 $TransactionVolume_USD_bin4) !$MarketCap_bin2) 
0.41,0.6,0.69,0.53,0.53,0.53,and(or($TransactionFee_bin1 $TransactionFee_bin2) !$BlockSize_bin0) 
