training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.62,0.77,1.0,0.37,0.4,0.91,and(or($BlockSize_bin0 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
0.69,0.82,1.0,0.48,0.47,0.87,and(or($GoldPrice_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin6 !$TransactionVolume_USD_bin4) 
0.69,0.82,1.0,0.48,0.47,0.87,and(or($GoldPrice_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
0.54,0.73,1.0,0.41,0.43,0.92,and(or($HashRate_bin4 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
0.62,0.77,1.0,0.44,0.47,0.92,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
0.69,0.82,1.0,0.56,0.53,0.88,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin6 !$TransactionVolume_USD_bin4) $GoldPrice_bin2) 
0.69,0.82,1.0,0.56,0.53,0.88,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) $GoldPrice_bin2) 
0.69,0.82,1.0,0.48,0.47,0.87,and(or($GoldPrice_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin6 !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
0.69,0.82,1.0,0.48,0.47,0.87,and(or(and(!$BlockSize_bin0 $GoldPrice_bin2) $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
0.62,0.77,1.0,0.37,0.4,0.91,and(or(and($BlockSize_bin0 !$GoldPrice_bin2) $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolSize_bin6 !$TransactionVolume_USD_bin4) 
