training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.71,0.83,1.0,0.12,0.2,0.75,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$BlockSize_bin5) 
0.71,0.83,1.0,0.12,0.2,0.75,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$GoldPrice_bin5) 
0.71,0.83,1.0,0.08,0.17,0.67,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$HashRate_bin0) 
0.79,0.88,1.0,0.12,0.2,0.75,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$MempoolCount_bin7) 
0.79,0.88,1.0,0.12,0.2,0.75,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$MempoolSize_bin7) 
0.79,0.88,1.0,0.08,0.17,0.67,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$TransactionPerDay_bin1) 
0.71,0.83,1.0,0.12,0.2,0.75,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$BlockSize_bin5 !$MempoolSize_bin5) 
0.71,0.83,1.0,0.12,0.2,0.75,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$BlockSize_bin5 !$TransactionPerDay_bin6) 
0.71,0.83,1.0,0.04,0.17,1.0,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$HashRate_bin0 !$MempoolSize_bin6) 
0.57,0.75,1.0,0.08,0.17,0.67,and(or(and(!$MempoolCount_bin8 $TransactionFee_bin0) $GTrends_bin0) !$HashRate_bin0 !$MempoolSize_bin8) 
