training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.51,0.7,0.66,1.0,0.67,0.67,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$GoldPrice_bin1) $GoldPrice_bin0 $TransactionFee_bin1) 
0.57,0.72,0.68,0.3,0.47,0.75,and(or(and(or($HashRate_bin1 $TransactionFee_bin1 $TransactionVolume_USD_bin5) !$TransactionFee_bin6) and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0)) !$TransactionPerDay_bin8) 
0.57,0.71,0.66,0.65,0.63,0.76,and(or(and(or($HashRate_bin1 $TransactionFee_bin1 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) $TransactionVolume_USD_bin0) !$TransactionFee_bin6) 
0.51,0.7,0.66,0.8,0.6,0.67,and(or($GoldPrice_bin0 $TransactionFee_bin1 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8 !$TransactionFee_bin6) 
0.51,0.7,0.66,1.0,0.67,0.67,or(and(or($GoldPrice_bin0 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$GoldPrice_bin1) $GoldPrice_bin0 $TransactionFee_bin1) 
0.51,0.7,0.66,1.0,0.67,0.67,or(and(or($HashRate_bin7 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$GoldPrice_bin1) $GoldPrice_bin0 $TransactionFee_bin1) 
0.51,0.7,0.66,1.0,0.67,0.67,or(and(or($TransactionFee_bin1 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8 !$TransactionFee_bin6) $GoldPrice_bin0) 
0.51,0.7,0.66,1.0,0.67,0.67,and(or(and(or($TransactionFee_bin1 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) $GoldPrice_bin0 $TransactionVolume_USD_bin0) !$TransactionFee_bin6) 
0.51,0.7,0.66,1.0,0.67,0.67,or(and(or(and(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin5) !$GoldPrice_bin1) $GoldPrice_bin0 $TransactionFee_bin1) 
0.51,0.7,0.66,1.0,0.67,0.67,or(and(or(and(or($TransactionFee_bin1 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) $TransactionVolume_USD_bin0) !$TransactionFee_bin6) $GoldPrice_bin0) 
