training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.55,0.66,0.75,0.43,0.5,0.46,or(and(or($TransactionFee_bin1 $TransactionFee_bin2) !$MarketCap_bin1) $HashRate_bin1 $MempoolCount_bin7) 
0.4,0.59,0.72,0.43,0.5,0.46,or(and(or($TransactionFee_bin1 $TransactionFee_bin2) !$MarketCap_bin1) $MempoolCount_bin7) 
0.43,0.6,0.72,0.57,0.57,0.53,and(or(and(!$TransactionFee_bin0 !$TransactionFee_bin4 $TransactionVolume_USD_bin0) $HashRate_bin1) !$TransactionPerDay_bin6) 
0.44,0.61,0.74,0.57,0.57,0.53,and(or(and(or($BlockSize_bin1 $TransactionVolume_USD_bin0) !$TransactionFee_bin0) $TransactionFee_bin1) !$GTrends_bin3 !$TransactionPerDay_bin6) 
0.43,0.61,0.73,0.57,0.57,0.53,or(and(!$GoldPrice_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin0 !$TransactionFee_bin4 $TransactionVolume_USD_bin0) $HashRate_bin1) 
0.48,0.62,0.73,0.57,0.57,0.53,and(or(and(or($TransactionFee_bin2 $TransactionVolume_USD_bin0) !$TransactionFee_bin0) $TransactionFee_bin1) !$GTrends_bin3 !$TransactionPerDay_bin6) 
0.44,0.62,0.75,0.57,0.57,0.53,and(or(and(or($BlockSize_bin1 $TransactionVolume_USD_bin0) !$TransactionFee_bin0) and(!$TransactionPerDay_bin8 $TransactionFee_bin1)) !$GTrends_bin3 !$TransactionPerDay_bin6) 
0.43,0.6,0.71,0.57,0.57,0.53,or(and(!$TransactionPerDay_bin6 !$TransactionFee_bin0 !$TransactionFee_bin4 $TransactionVolume_USD_bin0) $HashRate_bin1) 
0.41,0.6,0.72,0.57,0.57,0.53,or(and(!$BlockSize_bin2 !$TransactionPerDay_bin6 !$TransactionFee_bin0 !$TransactionFee_bin4 $TransactionVolume_USD_bin0) $HashRate_bin1) 
0.48,0.63,0.74,0.57,0.57,0.53,and(or(and(or($TransactionFee_bin2 $TransactionVolume_USD_bin0) !$TransactionFee_bin0) and(!$TransactionPerDay_bin8 $TransactionFee_bin1)) !$GTrends_bin3 !$TransactionPerDay_bin6) 
