training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.56,0.93,0.4,0.4,0.4,and(!$GTrends_bin4 !$HashRate_bin4 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.41,0.55,0.93,0.4,0.4,0.4,and(!$GTrends_bin4 !$MempoolCount_bin1 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.41,0.55,0.93,0.4,0.4,0.4,and(!$GTrends_bin4 !$MempoolSize_bin1 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.39,0.54,0.92,0.27,0.43,0.4,and(!$GoldPrice_bin2 !$GTrends_bin4 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.45,0.57,0.9,0.4,0.4,0.4,and(!$GTrends_bin4 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.53,0.61,0.88,0.47,0.43,0.44,and(!$GTrends_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.48,0.59,0.89,0.47,0.43,0.44,and(!$GTrends_bin4 !$MempoolSize_bin1 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.43,0.57,0.91,0.4,0.47,0.46,and(!$GTrends_bin3 !$GTrends_bin4 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) 
0.45,0.58,0.93,0.4,0.33,0.35,or(and(!$GTrends_bin4 !$TransactionFee_bin0 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) $GoldPrice_bin4) 
0.45,0.58,0.93,0.4,0.33,0.35,and(or(and(!$GTrends_bin4 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5) $GoldPrice_bin4) !$TransactionFee_bin0) 
