training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.46,0.64,0.96,0.33,0.6,1.0,and(or($MinningDifficulty_bin5 $TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) 
0.45,0.62,0.96,0.33,0.6,1.0,and(or(and($TransactionFee_bin1 $TransactionVolume_USD_bin2) $TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) 
0.44,0.62,0.96,0.33,0.6,1.0,and(or(and($GTrends_bin3 $TransactionVolume_USD_bin2) $TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) 
0.5,0.65,0.95,0.28,0.57,1.0,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3 !$TransactionPerDay_bin8) 
0.49,0.65,0.95,0.33,0.6,1.0,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) !$HashRate_bin0 !$MinningDifficulty_bin3) 
0.49,0.65,0.95,0.33,0.6,1.0,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3 !$TransactionFee_bin5) 
0.41,0.58,0.89,0.33,0.6,1.0,or($TransactionFee_bin0 $TransactionVolume_USD_bin5) 
0.55,0.68,0.93,0.33,0.6,1.0,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) 
0.4,0.57,0.88,0.0,0.4,-1.0,or($TransactionFee_bin0 $TransactionVolume_USD_bin2) 
0.45,0.62,0.94,0.33,0.6,1.0,or(and(or(and($TransactionFee_bin1 $TransactionVolume_USD_bin2) $TransactionFee_bin0) !$MinningDifficulty_bin3) $TransactionVolume_USD_bin5) 
