training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.49,0.64,0.89,0.0,0.2,-1.0,and(!$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.46,0.63,0.91,0.0,0.2,-1.0,and(or(!$GTrends_bin1 !$HashRate_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.56,0.66,0.85,0.0,0.2,-1.0,and(!$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.45,0.62,0.91,0.0,0.2,-1.0,and(or(!$GTrends_bin1 !$MempoolCount_bin8) !$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.44,0.61,0.91,0.0,0.2,-1.0,and(or(!$GoldPrice_bin0 !$GTrends_bin1) !$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.44,0.61,0.91,0.0,0.2,-1.0,and(or(and(!$GoldPrice_bin2 !$GoldPrice_bin6) $MinningDifficulty_bin3) !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.49,0.64,0.89,0.0,0.2,-1.0,and(!$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 $TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) 
0.49,0.64,0.89,0.0,0.2,-1.0,and(or(!$GoldPrice_bin6 $MinningDifficulty_bin3) !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.43,0.61,0.9,0.0,0.2,-1.0,and(or(!$GTrends_bin1 !$MinningDifficulty_bin3) !$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
0.44,0.62,0.92,0.0,0.2,-1.0,and(or(and(!$GoldPrice_bin2 !$HashRate_bin4) !$GTrends_bin1) !$GoldPrice_bin6 !$MinningDifficulty_bin1 !$MinningDifficulty_bin2 !$TransactionVolume_USD_bin1) 
