training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.9,0.96,1.0,0.38,0.43,0.67,and(or(and(or($BlockSize_bin0 !$GTrends_bin0 !$TransactionFee_bin1) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) and($MempoolCount_bin4 $MempoolSize_bin4) $GoldPrice_bin4) !$BlockSize_bin5) 
0.8,0.93,1.0,0.19,0.33,0.57,and(or(and(or($BlockSize_bin0 !$GTrends_bin0 !$TransactionFee_bin1) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) $MempoolCount_bin4) !$BlockSize_bin5) 
0.8,0.93,1.0,0.19,0.33,0.57,and(or(and(or($BlockSize_bin0 !$GTrends_bin0 !$TransactionFee_bin1) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) $MempoolSize_bin4) !$BlockSize_bin5) 
0.8,0.93,1.0,0.14,0.3,0.5,and(or(and(or($BlockSize_bin0 !$GTrends_bin0) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) and($MempoolCount_bin4 $MempoolSize_bin4)) !$BlockSize_bin5) 
0.8,0.93,1.0,0.24,0.37,0.63,and(or(and(or($BlockSize_bin0 !$GTrends_bin0 !$TransactionFee_bin1) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionVolume_USD_bin1) and($MempoolCount_bin4 $MempoolSize_bin4)) !$BlockSize_bin5) 
0.8,0.93,1.0,0.19,0.33,0.57,and(or(and(or($BlockSize_bin0 !$GTrends_bin0 !$TransactionFee_bin1) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) and($MempoolCount_bin4 $MempoolSize_bin4)) !$BlockSize_bin5) 
0.8,0.93,1.0,0.19,0.33,0.57,and(or(and(or(!$GTrends_bin0 !$TransactionFee_bin1) !$HashRate_bin3 !$MempoolSize_bin5 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) and($MempoolCount_bin4 $MempoolSize_bin4)) !$BlockSize_bin5) 
0.8,0.89,0.89,0.1,0.3,0.5,and(or(and(!$HashRate_bin3 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) $MempoolCount_bin4) !$GoldPrice_bin3 !$MempoolSize_bin3) 
0.8,0.89,0.89,0.1,0.3,0.5,and(or(and(!$HashRate_bin3 !$TransactionPerDay_bin6 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) $MempoolSize_bin4) !$GoldPrice_bin3 !$MempoolSize_bin3) 
0.8,0.89,0.89,0.1,0.3,0.5,and(or(and(!$HashRate_bin3 !$TransactionFee_bin2 !$TransactionFee_bin4 !$TransactionVolume_USD_bin1) and($MempoolCount_bin4 $MempoolSize_bin4)) !$GoldPrice_bin3 !$MempoolSize_bin3) 
