Date,EstimatedTransactionVolUSD
2019-12-12,1259580435.1801
2019-12-13,910737705.988904
2019-12-14,455496983.970829
2019-12-15,331461605.786852
2019-12-16,880428472.303217
2019-12-17,1699726138.74945
2019-12-18,1653840922.56698
2019-12-19,1185600661.7481
2019-12-20,1192218774.49197
2019-12-21,484021776.662792
2019-12-22,409093776.778714
2019-12-23,1144871677.88131
2019-12-24,770512475.798006
2019-12-25,863528900.789981
2019-12-26,783721256.337016
2019-12-27,847107991.825459
2019-12-28,480834303.778861
2019-12-29,381265550.855148
2019-12-30,956242180.526399
2019-12-31,854423855.553621
2020-01-01,278141981.965149
2020-01-02,692062815.85965
2020-01-03,1721171458.46213
2020-01-04,623052159.06369
2020-01-05,355303880.322097
2020-01-06,962060777.656326
2020-01-07,1122651351.86172
2020-01-08,1185786689.98009
2020-01-09,1557053628.83293
2020-01-10,1280612805.31253
2020-01-11,512234137.659831
2020-01-12,451843048.807346
2020-01-13,881745942.082351
2020-01-14,2900956206.90936
2020-01-15,2458672964.83804
2020-01-16,1325748763.69605
2020-01-17,1542090152.48638
2020-01-18,691951125.418206
2020-01-19,604108398.922501
2020-01-20,1265736839.76223
2020-01-21,897029394.970128
2020-01-22,1252987750.19963
2020-01-23,1402766346.47978
2020-01-24,983478887.090753
2020-01-25,372513968.74356
2020-01-26,375372746.97924
2020-01-27,810082885.566639
2020-01-28,1052472169.00964
2020-01-29,1212895193.80549
2020-01-30,1703649922.19753
2020-01-31,2215319754.1268
2020-02-01,994556670.98025
2020-02-02,610013826.84455
2020-02-03,3506998581.29517
2020-02-04,980532522.850602
2020-02-05,1182655805.23487
2020-02-06,3323586288.2882
2020-02-07,1803840353.46757
2020-02-08,1443920309.06251
2020-02-09,744577606.607648
2020-02-10,1655558310.37745
2020-02-11,2306736286.50665
2020-02-12,1870288291.39479
2020-02-13,1903943551.24095
2020-02-14,1546031520.68268
2020-02-15,1109593958.57004
2020-02-16,1638768688.21711
2020-02-17,2253057178.21877
2020-02-18,1513418378.62798
2020-02-19,1880304367.67908
