Date,dates_count1
9/2/2019,681981
9/3/2019,3461635
9/4/2019,7246239
9/5/2019,9629437
9/6/2019,4714521
9/7/2019,881367
9/8/2019,607287
9/9/2019,510150.5
9/10/2019,848821
9/11/2019,340938.75
9/12/2019,490584
9/13/2019,8544695
9/14/2019,712373
9/15/2019,6459592
9/16/2019,3822273
9/17/2019,1533970
9/18/2019,599763
9/19/2019,890559.5
9/20/2019,583426.75
9/21/2019,1333993.5
9/22/2019,2286440.5
9/23/2019,12772822
9/24/2019,4241184
9/25/2019,2614438.5
9/26/2019,544013.5
9/27/2019,1531331.5
9/28/2019,979654.75
9/29/2019,1082072.5
9/30/2019,16914165
10/1/2019,7059096
10/2/2019,2283403.5
10/3/2019,2775804.5
10/4/2019,471509.5
10/5/2019,183974.5
10/6/2019,530503
10/7/2019,1144808.5
10/8/2019,518347
10/9/2019,10690622.5
10/10/2019,517409
10/11/2019,3045631.5
10/12/2019,2948810.5
10/13/2019,1173754
10/14/2019,1018006.5
10/15/2019,1459308.5
10/16/2019,1663643.5
10/17/2019,5183568
10/18/2019,6888045.5
10/19/2019,525860.5
10/20/2019,348027.5
10/21/2019,1866329
10/22/2019,448591
10/23/2019,464446
10/24/2019,4057927.5
10/25/2019,10468349
10/26/2019,13871333.5
10/27/2019,6465638
10/28/2019,3918942
10/29/2019,2849802.5
10/30/2019,1364795.5
10/31/2019,691983
11/1/2019,9678920.5
11/2/2019,2534901.5
11/3/2019,1686052
11/4/2019,8613803
11/5/2019,9451640
11/6/2019,6878901
11/7/2019,1127321.5
11/8/2019,2285400.5
11/9/2019,889603
11/10/2019,2568147
11/11/2019,2031080.5
11/12/2019,7239274
11/13/2019,6986058
11/14/2019,1519944.5
11/15/2019,87481352
11/16/2019,66426055.5
11/17/2019,36091999
11/18/2019,326006.5
11/19/2019,7909316
11/20/2019,2067907.5
11/21/2019,6814629
11/22/2019,8096826
11/23/2019,1260597
11/24/2019,314141
11/25/2019,1042975
11/26/2019,19864246.5
11/27/2019,4838058.5
11/28/2019,2096804
11/29/2019,16963433
11/30/2019,3782676
12/1/2019,2957325.5
12/2/2019,664764.5
12/3/2019,1898903
12/4/2019,324100
12/5/2019,1649870.5
12/6/2019,1495699.25
12/7/2019,332335
12/8/2019,689231
12/9/2019,5978010
12/10/2019,2470068
12/11/2019,2988233
12/12/2019,1437421
12/13/2019,327449
12/14/2019,513159
12/15/2019,6822903.25
12/16/2019,2283951.5
12/17/2019,13580888
12/18/2019,3558080
12/19/2019,2006493.5
12/20/2019,1520969
12/21/2019,283351
12/22/2019,830978
12/23/2019,1610316.75
12/24/2019,1898383
12/25/2019,2281174
12/26/2019,876252
12/27/2019,2002055.5
12/28/2019,681413
12/29/2019,733298
12/30/2019,315633
12/31/2019,1799333.5
1/1/2020,746562
1/2/2020,1576360.5
1/3/2020,2951201.5
1/4/2020,3342832.5
1/5/2020,984234.5
1/6/2020,711890
1/7/2020,772281.5
1/8/2020,397634
1/9/2020,761127.75
1/10/2020,2427274.5
1/11/2020,847544
1/12/2020,949990.5
1/13/2020,2320624.5
1/14/2020,825298.5
1/15/2020,1444239
1/16/2020,891584.5
1/17/2020,347453.5
1/18/2020,4113188.75
1/19/2020,3635325.5
1/20/2020,358711.5
1/21/2020,4971666.5
1/22/2020,755616
1/23/2020,507988.5
1/24/2020,1366768
1/25/2020,224066.5
1/26/2020,216221
1/27/2020,6808692.25
1/28/2020,756267.5
1/29/2020,5326151
1/30/2020,7461704.5
1/31/2020,1686314.5
2/1/2020,694688
2/2/2020,315017
2/3/2020,457319.5
2/4/2020,3782658
2/5/2020,2684693
2/6/2020,27377256.5
2/7/2020,16387117.5
2/8/2020,522876
2/9/2020,1412242.5
2/10/2020,1832352
2/11/2020,3653691
2/12/2020,1166839.5
2/13/2020,4419061.25
2/14/2020,15082296.5
2/15/2020,2845411.5
2/16/2020,3293693.5
2/17/2020,3984465
2/18/2020,1818959
2/19/2020,622695
