Date,Price,Open,High,Low
7/23/2009,954.5,954.2,954.2,949.8
7/24/2009,952.8,950.3,952.8,950.3
7/25/2009,953.3,955.1,957.1,953.9
7/26/2009,953.3,955.1,957.1,953.9
7/27/2009,953.3,955.1,957.1,953.9
7/28/2009,939,949.5,949.5,937.5
7/29/2009,927.2,927.2,927.2,927.2
7/30/2009,934.9,929.2,937,928.4
7/31/2009,953.7,934.4,958.1,932
8/1/2009,956.6,952.6,964,952.4
8/2/2009,956.6,952.6,964,952.4
8/3/2009,956.6,952.6,964,952.4
8/4/2009,967.5,956.6,969.5,950.8
8/5/2009,964.2,967.6,968.1,959.8
8/6/2009,960.7,964.1,971.1,956.5
8/7/2009,957.3,964.3,964.3,954.6
8/8/2009,945,955,956.1,943.5
8/9/2009,945,955,956.1,943.5
8/10/2009,945,955,956.1,943.5
8/11/2009,945.8,947.2,949.7,943.1
8/12/2009,950.7,947.5,951.5,943
8/13/2009,954.7,952.6,960.1,952.3
8/14/2009,947,957.4,957.4,942.1
8/15/2009,934.3,947.4,947.4,931.5
8/16/2009,934.3,947.4,947.4,931.5
8/17/2009,934.3,947.4,947.4,931.5
8/18/2009,937.7,938.6,938.6,935.5
8/19/2009,943.3,941.8,944.9,933.4
8/20/2009,940.3,942.9,945.7,940.1
8/21/2009,953.2,957,957.6,952.6
8/22/2009,942.3,953.5,956.9,941.3
8/23/2009,942.3,953.5,956.9,941.3
8/24/2009,942.3,953.5,956.9,941.3
8/25/2009,944.5,946.3,954.5,943.5
8/26/2009,944.3,947.5,947.9,940.3
8/27/2009,945.5,944.2,949.4,942.9
8/28/2009,957,949.3,962.2,948.1
8/29/2009,951.7,959.5,959.5,944.8
8/30/2009,951.7,959.5,959.5,944.8
8/31/2009,951.7,959.5,959.5,944.8
9/1/2009,954.7,954.2,956.5,948.7
9/2/2009,976.6,954,978.8,954
9/3/2009,995.8,978.1,993.8,978.1
9/4/2009,994.9,992.6,995,985.5
9/5/2009,997.9,997.7,1006.9,993.2
9/6/2009,997.9,997.7,1006.9,993.2
9/7/2009,997.9,997.7,1006.9,993.2
9/8/2009,997.9,997.7,1006.9,993.2
9/9/2009,995.3,1002,1002.8,988.8
9/10/2009,995.4,996.2,997.2,987.3
9/11/2009,1004.9,999.7,1011.9,999.7
9/12/2009,999.9,1002.9,1003.8,998.5
9/13/2009,999.9,1002.9,1003.8,998.5
9/14/2009,999.9,1002.9,1003.8,998.5
9/15/2009,1005,998,1008,994.9
9/16/2009,1018.9,1014.7,1019.8,1014.7
9/17/2009,1012.3,1017.2,1019.5,1011.6
9/18/2009,1009.2,1013.9,1017.6,1009.5
9/19/2009,1003.7,1003.7,1003.7,998
9/20/2009,1003.7,1003.7,1003.7,998
9/21/2009,1003.7,1003.7,1003.7,998
9/22/2009,1014.2,1011.5,1019.4,1011.5
9/23/2009,1013,1014.4,1015.2,1008.2
9/24/2009,997.5,1015,1015,993.9
9/25/2009,990.2,997.3,997.4,986.7
9/26/2009,992.5,993.2,993.2,991.4
9/27/2009,992.5,993.2,993.2,991.4
9/28/2009,992.5,993.2,993.2,991.4
9/29/2009,993.1,990.5,995.7,984.7
9/30/2009,1008,992.5,1009,992.5
10/1/2009,999.5,1007.4,1008.8,998
10/2/2009,1003.2,998.8,1007.3,986.8
10/3/2009,1016.7,1004.1,1017.6,1003
10/4/2009,1016.7,1004.1,1017.6,1003
10/5/2009,1016.7,1004.1,1017.6,1003
10/6/2009,1038.6,1019.5,1043.8,1018.3
10/7/2009,1043.3,1038.3,1048.2,1038.3
10/8/2009,1055.4,1045.8,1060.4,1045.1
10/9/2009,1047.8,1049.3,1051.5,1044
10/10/2009,1056.7,1049,1058.4,1049
10/11/2009,1056.7,1049,1058.4,1049
10/12/2009,1056.7,1049,1058.4,1049
10/13/2009,1064.2,1064,1068.4,1056.5
10/14/2009,1063.9,1064,1070.2,1057.6
10/15/2009,1049.8,1062.2,1062.2,1048
10/16/2009,1050.7,1051.5,1056.2,1043.7
10/17/2009,1057.3,1053.6,1061.2,1049.2
10/18/2009,1057.3,1053.6,1061.2,1049.2
10/19/2009,1057.3,1053.6,1061.2,1049.2
10/20/2009,1057.8,1065.5,1066.2,1054
10/21/2009,1063.7,1053.7,1064,1047.5
10/22/2009,1057.8,1061.2,1061.2,1051.5
10/23/2009,1055.6,1063.8,1065.9,1050.2
10/24/2009,1042.1,1055.6,1055.6,1039.9
10/25/2009,1042.1,1055.6,1055.6,1039.9
10/26/2009,1042.1,1055.6,1055.6,1039.9
10/27/2009,1034.7,1039.5,1042.1,1035.5
10/28/2009,1029.9,1042.1,1042.1,1028
10/29/2009,1046.4,1035.2,1047.3,1032.4
10/30/2009,1039.7,1045.5,1045.8,1035.6
10/31/2009,1053.4,1043.5,1061.8,1043.5
11/1/2009,1053.4,1043.5,1061.8,1043.5
11/2/2009,1053.4,1043.5,1061.8,1043.5
11/3/2009,1084.3,1063.6,1087,1056.8
11/4/2009,1086.7,1082.2,1097.4,1082.2
11/5/2009,1088.7,1086,1092.3,1086
11/6/2009,1095.1,1092.5,1100,1090.2
11/7/2009,1100.8,1098.6,1109.3,1098.6
11/8/2009,1100.8,1098.6,1109.3,1098.6
11/9/2009,1100.8,1098.6,1109.3,1098.6
11/10/2009,1101.9,1100.9,1108.6,1098.2
11/11/2009,1114,1106.3,1117.6,1106.3
11/12/2009,1106,1121.3,1121.3,1104.3
11/13/2009,1116.1,1105,1118.2,1105
11/14/2009,1138.6,1136.5,1149.4,1136.5
11/15/2009,1138.6,1136.5,1149.4,1136.5
11/16/2009,1138.6,1136.5,1149.4,1136.5
11/17/2009,1138.8,1131.3,1140.4,1131.3
11/18/2009,1140.7,1136.5,1149.4,1136.5
11/19/2009,1141.4,1143,1144.8,1135.5
11/20/2009,1146.4,1144.9,1144.9,1137.3
11/21/2009,1164.3,1164.3,1164.3,1164.3
11/22/2009,1164.3,1164.3,1164.3,1164.3
11/23/2009,1164.3,1164.3,1164.3,1164.3
11/24/2009,1165.5,1168.7,1169.8,1167.5
11/25/2009,1186.9,1186.9,1186.9,1186.9
11/26/2009,1174.2,1192.8,1195,1130.1
11/27/2009,1174.2,1192.8,1195,1130.1
11/28/2009,1181.1,1179.9,1183.7,1163.7
11/29/2009,1181.1,1179.9,1183.7,1163.7
11/30/2009,1181.1,1179.9,1183.7,1163.7
12/1/2009,1199.1,1181,1202.7,1176
12/2/2009,1212,1196.4,1217.3,1196.4
12/3/2009,1217.4,1218,1226.4,1204.6
12/4/2009,1168.8,1207.8,1211.2,1147
12/5/2009,1163.4,1157.6,1165.5,1136.3
12/6/2009,1163.4,1157.6,1165.5,1136.3
12/7/2009,1163.4,1157.6,1165.5,1136.3
12/8/2009,1142.8,1159.5,1169.3,1125.3
12/9/2009,1120.4,1130.3,1147,1116.5
12/10/2009,1125.7,1131.5,1134.8,1122.2
12/11/2009,1119.4,1132.7,1141.4,1110.8
12/12/2009,1123.3,1114.5,1127.5,1114.5
12/13/2009,1123.3,1114.5,1127.5,1114.5
12/14/2009,1123.3,1114.5,1127.5,1114.5
12/15/2009,1122.4,1127.9,1128.6,1111.9
12/16/2009,1135.5,1125.7,1140,1122.4
12/17/2009,1106.8,1141.5,1141.5,1095.7
12/18/2009,1110.8,1098,1115.2,1097.8
12/19/2009,1095.4,1115.5,1119.2,1090.8
12/20/2009,1095.4,1115.5,1119.2,1090.8
12/21/2009,1095.4,1115.5,1119.2,1090.8
12/22/2009,1086,1094.4,1097.4,1075
12/23/2009,1093.3,1086.2,1094.6,1080
12/24/2009,1104.1,1092,1105.3,1092
12/25/2009,1107.2,1111.8,1111.9,1102.8
12/26/2009,1107.2,1111.8,1111.9,1102.8
12/27/2009,1107.2,1111.8,1111.9,1102.8
12/28/2009,1107.2,1111.8,1111.9,1102.8
12/29/2009,1097,1105,1105.2,1097.6
12/30/2009,1091.5,1096.5,1097.1,1086
12/31/2009,1095.2,1094,1106.1,1094
1/1/2010,1117.7,1097.1,1122.3,1097.1
1/2/2010,1117.7,1097.1,1122.3,1097.1
1/3/2010,1117.7,1097.1,1122.3,1097.1
1/4/2010,1117.7,1097.1,1122.3,1097.1
1/5/2010,1118.1,1122,1126.5,1115
1/6/2010,1135.9,1120.7,1139.2,1120.7
1/7/2010,1133.1,1132.1,1133,1129.2
1/8/2010,1138.2,1124.9,1136.9,1122.7
1/9/2010,1150.7,1143,1161.2,1143
1/10/2010,1150.7,1143,1161.2,1143
1/11/2010,1150.7,1143,1161.2,1143
1/12/2010,1128.9,1155,1157.2,1127.2
1/13/2010,1136.4,1128.1,1136.4,1121
1/14/2010,1142.6,1137,1145.9,1132.8
1/15/2010,1130.1,1132.8,1133.4,1127.2
1/16/2010,1139.7,1131.1,1138.4,1130.5
1/17/2010,1139.7,1131.1,1138.4,1130.5
1/18/2010,1139.7,1131.1,1138.4,1130.5
1/19/2010,1139.7,1131.1,1138.4,1130.5
1/20/2010,1112.3,1133,1133,1109.8
1/21/2010,1102.7,1104.8,1107.5,1089.8
1/22/2010,1089.2,1091.4,1095.4,1083
1/23/2010,1095.2,1100.4,1100.4,1095.4
1/24/2010,1095.2,1100.4,1100.4,1095.4
1/25/2010,1095.2,1100.4,1100.4,1095.4
1/26/2010,1097.9,1094.7,1094.7,1093
1/27/2010,1084.4,1094.4,1094.4,1091
1/28/2010,1083.6,1087.8,1095.7,1073.2
1/29/2010,1083,1085,1090.8,1074.5
1/30/2010,1104.3,1081,1107.3,1076.8
1/31/2010,1104.3,1081,1107.3,1076.8
2/1/2010,1104.3,1081,1107.3,1076.8
2/2/2010,1117.4,1106.8,1118.5,1100.2
2/3/2010,1111.4,1115.8,1124.9,1108.6
2/4/2010,1062.4,1110,1110.7,1059
2/5/2010,1052.2,1068.3,1068.5,1045.2
2/6/2010,1065.7,1067.5,1073.4,1061.6
2/7/2010,1065.7,1067.5,1073.4,1061.6
2/8/2010,1065.7,1067.5,1073.4,1061.6
2/9/2010,1076.7,1063.4,1082,1063.1
2/10/2010,1075.8,1078,1081.1,1063.3
2/11/2010,1094.2,1076.8,1097.1,1075.6
2/12/2010,1089.5,1089.6,1092,1079.8
2/13/2010,1119.3,1094.8,1120.4,1092.4
2/14/2010,1119.3,1094.8,1120.4,1092.4
2/15/2010,1119.3,1094.8,1120.4,1092.4
2/16/2010,1119.3,1094.8,1120.4,1092.4
2/17/2010,1119.5,1116.4,1127,1108.5
2/18/2010,1118,1104.5,1123.7,1100.8
2/19/2010,1121.3,1107.3,1126.2,1099.7
2/20/2010,1112.6,1123.4,1127.4,1110
2/21/2010,1112.6,1123.4,1127.4,1110
2/22/2010,1112.6,1123.4,1127.4,1110
2/23/2010,1102.7,1116.4,1118.3,1102.6
2/24/2010,1096.5,1106.2,1106.3,1091.9
2/25/2010,1107.8,1100.6,1108.2,1088.7
2/26/2010,1118.3,1106.8,1118.2,1106.8
2/27/2010,1117.8,1119.3,1121.9,1113.6
2/28/2010,1117.8,1119.3,1121.9,1113.6
3/1/2010,1117.8,1119.3,1121.9,1113.6
3/2/2010,1136.9,1117.7,1137.4,1115.7
3/3/2010,1142.7,1133.7,1145,1133.7
3/4/2010,1132.6,1134.7,1139,1128.6
3/5/2010,1134.8,1131.3,1139.7,1128
3/6/2010,1123.6,1134.6,1136.3,1119.3
3/7/2010,1123.6,1134.6,1136.3,1119.3
3/8/2010,1123.6,1134.6,1136.3,1119.3
3/9/2010,1122,1123.2,1124,1113.1
3/10/2010,1107.8,1127.1,1127.1,1106.9
3/11/2010,1108,1107.5,1109,1101.2
3/12/2010,1101.5,1117.4,1117.4,1099.9
3/13/2010,1105.1,1104.2,1107.1,1101.4
3/14/2010,1105.1,1104.2,1107.1,1101.4
3/15/2010,1105.1,1104.2,1107.1,1101.4
3/16/2010,1122.2,1114.5,1127,1114.5
3/17/2010,1124,1127.8,1131.4,1118
3/18/2010,1127.4,1121.1,1127.8,1121.1
3/19/2010,1107.4,1124.2,1124.2,1104.2
3/20/2010,1099.3,1102.1,1102.4,1094.8
3/21/2010,1099.3,1102.1,1102.4,1094.8
3/22/2010,1099.3,1102.1,1102.4,1094.8
3/23/2010,1103.5,1094.8,1104.7,1094.8
3/24/2010,1088.6,1092.4,1092.4,1085.5
3/25/2010,1092.7,1092.4,1092.4,1085.5
3/26/2010,1104.2,1098.4,1098.4,1092.3
3/27/2010,1110.3,1110.7,1110.7,1109.4
3/28/2010,1110.3,1110.7,1110.7,1109.4
3/29/2010,1110.3,1110.7,1110.7,1109.4
3/30/2010,1104.5,1109.7,1112.9,1101.1
3/31/2010,1113.3,1103.1,1118.7,1102
4/1/2010,1125.1,1112.9,1127.7,1111.3
4/2/2010,1132.9,1122.3,1133.3,1119.9
4/3/2010,1132.9,1122.3,1133.3,1119.9
4/4/2010,1132.9,1122.3,1133.3,1119.9
4/5/2010,1132.9,1122.3,1133.3,1119.9
4/6/2010,1135.1,1130.8,1138.5,1122.7
4/7/2010,1152.3,1135.8,1153,1132.6
4/8/2010,1152.2,1146.4,1152.3,1144
4/9/2010,1161.1,1150.7,1164.8,1150.5
4/10/2010,1161.6,1168.5,1169,1154.6
4/11/2010,1161.6,1168.5,1169,1154.6
4/12/2010,1161.6,1168.5,1169,1154.6
4/13/2010,1152.8,1155.5,1157,1145
4/14/2010,1159,1151.2,1160.6,1151.2
4/15/2010,1159.7,1157.5,1159.8,1151
4/16/2010,1136.3,1159.6,1160,1130.4
4/17/2010,1135.2,1133.9,1137.1,1124
4/18/2010,1135.2,1133.9,1137.1,1124
4/19/2010,1135.2,1133.9,1137.1,1124
4/20/2010,1138.6,1136.4,1145.8,1136
4/21/2010,1148.2,1142.6,1150,1138.4
4/22/2010,1142.3,1144,1144,1133.6
4/23/2010,1153.1,1139.5,1154.6,1139.1
4/24/2010,1153.5,1160.1,1160.1,1151.4
4/25/2010,1153.5,1160.1,1160.1,1151.4
4/26/2010,1153.5,1160.1,1160.1,1151.4
4/27/2010,1161.7,1152.8,1170.7,1148.6
4/28/2010,1171.3,1166.2,1173.9,1161.1
4/29/2010,1168.4,1166.8,1171.2,1164
4/30/2010,1180.1,1170,1181.3,1170
5/1/2010,1182.7,1178.6,1187.5,1177.3
5/2/2010,1182.7,1178.6,1187.5,1177.3
5/3/2010,1182.7,1178.6,1187.5,1177.3
5/4/2010,1168.6,1181,1191.8,1168.3
5/5/2010,1174.6,1167.5,1177.2,1159.2
5/6/2010,1196.9,1175.9,1210.6,1175.9
5/7/2010,1210,1205,1210.8,1194.6
5/8/2010,1200.4,1202,1203.8,1189.2
5/9/2010,1200.4,1202,1203.8,1189.2
5/10/2010,1200.4,1202,1203.8,1189.2
5/11/2010,1219.9,1204.2,1233.5,1201.5
5/12/2010,1242.7,1230.6,1246.5,1227.1
5/13/2010,1228.8,1235.3,1240,1228.7
5/14/2010,1227.4,1236.2,1246.2,1217.5
5/15/2010,1227.7,1233.3,1235.9,1225.2
5/16/2010,1227.7,1233.3,1235.9,1225.2
5/17/2010,1227.7,1233.3,1235.9,1225.2
5/18/2010,1214.3,1214.1,1216.8,1208.2
5/19/2010,1192.6,1224.1,1226.8,1191.2
5/20/2010,1187.8,1179.5,1191.8,1179.4
5/21/2010,1175.7,1182.4,1182.4,1177
5/22/2010,1193.8,1184,1191.8,1184
5/23/2010,1193.8,1184,1191.8,1184
5/24/2010,1193.8,1184,1191.8,1184
5/25/2010,1197.8,1195.6,1200,1192.1
5/26/2010,1213.3,1213.3,1213.3,1213.3
5/27/2010,1211.9,1211.7,1218.5,1205.4
5/28/2010,1212.2,1210.4,1214.8,1201.1
5/29/2010,1224.8,1217,1228.2,1209.3
5/30/2010,1224.8,1217,1228.2,1209.3
5/31/2010,1224.8,1217,1228.2,1209.3
6/1/2010,1224.8,1217,1228.2,1209.3
6/2/2010,1220.6,1224.9,1226.2,1213
6/3/2010,1208.3,1223.7,1224.2,1201
6/4/2010,1216.2,1207.6,1220.4,1196.9
6/5/2010,1239.3,1220.4,1244.7,1211
6/6/2010,1239.3,1220.4,1244.7,1211
6/7/2010,1239.3,1220.4,1244.7,1211
6/8/2010,1244,1241.5,1252.1,1234.1
6/9/2010,1228.5,1237,1238.2,1222
6/10/2010,1220.8,1232.8,1233.5,1215.1
6/11/2010,1228.9,1219.5,1229.6,1218
6/12/2010,1223.3,1230.2,1232.7,1217.7
6/13/2010,1223.3,1230.2,1232.7,1217.7
6/14/2010,1223.3,1230.2,1232.7,1217.7
6/15/2010,1233.2,1222.6,1236,1222.4
6/16/2010,1229.3,1232,1237.6,1228.5
6/17/2010,1247.5,1233.9,1251.1,1233.9
6/18/2010,1257.2,1247.7,1261.5,1242.9
6/19/2010,1239.7,1257.4,1264.8,1232
6/20/2010,1239.7,1257.4,1264.8,1232
6/21/2010,1239.7,1257.4,1264.8,1232
6/22/2010,1239.9,1239.5,1242.8,1232.1
6/23/2010,1234.1,1240.2,1245.1,1226.9
6/24/2010,1245.5,1236.4,1248.1,1230.7
6/25/2010,1255.8,1246.7,1256.9,1243.7
6/26/2010,1238.2,1254.5,1262,1238
6/27/2010,1238.2,1254.5,1262,1238
6/28/2010,1238.2,1254.5,1262,1238
6/29/2010,1242,1239.4,1245,1228.5
6/30/2010,1245.5,1244.2,1246.2,1236.7
7/1/2010,1206.3,1241.7,1242.4,1204.2
7/2/2010,1207.4,1201.4,1211.6,1200.8
7/3/2010,1194.8,1207.3,1211.8,1190.5
7/4/2010,1194.8,1207.3,1211.8,1190.5
7/5/2010,1194.8,1207.3,1211.8,1190.5
7/6/2010,1194.8,1207.3,1211.8,1190.5
7/7/2010,1198.6,1185.8,1198.7,1185.3
7/8/2010,1195.8,1203.3,1203.3,1189.3
7/9/2010,1209.6,1199.2,1213,1195
7/10/2010,1198.5,1206.2,1206.2,1204
7/11/2010,1198.5,1206.2,1206.2,1204
7/12/2010,1198.5,1206.2,1206.2,1204
7/13/2010,1213.3,1205.2,1217.4,1205.2
7/14/2010,1206.8,1212,1213.8,1202.4
7/15/2010,1208.1,1213.2,1213.2,1208.4
7/16/2010,1188,1200.9,1201,1186.7
7/17/2010,1181.7,1182.2,1182.2,1180
7/18/2010,1181.7,1182.2,1182.2,1180
7/19/2010,1181.7,1182.2,1182.2,1180
7/20/2010,1191.5,1183.2,1191.6,1181.5
7/21/2010,1191.6,1190.7,1194.5,1184.1
7/22/2010,1195.5,1194.4,1196,1194.4
7/23/2010,1187.7,1193.7,1198.6,1188
7/24/2010,1183,1192.6,1192.6,1182.2
7/25/2010,1183,1192.6,1192.6,1182.2
7/26/2010,1183,1192.6,1192.6,1182.2
7/27/2010,1158,1174,1174.2,1162.7
7/28/2010,1160.4,1159.8,1159.8,1159.8
7/29/2010,1168.4,1163.8,1169.2,1158.7
7/30/2010,1181.7,1168.2,1183.1,1165.8
7/31/2010,1183.4,1181.8,1191.8,1174.7
8/1/2010,1183.4,1181.8,1191.8,1174.7
8/2/2010,1183.4,1181.8,1191.8,1174.7
8/3/2010,1185.2,1183.8,1190.5,1180
8/4/2010,1193.7,1186.3,1203,1186.3
8/5/2010,1197.2,1194.3,1199.5,1190
8/6/2010,1203.4,1195.4,1211,1195.3
8/7/2010,1200.7,1205.8,1209.6,1199.8
8/8/2010,1200.7,1205.8,1209.6,1199.8
8/9/2010,1200.7,1205.8,1209.6,1199.8
8/10/2010,1196.2,1200.5,1206.5,1191
8/11/2010,1197.5,1202.8,1208,1193
8/12/2010,1214.8,1200.5,1215.5,1199
8/13/2010,1214.9,1212.8,1216,1212.5
8/14/2010,1224.5,1218,1225.4,1218
8/15/2010,1224.5,1218,1225.4,1218
8/16/2010,1224.5,1218,1225.4,1218
8/17/2010,1226.6,1227.4,1227.4,1224
8/18/2010,1229.7,1226,1231.6,1218
8/19/2010,1233.8,1229.6,1237.6,1228.8
8/20/2010,1227.2,1232.5,1232.8,1223
8/21/2010,1226.9,1228.9,1228.9,1222.9
8/22/2010,1226.9,1228.9,1228.9,1222.9
8/23/2010,1226.9,1228.9,1228.9,1222.9
8/24/2010,1231.8,1223,1234,1211.5
8/25/2010,1239.5,1230.7,1240.7,1230.7
8/26/2010,1235.4,1240.9,1243.3,1235
8/27/2010,1236,1235.7,1241.9,1234.8
8/28/2010,1237.1,1237.1,1237.9,1234
8/29/2010,1237.1,1237.1,1237.9,1234
8/30/2010,1237.1,1237.1,1237.9,1234
8/31/2010,1248.3,1237.1,1249.4,1233
9/1/2010,1246.3,1252.3,1254.3,1243.6
9/2/2010,1251.5,1247.1,1252.5,1246.9
9/3/2010,1249.2,1240,1247.4,1240
9/4/2010,1257.3,1256.1,1258,1248.9
9/5/2010,1257.3,1256.1,1258,1248.9
9/6/2010,1257.3,1256.1,1258,1248.9
9/7/2010,1257.3,1256.1,1258,1248.9
9/8/2010,1255.6,1260.2,1260.2,1254.7
9/9/2010,1248.9,1253.9,1256.4,1244.1
9/10/2010,1244.5,1239,1249.6,1239
9/11/2010,1245.1,1242.6,1247,1242.6
9/12/2010,1245.1,1242.6,1247,1242.6
9/13/2010,1245.1,1242.6,1247,1242.6
9/14/2010,1269.7,1253.8,1272.4,1253.4
9/15/2010,1266.7,1268.4,1269.8,1263.5
9/16/2010,1271.9,1268.7,1275.2,1266.6
9/17/2010,1275.6,1275.8,1279.6,1273.8
9/18/2010,1279,1281.7,1282,1279.3
9/19/2010,1279,1281.7,1282,1279.3
9/20/2010,1279,1281.7,1282,1279.3
9/21/2010,1272.4,1278.2,1289.8,1271.8
9/22/2010,1290.2,1293.5,1294.5,1288.5
9/23/2010,1294.3,1289.4,1294.2,1289.4
9/24/2010,1296,1296.8,1297.4,1294.2
9/25/2010,1296.7,1297.8,1297.9,1296.3
9/26/2010,1296.7,1297.8,1297.9,1296.3
9/27/2010,1296.7,1297.8,1297.9,1296.3
9/28/2010,1306.6,1287.5,1308.6,1287.5
9/29/2010,1308.5,1309.4,1312.5,1305
9/30/2010,1307.8,1307.2,1315.2,1295.7
10/1/2010,1316.1,1309,1320,1309
10/2/2010,1315.4,1318.3,1319.1,1312
10/3/2010,1315.4,1318.3,1319.1,1312
10/4/2010,1315.4,1318.3,1319.1,1312
10/5/2010,1338.9,1312.9,1341.1,1312.9
10/6/2010,1346.4,1339.1,1349,1339
10/7/2010,1333.9,1347.9,1363.2,1325.7
10/8/2010,1344.2,1333.5,1348.4,1325
10/9/2010,1353.3,1346.7,1353.7,1344
10/10/2010,1353.3,1346.7,1353.7,1344
10/11/2010,1353.3,1346.7,1353.7,1344
10/12/2010,1345.7,1346.9,1352.2,1343.6
10/13/2010,1369.5,1356.4,1374,1355.1
10/14/2010,1376.7,1372.8,1383.9,1371.3
10/15/2010,1371.1,1379.2,1382.4,1364.7
10/16/2010,1371.2,1358,1372.6,1358
10/17/2010,1371.2,1358,1372.6,1358
10/18/2010,1371.2,1358,1372.6,1358
10/19/2010,1335.1,1366.8,1370.5,1328.5
10/20/2010,1343.3,1336,1345.8,1334.2
10/21/2010,1324.7,1344.2,1346.2,1317.5
10/22/2010,1324.4,1326.7,1328.1,1319
10/23/2010,1338.3,1333.6,1349.1,1333.1
10/24/2010,1338.3,1333.6,1349.1,1333.1
10/25/2010,1338.3,1333.6,1349.1,1333.1
10/26/2010,1338,1341.2,1341.2,1328.3
10/27/2010,1322.2,1341,1341.8,1321.1
10/28/2010,1342.1,1327.9,1343.6,1325.9
10/29/2010,1357.1,1340.2,1358.7,1336.8
10/30/2010,1350.2,1360.3,1360.3,1350.7
10/31/2010,1350.2,1360.3,1360.3,1350.7
11/1/2010,1350.2,1360.3,1360.3,1350.7
11/2/2010,1356.4,1356.8,1356.8,1355.5
11/3/2010,1337.1,1351.4,1359.2,1327.5
11/4/2010,1382.7,1368.6,1392.5,1368.6
11/5/2010,1397.3,1390.7,1398,1378.2
11/6/2010,1402.8,1390.5,1409.2,1387.1
11/7/2010,1402.8,1390.5,1409.2,1387.1
11/8/2010,1402.8,1390.5,1409.2,1387.1
11/9/2010,1409.8,1405.2,1423.2,1382.9
11/10/2010,1399.1,1395.2,1408.1,1384
11/11/2010,1403.1,1400.7,1413.5,1397.3
11/12/2010,1365.4,1407.9,1407.9,1360.1
11/13/2010,1368.4,1363.7,1372.6,1355.3
11/14/2010,1368.4,1363.7,1372.6,1355.3
11/15/2010,1368.4,1363.7,1372.6,1355.3
11/16/2010,1338.3,1356.5,1358.2,1329.5
11/17/2010,1336.8,1336.9,1341.8,1331.3
11/18/2010,1352.9,1349.5,1353.2,1347.7
11/19/2010,1352.2,1350.7,1352,1344.5
11/20/2010,1357.7,1357.7,1357.7,1357.7
11/21/2010,1357.7,1357.7,1357.7,1357.7
11/22/2010,1357.7,1357.7,1357.7,1357.7
11/23/2010,1377.5,1369.4,1376.4,1364.5
11/24/2010,1372.9,1377.8,1377.8,1377.8
11/25/2010,1362.3,1372.1,1372.1,1372.1
11/26/2010,1362.3,1372.1,1372.1,1372.1
11/27/2010,1366,1364,1369.3,1352.6
11/28/2010,1366,1364,1369.3,1352.6
11/29/2010,1366,1364,1369.3,1352.6
11/30/2010,1385,1366.7,1390.1,1362.8
12/1/2010,1387.3,1386.8,1396.6,1382.3
12/2/2010,1388.5,1387.6,1398.6,1383.3
12/3/2010,1405.4,1385.1,1415.1,1385.1
12/4/2010,1415.3,1414,1428.4,1410
12/5/2010,1415.3,1414,1428.4,1410
12/6/2010,1415.3,1414,1428.4,1410
12/7/2010,1408.3,1424.5,1431.1,1398
12/8/2010,1382.5,1402.5,1403.8,1372
12/9/2010,1392.1,1380.6,1394.2,1380.5
12/10/2010,1384.3,1388.9,1392,1373.1
12/11/2010,1397.3,1384.5,1399.2,1383.6
12/12/2010,1397.3,1384.5,1399.2,1383.6
12/13/2010,1397.3,1384.5,1399.2,1383.6
12/14/2010,1403.6,1401.9,1407.6,1391.8
12/15/2010,1385.5,1394,1394,1379.5
12/16/2010,1370.4,1380.9,1385,1362.5
12/17/2010,1378.6,1376.4,1377.5,1365.9
12/18/2010,1385.5,1379.5,1386.7,1376.5
12/19/2010,1385.5,1379.5,1386.7,1376.5
12/20/2010,1385.5,1379.5,1386.7,1376.5
12/21/2010,1388.2,1385.8,1390,1381.5
12/22/2010,1386.8,1388,1389.5,1385
12/23/2010,1380,1388.4,1388.4,1373.7
12/24/2010,1382.4,1373.5,1384.2,1373.5
12/25/2010,1382.4,1373.5,1384.2,1373.5
12/26/2010,1382.4,1373.5,1384.2,1373.5
12/27/2010,1382.4,1373.5,1384.2,1373.5
12/28/2010,1405.2,1389.8,1406.7,1389.8
12/29/2010,1413.1,1403.4,1412.2,1402.9
12/30/2010,1405.6,1413.8,1413.8,1403.1
12/31/2010,1421.1,1405.7,1420.7,1405.7
1/1/2011,1422.6,1415.6,1423.9,1413.7
1/2/2011,1422.6,1415.6,1423.9,1413.7
1/3/2011,1422.6,1415.6,1423.9,1413.7
1/4/2011,1378.5,1409.6,1410.9,1375.8
1/5/2011,1373.4,1383.4,1384,1364.2
1/6/2011,1371.4,1374.8,1376.5,1368.9
1/7/2011,1368.5,1372.7,1377.2,1355.5
1/8/2011,1373.7,1369,1374,1365.7
1/9/2011,1373.7,1369,1374,1365.7
1/10/2011,1373.7,1369,1374,1365.7
1/11/2011,1384,1375.4,1384.5,1373.9
1/12/2011,1385.7,1382.6,1385.5,1378
1/13/2011,1386.9,1386.1,1392.5,1371.4
1/14/2011,1360.4,1375,1376,1356.7
1/15/2011,1368.1,1365.1,1371,1359.2
1/16/2011,1368.1,1365.1,1371,1359.2
1/17/2011,1368.1,1365.1,1371,1359.2
1/18/2011,1368.1,1365.1,1371,1359.2
1/19/2011,1370.2,1371.9,1376.2,1367
1/20/2011,1346.5,1367.7,1367.7,1345
1/21/2011,1341,1341.7,1345.6,1338.6
1/22/2011,1344.5,1352.3,1352.3,1341.8
