Date,Price,Open,High,Low
1/23/2011,1344.5,1352.3,1352.3,1341.8
1/24/2011,1344.5,1352.3,1352.3,1341.8
1/25/2011,1332.3,1330.4,1331.5,1323.6
1/26/2011,1333,1339.8,1341.7,1339.8
1/27/2011,1318.4,1342,1342,1318.4
1/28/2011,1340.7,1314,1346.6,1307.7
1/29/2011,1333.8,1339,1345.9,1323.3
1/30/2011,1333.8,1339,1345.9,1323.3
1/31/2011,1333.8,1339,1345.9,1323.3
2/1/2011,1339.6,1333.1,1342.9,1325.3
2/2/2011,1331.5,1344,1344,1327
2/3/2011,1352.3,1335.6,1355.8,1324.9
2/4/2011,1348.3,1354.8,1360,1345
2/5/2011,1347.6,1345.8,1353.8,1343.8
2/6/2011,1347.6,1345.8,1353.8,1343.8
2/7/2011,1347.6,1345.8,1353.8,1343.8
2/8/2011,1363.4,1351.2,1367,1350
2/9/2011,1364.8,1362.8,1366.5,1359.6
2/10/2011,1361.9,1364.3,1364.5,1351.7
2/11/2011,1359.9,1364,1368.8,1355.2
2/12/2011,1364.6,1357.8,1365.6,1356.6
2/13/2011,1364.6,1357.8,1365.6,1356.6
2/14/2011,1364.6,1357.8,1365.6,1356.6
2/15/2011,1373.6,1361.6,1376,1361.6
2/16/2011,1374.7,1373.6,1382,1370.5
2/17/2011,1384.7,1377.7,1384.7,1377
2/18/2011,1388.2,1384.1,1391.8,1381.8
2/19/2011,1400.5,1395.1,1408.7,1395.1
2/20/2011,1400.5,1395.1,1408.7,1395.1
2/21/2011,1400.5,1395.1,1408.7,1395.1
2/22/2011,1400.5,1395.1,1408.7,1395.1
2/23/2011,1413.4,1397.8,1413.8,1397.8
2/24/2011,1415.3,1415.1,1415.3,1408.3
2/25/2011,1408.7,1401.7,1411,1401
2/26/2011,1409.3,1410.7,1415.7,1407.7
2/27/2011,1409.3,1410.7,1415.7,1407.7
2/28/2011,1409.3,1410.7,1415.7,1407.7
3/1/2011,1430.7,1415.3,1434.4,1415.3
3/2/2011,1437.2,1432.5,1440.5,1428.8
3/3/2011,1416,1432.3,1432.3,1415.9
3/4/2011,1428.2,1418.9,1429.8,1416.8
3/5/2011,1434.1,1434.5,1445,1429.5
3/6/2011,1434.1,1434.5,1445,1429.5
3/7/2011,1434.1,1434.5,1445,1429.5
3/8/2011,1426.9,1431.6,1432.6,1424.3
3/9/2011,1429.3,1430,1435.7,1426.1
3/10/2011,1412.2,1429.5,1429.8,1403.8
3/11/2011,1421.5,1413.7,1422.6,1404.9
3/12/2011,1424.6,1420,1427.7,1420
3/13/2011,1424.6,1420,1427.7,1420
3/14/2011,1424.6,1420,1427.7,1420
3/15/2011,1392.6,1413.3,1413.3,1385.5
3/16/2011,1396,1398,1404.2,1394.3
3/17/2011,1404,1387.7,1393.6,1387.7
3/18/2011,1415.9,1406.4,1419.3,1406.4
3/19/2011,1426.2,1433.5,1433.5,1430.8
3/20/2011,1426.2,1433.5,1433.5,1430.8
3/21/2011,1426.2,1433.5,1433.5,1430.8
3/22/2011,1427.5,1430.4,1430.4,1430.4
3/23/2011,1437.9,1432.2,1439.7,1432.2
3/24/2011,1434.8,1437.7,1446.9,1437.5
3/25/2011,1426.1,1436,1436,1436
3/26/2011,1419.8,1413.2,1415.6,1413.2
3/27/2011,1419.8,1413.2,1415.6,1413.2
3/28/2011,1419.8,1413.2,1415.6,1413.2
3/29/2011,1416,1416,1416,1416
3/30/2011,1423.8,1418.7,1430.3,1412
3/31/2011,1438.9,1423.3,1440,1420.7
4/1/2011,1428.1,1433.4,1436.5,1413
4/2/2011,1432.2,1429.1,1439.1,1428.8
4/3/2011,1432.2,1429.1,1439.1,1428.8
4/4/2011,1432.2,1429.1,1439.1,1428.8
4/5/2011,1451.8,1437.9,1457.6,1430.3
4/6/2011,1457.7,1456.9,1462.3,1452
4/7/2011,1458.5,1459.7,1462.7,1453.9
4/8/2011,1473.4,1457.6,1475.5,1457.5
4/9/2011,1467.4,1476,1476,1459.7
4/10/2011,1467.4,1476,1476,1459.7
4/11/2011,1467.4,1476,1476,1459.7
4/12/2011,1452.9,1461.8,1467.2,1444.4
4/13/2011,1454.9,1455,1462,1454
4/14/2011,1471.7,1456.8,1476,1452.7
4/15/2011,1485.3,1477.6,1487.5,1473.2
4/16/2011,1492.3,1486.3,1497.3,1477.5
4/17/2011,1492.3,1486.3,1497.3,1477.5
4/18/2011,1492.3,1486.3,1497.3,1477.5
4/19/2011,1494.5,1493.3,1499.5,1489
4/20/2011,1498.3,1494,1505.3,1494
4/21/2011,1503.2,1503.7,1508.3,1501.7
4/22/2011,1508.6,1513.3,1518,1502.8
4/23/2011,1508.6,1513.3,1518,1502.8
4/24/2011,1508.6,1513.3,1518,1502.8
4/25/2011,1508.6,1513.3,1518,1502.8
4/26/2011,1503,1501.5,1506.3,1495
4/27/2011,1516.7,1507.1,1512.8,1505.2
4/28/2011,1530.8,1528.6,1536,1526.6
4/29/2011,1556,1538.7,1568.7,1537.3
4/30/2011,1556.7,1572.9,1576.6,1543.1
5/1/2011,1556.7,1572.9,1576.6,1543.1
5/2/2011,1556.7,1572.9,1576.6,1543.1
5/3/2011,1540.1,1542.5,1547,1527.5
5/4/2011,1514.9,1535,1539,1506.2
5/5/2011,1480.9,1514.7,1520.7,1471
5/6/2011,1491.2,1473.2,1494.8,1472.3
5/7/2011,1502.9,1501.5,1512.8,1501.3
5/8/2011,1502.9,1501.5,1512.8,1501.3
5/9/2011,1502.9,1501.5,1512.8,1501.3
5/10/2011,1516.6,1508.4,1516.9,1508.4
5/11/2011,1501.1,1524,1524.1,1495.2
5/12/2011,1506.6,1492.1,1502.7,1484.8
5/13/2011,1493.4,1503.5,1511.3,1490.2
5/14/2011,1490.4,1489.3,1494.9,1489.3
5/15/2011,1490.4,1489.3,1494.9,1489.3
5/16/2011,1490.4,1489.3,1494.9,1489.3
5/17/2011,1479.8,1489.8,1491.8,1473
5/18/2011,1495.6,1496.4,1497,1496.3
5/19/2011,1492.2,1491.5,1491.5,1491.5
5/20/2011,1508.8,1499,1513.3,1488.7
5/21/2011,1515.3,1510.5,1513,1507
5/22/2011,1515.3,1510.5,1513,1507
5/23/2011,1515.3,1510.5,1513,1507
5/24/2011,1523.2,1527.1,1527.1,1521.9
5/25/2011,1526.6,1526.4,1527.5,1526.1
5/26/2011,1522.8,1521.2,1521.2,1519.5
5/27/2011,1536.3,1519.4,1538.5,1518.4
5/28/2011,1535.9,1536.7,1541.1,1532.4
5/29/2011,1535.9,1536.7,1541.1,1532.4
5/30/2011,1535.9,1536.7,1541.1,1532.4
5/31/2011,1535.9,1536.7,1541.1,1532.4
6/1/2011,1542.4,1535.7,1550.6,1529.7
6/2/2011,1532,1541.3,1544.5,1520
6/3/2011,1541.7,1534.7,1546.3,1525
6/4/2011,1546.5,1542.9,1553.9,1542
6/5/2011,1546.5,1542.9,1553.9,1542
6/6/2011,1546.5,1542.9,1553.9,1542
6/7/2011,1543.3,1545,1549.9,1537.2
6/8/2011,1538.1,1544.2,1544.2,1531.3
6/9/2011,1542.1,1536.1,1548.8,1534.4
6/10/2011,1528.6,1543.7,1543.9,1526.4
6/11/2011,1515,1528.1,1533,1511.3
6/12/2011,1515,1528.1,1533,1511.3
6/13/2011,1515,1528.1,1533,1511.3
6/14/2011,1523.8,1517.2,1526.2,1513.1
6/15/2011,1525.6,1525,1533.4,1515
6/16/2011,1529.3,1526,1531.2,1522
6/17/2011,1538.6,1523,1541.6,1523
6/18/2011,1541.5,1536,1545.7,1535.2
6/19/2011,1541.5,1536,1545.7,1535.2
6/20/2011,1541.5,1536,1545.7,1535.2
6/21/2011,1546,1540.1,1547.5,1540
6/22/2011,1552.9,1547.2,1558.5,1544.4
6/23/2011,1520.1,1547.2,1547.2,1514.7
6/24/2011,1500.5,1524.7,1525,1498.5
6/25/2011,1496,1503.5,1503.5,1490.7
6/26/2011,1496,1503.5,1503.5,1490.7
6/27/2011,1496,1503.5,1503.5,1490.7
6/28/2011,1499.7,1499.9,1505,1496.1
6/29/2011,1509.9,1504.1,1512.2,1504.1
6/30/2011,1502.3,1511.5,1514,1498.8
7/1/2011,1482.3,1502.2,1502.2,1480
7/2/2011,1512.3,1490.4,1515,1490.3
7/3/2011,1512.3,1490.4,1515,1490.3
7/4/2011,1512.3,1490.4,1515,1490.3
7/5/2011,1512.3,1490.4,1515,1490.3
7/6/2011,1528.7,1513.7,1532.8,1510.3
7/7/2011,1530.2,1529.1,1533.1,1522.7
7/8/2011,1541.2,1527,1542.6,1526.6
7/9/2011,1548.8,1550,1555.2,1543.1
7/10/2011,1548.8,1550,1555.2,1543.1
7/11/2011,1548.8,1550,1555.2,1543.1
7/12/2011,1561.9,1548.2,1565,1542
7/13/2011,1585.2,1574,1585.6,1570.8
7/14/2011,1589,1586.3,1592.8,1583.6
7/15/2011,1589.8,1582.3,1592.2,1582.3
7/16/2011,1602.1,1592.8,1605,1592.8
7/17/2011,1602.1,1592.8,1605,1592.8
7/18/2011,1602.1,1592.8,1605,1592.8
7/19/2011,1600.9,1608.1,1608.8,1583.3
7/20/2011,1596.7,1584.3,1596.5,1582.4
7/21/2011,1586.8,1598,1601.6,1586.6
7/22/2011,1601.3,1588.5,1606.5,1588.5
7/23/2011,1612,1610,1619.4,1610
7/24/2011,1612,1610,1619.4,1610
7/25/2011,1612,1610,1619.4,1610
7/26/2011,1616.6,1609.8,1618.5,1609.8
7/27/2011,1615,1619.7,1622.5,1617
7/28/2011,1613.4,1614.2,1620.6,1602.8
7/29/2011,1628.3,1617.1,1634.9,1610.6
7/30/2011,1619,1623,1631.8,1607
7/31/2011,1619,1623,1631.8,1607
8/1/2011,1619,1623,1631.8,1607
8/2/2011,1641.9,1619.3,1660.6,1616.8
8/3/2011,1663.4,1659.9,1672.3,1651.6
8/4/2011,1656.2,1660.5,1681.8,1640
8/5/2011,1648.8,1647.5,1666.1,1642.6
8/6/2011,1710.2,1679.1,1720,1678.1
8/7/2011,1710.2,1679.1,1720,1678.1
8/8/2011,1710.2,1679.1,1720,1678.1
8/9/2011,1740,1722.5,1779,1720.1
8/10/2011,1781.3,1744,1795.6,1741.3
8/11/2011,1748.8,1795.1,1813.5,1733
8/12/2011,1740.2,1760.6,1764.2,1723.8
8/13/2011,1755.5,1734.9,1765.2,1730.5
8/14/2011,1755.5,1734.9,1765.2,1730.5
8/15/2011,1755.5,1734.9,1765.2,1730.5
8/16/2011,1782.4,1769,1787.3,1761.6
8/17/2011,1791.2,1784.8,1794.3,1782
8/18/2011,1818.9,1786.5,1828.5,1785.5
8/19/2011,1848.9,1823.7,1874.4,1823.7
8/20/2011,1888.7,1868.6,1895,1858.4
8/21/2011,1888.7,1868.6,1895,1858.4
8/22/2011,1888.7,1868.6,1895,1858.4
8/23/2011,1858.3,1909,1909.3,1824.6
8/24/2011,1754.1,1833,1853.1,1753.1
8/25/2011,1759.8,1748.4,1772.5,1707.3
8/26/2011,1794.1,1768.5,1829.3,1768.5
8/27/2011,1788.4,1817.9,1817.9,1786.7
8/28/2011,1788.4,1817.9,1817.9,1786.7
8/29/2011,1788.4,1817.9,1817.9,1786.7
8/30/2011,1826.7,1787.2,1839.6,1783.1
8/31/2011,1828.5,1830.6,1837.9,1811.4
9/1/2011,1826,1825.8,1829.5,1814.1
9/2/2011,1873.7,1828.6,1884.2,1828.6
9/3/2011,1869.9,1886.3,1911.6,1864
9/4/2011,1869.9,1886.3,1911.6,1864
9/5/2011,1869.9,1886.3,1911.6,1864
9/6/2011,1869.9,1886.3,1911.6,1864
9/7/2011,1814.2,1868.9,1873.7,1792.8
9/8/2011,1854.4,1839.3,1870,1835
9/9/2011,1856.4,1858.1,1881.3,1830
9/10/2011,1809.9,1852.4,1852.4,1806
9/11/2011,1809.9,1852.4,1852.4,1806
9/12/2011,1809.9,1852.4,1852.4,1806
9/13/2011,1826.8,1817.8,1835.3,1808.1
9/14/2011,1823.5,1843,1843,1809
9/15/2011,1778.5,1816.3,1816.3,1775.8
9/16/2011,1812.1,1768.5,1819.1,1768.5
9/17/2011,1776.4,1814.7,1818.9,1781.8
9/18/2011,1776.4,1814.7,1818.9,1781.8
9/19/2011,1776.4,1814.7,1818.9,1781.8
9/20/2011,1806.6,1778.8,1807.8,1776
9/21/2011,1805.5,1808,1812,1782.8
9/22/2011,1739.2,1773.2,1773.2,1730.9
9/23/2011,1637.5,1737.3,1737.3,1636.3
9/24/2011,1592.5,1646.4,1661.8,1562.4
9/25/2011,1592.5,1646.4,1661.8,1562.4
9/26/2011,1592.5,1646.4,1661.8,1562.4
9/27/2011,1650.6,1653.8,1665.4,1653.7
9/28/2011,1616.3,1650,1650,1650
9/29/2011,1615.5,1604,1633.8,1585
9/30/2011,1620.4,1620.8,1639.4,1609.4
10/1/2011,1656,1627.8,1660.8,1627.6
10/2/2011,1656,1627.8,1660.8,1627.6
10/3/2011,1656,1627.8,1660.8,1627.6
10/4/2011,1614.7,1661,1678.1,1596.6
10/5/2011,1640.3,1629.3,1644.7,1599.6
10/6/2011,1651.9,1642.6,1654.7,1637.6
10/7/2011,1634.5,1657,1665,1626.2
10/8/2011,1669.6,1645.6,1676.8,1645.6
10/9/2011,1669.6,1645.6,1676.8,1645.6
10/10/2011,1669.6,1645.6,1676.8,1645.6
10/11/2011,1659.7,1685,1685,1657.6
10/12/2011,1681.3,1667.1,1691,1665.9
10/13/2011,1667.3,1676.1,1678.8,1656.2
10/14/2011,1681.8,1665.8,1683.3,1665.8
10/15/2011,1675.5,1683.6,1693.5,1667.3
10/16/2011,1675.5,1683.6,1693.5,1667.3
10/17/2011,1675.5,1683.6,1693.5,1667.3
10/18/2011,1651.7,1666,1666,1627.5
10/19/2011,1646,1659.3,1659.3,1641
10/20/2011,1611.9,1643.2,1643.8,1608.7
10/21/2011,1635.1,1626.1,1647.4,1626.1
10/22/2011,1651.5,1646.2,1657.8,1638.8
10/23/2011,1651.5,1646.2,1657.8,1638.8
10/24/2011,1651.5,1646.2,1657.8,1638.8
10/25/2011,1699.6,1645,1706.8,1645
10/26/2011,1722.7,1717,1723.6,1708.9
10/27/2011,1746.7,1717.8,1735.5,1717.8
10/28/2011,1746.2,1752,1752,1733
10/29/2011,1724.2,1741.9,1741.9,1716
10/30/2011,1724.2,1741.9,1741.9,1716
10/31/2011,1724.2,1741.9,1741.9,1716
11/1/2011,1711,1706.7,1720.1,1682.5
11/2/2011,1728.7,1724.3,1741.4,1723.2
11/3/2011,1764.2,1740.5,1766,1726.6
11/4/2011,1755.3,1757,1761.2,1754.9
11/5/2011,1790.3,1771.5,1797,1768.7
11/6/2011,1790.3,1771.5,1797,1768.7
11/7/2011,1790.3,1771.5,1797,1768.7
11/8/2011,1798.4,1785.7,1785.7,1785.7
11/9/2011,1790.9,1793,1793,1774.2
11/10/2011,1758.9,1766.8,1766.8,1754.8
11/11/2011,1787.5,1777,1789.5,1777
11/12/2011,1777.8,1779,1779,1779
11/13/2011,1777.8,1779,1779,1779
11/14/2011,1777.8,1779,1779,1779
11/15/2011,1781.7,1779.2,1783.1,1761.3
11/16/2011,1773.8,1777.5,1777.5,1757.7
11/17/2011,1719.8,1755.3,1755.3,1714
11/18/2011,1724.7,1725,1736,1719
11/19/2011,1678.3,1704.6,1704.6,1674.4
11/20/2011,1678.3,1704.6,1704.6,1674.4
11/21/2011,1678.3,1704.6,1704.6,1674.4
11/22/2011,1702.2,1675.4,1679.8,1675.4
11/23/2011,1695.7,1691.2,1700,1681.6
11/24/2011,1685.5,1690.1,1693.5,1675.3
11/25/2011,1685.5,1690.1,1693.5,1675.3
11/26/2011,1710.8,1710.8,1710.8,1710.8
11/27/2011,1710.8,1710.8,1710.8,1710.8
11/28/2011,1710.8,1710.8,1710.8,1710.8
11/29/2011,1713.4,1711.3,1718.4,1704
11/30/2011,1745.5,1714,1749.2,1699.9
12/1/2011,1735.3,1747,1753.3,1734.5
12/2/2011,1747,1744.8,1762.9,1741.6
12/3/2011,1730.7,1748.9,1752.6,1718.7
12/4/2011,1730.7,1748.9,1752.6,1718.7
12/5/2011,1730.7,1748.9,1752.6,1718.7
12/6/2011,1727.9,1722.1,1731.8,1703
12/7/2011,1740.9,1730.6,1741.9,1720
12/8/2011,1709.8,1742,1752.3,1705.4
12/9/2011,1712.8,1713.3,1720.7,1705.7
12/10/2011,1664.2,1707.5,1708.2,1658.5
12/11/2011,1664.2,1707.5,1708.2,1658.5
12/12/2011,1664.2,1707.5,1708.2,1658.5
12/13/2011,1659.9,1654.7,1671.8,1628
12/14/2011,1584.3,1636.5,1639.5,1565.8
12/15/2011,1574.6,1571.4,1592.8,1565.6
12/16/2011,1595.6,1587.4,1595.9,1586
12/17/2011,1594.4,1596.4,1603.4,1589.7
12/18/2011,1594.4,1596.4,1603.4,1589.7
12/19/2011,1594.4,1596.4,1603.4,1589.7
12/20/2011,1615.6,1596.4,1617,1596.4
12/21/2011,1611.9,1615.6,1635,1608.3
12/22/2011,1608.9,1608.8,1610,1601.9
12/23/2011,1604.7,1612,1612.8,1605.8
12/24/2011,1594.2,1599,1599,1592.6
12/25/2011,1594.2,1599,1599,1592.6
12/26/2011,1594.2,1599,1599,1592.6
12/27/2011,1594.2,1599,1599,1592.6
12/28/2011,1562.9,1584.9,1588.6,1561.3
12/29/2011,1539.9,1559.3,1559.3,1525
12/30/2011,1565.8,1549.4,1579.5,1547.9
12/31/2011,1599.7,1568.9,1604.3,1566
1/1/2012,1599.7,1568.9,1604.3,1566
1/2/2012,1599.7,1568.9,1604.3,1566
1/3/2012,1599.7,1568.9,1604.3,1566
1/4/2012,1611.9,1596.6,1618.6,1594.5
1/5/2012,1619.4,1610.8,1624.1,1597.8
1/6/2012,1616.1,1622.5,1627.8,1618.6
1/7/2012,1607.5,1614.3,1620.1,1607.8
1/8/2012,1607.5,1614.3,1620.1,1607.8
1/9/2012,1607.5,1614.3,1620.1,1607.8
1/10/2012,1631,1619.9,1639,1619.9
1/11/2012,1639.2,1634.8,1645.4,1633.8
1/12/2012,1647.3,1645.2,1656.1,1645.2
1/13/2012,1630.4,1638.9,1643.4,1632.4
1/14/2012,1655.2,1643.7,1657.8,1642.1
1/15/2012,1655.2,1643.7,1657.8,1642.1
1/16/2012,1655.2,1643.7,1657.8,1642.1
1/17/2012,1655.2,1643.7,1657.8,1642.1
1/18/2012,1659.5,1654,1660.3,1654
1/19/2012,1654.1,1663,1664.4,1653.5
1/20/2012,1663.7,1652.8,1664.3,1652.8
1/21/2012,1678,1676.9,1680,1669.9
1/22/2012,1678,1676.9,1680,1669.9
1/23/2012,1678,1676.9,1680,1669.9
1/24/2012,1664.2,1666.9,1668.2,1664.4
1/25/2012,1699.8,1673,1706.2,1658.3
1/26/2012,1726.3,1729,1729,1721
1/27/2012,1731.8,1727,1734.1,1724.4
1/28/2012,1731,1737.2,1739.9,1715.7
1/29/2012,1731,1737.2,1739.9,1715.7
1/30/2012,1731,1737.2,1739.9,1715.7
1/31/2012,1737.8,1731.7,1747.7,1725
2/1/2012,1747.1,1738.2,1751.1,1734
2/2/2012,1756.8,1745.1,1761.1,1742.9
2/3/2012,1737.9,1758.7,1761.3,1724.5
2/4/2012,1722.8,1728,1738.3,1713.3
2/5/2012,1722.8,1728,1738.3,1713.3
2/6/2012,1722.8,1728,1738.3,1713.3
2/7/2012,1746.4,1722,1748,1713.2
2/8/2012,1729.3,1744,1751.5,1728.2
2/9/2012,1739,1731.4,1749.7,1726.1
2/10/2012,1723.3,1732.7,1734.4,1706.4
2/11/2012,1723,1725,1733,1718.4
2/12/2012,1723,1725,1733,1718.4
2/13/2012,1723,1725,1733,1718.4
2/14/2012,1715.9,1720,1724.9,1715
2/15/2012,1726.3,1723.6,1737,1723.6
2/16/2012,1726.8,1718.4,1728.4,1707
2/17/2012,1724.5,1733.6,1735.1,1718.8
2/18/2012,1757.1,1736.1,1760,1733.6
2/19/2012,1757.1,1736.1,1760,1733.6
2/20/2012,1757.1,1736.1,1760,1733.6
2/21/2012,1757.1,1736.1,1760,1733.6
2/22/2012,1770,1758.7,1781.9,1750
2/23/2012,1784.9,1774,1786,1773
2/24/2012,1775.1,1778.5,1780.7,1771.3
2/25/2012,1773.6,1773.6,1775.6,1768.1
2/26/2012,1773.6,1773.6,1775.6,1768.1
2/27/2012,1773.6,1773.6,1775.6,1768.1
2/28/2012,1787,1767.9,1789.4,1767.9
2/29/2012,1709.9,1789.9,1790.4,1669
3/1/2012,1721.1,1698.6,1724.6,1698.6
3/2/2012,1708.8,1723,1723,1705.2
3/3/2012,1703,1705.5,1709.5,1695.4
3/4/2012,1703,1705.5,1709.5,1695.4
3/5/2012,1703,1705.5,1709.5,1695.4
3/6/2012,1671.4,1708.7,1708.7,1666
3/7/2012,1683.3,1676,1684,1673.1
3/8/2012,1698.1,1686.4,1702.4,1686.4
3/9/2012,1710.9,1698.8,1706,1680.7
3/10/2012,1699.2,1708.1,1708.1,1694.9
3/11/2012,1699.2,1708.1,1708.1,1694.9
3/12/2012,1699.2,1708.1,1708.1,1694.9
3/13/2012,1693.7,1698.4,1701.7,1685.1
3/14/2012,1642.5,1676.9,1681,1637.4
3/15/2012,1659.1,1646.3,1660.2,1640
3/16/2012,1655.5,1660,1663.4,1641.3
3/17/2012,1666.9,1661.2,1668,1652.1
3/18/2012,1666.9,1661.2,1668,1652.1
3/19/2012,1666.9,1661.2,1668,1652.1
3/20/2012,1646.7,1648.1,1652.3,1642
3/21/2012,1650,1657.8,1660,1646.1
3/22/2012,1642.3,1648,1649.4,1633.8
3/23/2012,1662.3,1652.5,1665.1,1646.3
3/24/2012,1685.5,1665,1692.9,1657.8
3/25/2012,1685.5,1665,1692.9,1657.8
3/26/2012,1685.5,1665,1692.9,1657.8
3/27/2012,1684.8,1687.8,1690.8,1684.4
3/28/2012,1657.9,1670.1,1670.1,1665
3/29/2012,1652.2,1661.8,1664.5,1644.3
3/30/2012,1669.3,1660.6,1670,1659
3/31/2012,1677.5,1670.4,1682.8,1662
4/1/2012,1677.5,1670.4,1682.8,1662
4/2/2012,1677.5,1670.4,1682.8,1662
4/3/2012,1670,1677.6,1679.5,1638.7
4/4/2012,1612.3,1646.5,1647,1613
4/5/2012,1628.5,1620.8,1633.2,1620.4
4/6/2012,1642.5,1645.3,1646.4,1636.5
4/7/2012,1642.5,1645.3,1646.4,1636.5
4/8/2012,1642.5,1645.3,1646.4,1636.5
4/9/2012,1642.5,1645.3,1646.4,1636.5
4/10/2012,1659.5,1649,1661.7,1636.2
4/11/2012,1659,1654.8,1659.7,1654.7
4/12/2012,1679.5,1660,1680.1,1650
4/13/2012,1659.1,1673.3,1674.8,1650
4/14/2012,1648.7,1650.8,1656.8,1641.2
4/15/2012,1648.7,1650.8,1656.8,1641.2
4/16/2012,1648.7,1650.8,1656.8,1641.2
4/17/2012,1650.3,1652,1653,1637
4/18/2012,1638.8,1653.2,1653.3,1638.1
4/19/2012,1640.6,1642.1,1653.1,1632
4/20/2012,1642.1,1641.7,1645.6,1640.9
4/21/2012,1631.9,1642.4,1642.4,1625.1
4/22/2012,1631.9,1642.4,1642.4,1625.1
4/23/2012,1631.9,1642.4,1642.4,1625.1
4/24/2012,1643,1634.4,1648.6,1634.4
4/25/2012,1641.4,1641.3,1643.8,1626.9
4/26/2012,1659.6,1658.3,1658.7,1658.3
4/27/2012,1664,1654.5,1666.9,1654
4/28/2012,1663.4,1663,1665.7,1653
4/29/2012,1663.4,1663,1665.7,1653
4/30/2012,1663.4,1663,1665.7,1653
5/1/2012,1661.7,1665,1670.5,1661.7
5/2/2012,1653.4,1659.2,1659.2,1648.3
5/3/2012,1634.2,1651.2,1652.2,1631.3
5/4/2012,1644.7,1635.7,1645.6,1629.4
5/5/2012,1638.6,1637.9,1640,1632.6
5/6/2012,1638.6,1637.9,1640,1632.6
5/7/2012,1638.6,1637.9,1640,1632.6
5/8/2012,1604,1636.7,1636.7,1596
5/9/2012,1593.7,1595.3,1595.3,1586.3
5/10/2012,1595.1,1594.2,1594.4,1592.4
5/11/2012,1583.6,1586.1,1589.6,1586.1
5/12/2012,1560.6,1563,1563.1,1555.5
5/13/2012,1560.6,1563,1563.1,1555.5
5/14/2012,1560.6,1563,1563.1,1555.5
5/15/2012,1556.8,1555.4,1558.3,1542.4
5/16/2012,1536.2,1541.4,1541.4,1528.5
5/17/2012,1574.5,1546.9,1579,1546.9
5/18/2012,1591.6,1573.7,1590.8,1568.2
5/19/2012,1588.4,1591.9,1594.1,1591.9
5/20/2012,1588.4,1591.9,1594.1,1591.9
5/21/2012,1588.4,1591.9,1594.1,1591.9
5/22/2012,1576.3,1575.7,1591.1,1568.4
5/23/2012,1548.1,1538.2,1538.2,1534.4
5/24/2012,1557.3,1559,1569.4,1551.5
5/25/2012,1568.8,1558.2,1568,1557.3
5/26/2012,1548.6,1574.7,1582.5,1574.7
5/27/2012,1548.6,1574.7,1582.5,1574.7
5/28/2012,1548.6,1574.7,1582.5,1574.7
5/29/2012,1548.6,1574.7,1582.5,1574.7
5/30/2012,1563.4,1553.9,1569,1530.4
5/31/2012,1562.6,1562.7,1572.6,1551.8
6/1/2012,1620.5,1560,1630,1545.5
6/2/2012,1612.2,1623,1627.9,1609
6/3/2012,1612.2,1623,1627.9,1609
6/4/2012,1612.2,1623,1627.9,1609
6/5/2012,1615.2,1619.3,1622.7,1612.9
6/6/2012,1632.8,1619.7,1639.7,1616.5
6/7/2012,1586.6,1622.6,1627.2,1581.9
6/8/2012,1590.1,1589.9,1593.9,1566.5
6/9/2012,1595.5,1608,1608,1583
6/10/2012,1595.5,1608,1608,1583
6/11/2012,1595.5,1608,1608,1583
6/12/2012,1612.7,1594.1,1612.8,1588.5
6/13/2012,1618.1,1608.2,1622.4,1608.2
6/14/2012,1618.4,1621.2,1626.4,1610.1
6/15/2012,1627,1624.3,1630,1621.5
6/16/2012,1625.7,1622.6,1627.6,1615
6/17/2012,1625.7,1622.6,1627.6,1615
6/18/2012,1625.7,1622.6,1627.6,1615
6/19/2012,1622.2,1629.8,1630.7,1622
6/20/2012,1614.8,1618.3,1618.3,1598.6
6/21/2012,1564.5,1603.2,1603.3,1565.5
6/22/2012,1566,1565.5,1569.3,1560
6/23/2012,1587.5,1574.9,1587.3,1571
6/24/2012,1587.5,1574.9,1587.3,1571
6/25/2012,1587.5,1574.9,1587.3,1571
6/26/2012,1574,1583.5,1583.5,1567.7
6/27/2012,1577.5,1567,1571.6,1563
6/28/2012,1549.7,1573.7,1573.7,1548.4
6/29/2012,1603.5,1562.6,1600.4,1561.9
6/30/2012,1597.2,1597.1,1598.3,1589.7
7/1/2012,1597.2,1597.1,1598.3,1589.7
7/2/2012,1597.2,1597.1,1598.3,1589.7
7/3/2012,1621.3,1603.8,1624,1603.8
7/4/2012,1608.9,1618.5,1619.2,1598
7/5/2012,1608.9,1618.5,1619.2,1598
7/6/2012,1578.4,1592.3,1593.8,1587
7/7/2012,1588.6,1582.1,1582.1,1580.9
7/8/2012,1588.6,1582.1,1582.1,1580.9
7/9/2012,1588.6,1582.1,1582.1,1580.9
7/10/2012,1579.3,1599.2,1599.8,1567.6
7/11/2012,1575.2,1577.4,1579.5,1575.3
7/12/2012,1564.9,1569.3,1574.7,1557.2
7/13/2012,1591.6,1567.8,1594.1,1567.8
7/14/2012,1591.2,1586.2,1589.7,1585.8
7/15/2012,1591.2,1586.2,1589.7,1585.8
7/16/2012,1591.2,1586.2,1589.7,1585.8
7/17/2012,1589.1,1596,1596,1576.3
7/18/2012,1570.4,1581.2,1583.7,1569.9
7/19/2012,1580.1,1580,1586.9,1578.4
7/20/2012,1582.5,1583.9,1584.4,1576.1
7/21/2012,1577.1,1571.7,1572,1569.8
7/22/2012,1577.1,1571.7,1572,1569.8
7/23/2012,1577.1,1571.7,1572,1569.8
