training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.62,1.0,0.2,0.43,0.38,or(and(or($MempoolCount_bin9 $MempoolSize_bin8) !$TransactionFee_bin5) $TransactionVolume_USD_bin1) 
0.72,0.77,0.93,0.8,0.47,0.48,and(or(!$TransactionFee_bin5 $TransactionVolume_USD_bin1) !$GTrends_bin4) 
0.72,0.77,0.93,0.8,0.47,0.48,or(and(!$GTrends_bin4 !$TransactionFee_bin5) $TransactionVolume_USD_bin1) 
0.61,0.69,0.92,1.0,0.53,0.52,or(and(!$TransactionFee_bin5 !$TransactionFee_bin6) $TransactionVolume_USD_bin1) 
0.72,0.77,0.93,0.8,0.47,0.48,or(and(or(!$GTrends_bin4 $HashRate_bin0) !$TransactionFee_bin5) $TransactionVolume_USD_bin1) 
0.5,0.62,0.9,1.0,0.53,0.52,and(or(!$TransactionFee_bin5 $TransactionVolume_USD_bin1) !$TransactionFee_bin6) 
0.61,0.69,0.92,0.8,0.47,0.48,or(and(!$GTrends_bin4 !$MempoolSize_bin8 !$TransactionFee_bin5) $TransactionVolume_USD_bin1) 
0.61,0.69,0.92,1.0,0.53,0.52,or(and(!$HashRate_bin0 !$TransactionFee_bin5 !$TransactionFee_bin6) $TransactionVolume_USD_bin1) 
0.5,0.62,0.9,0.87,0.53,0.52,and(or(!$TransactionFee_bin5 $TransactionVolume_USD_bin1) !$TransactionPerDay_bin0 !$TransactionFee_bin6) 
0.78,0.77,0.88,0.93,0.5,0.5,or(and(!$TransactionPerDay_bin7 !$TransactionFee_bin5) $TransactionVolume_USD_bin1) 
