Date,ClosingPrice,MarketCap,BlockSize,EstimatedTransactionValue,GldPrice,GtrendScore,HashRate,MempoolTransactionCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay
2019-07-23,9900.77,176572890702,1002717,94114.7613971,1434.5,68,71191928.9727,944668,944668,9064160000000,438228417,320014
2019-07-24,9811.93,175005760794,1089125,137938.11065788,1436.5,72,64212845.1846,226907,226907,9013790000000,438546944,318527
2019-07-25,9911.84,176806451137,1125501,103139.46051178,1427.5,69,62282811.3455,1868567,1868567,9013790000000,438844965,298021
2019-07-26,9870.3,176085968354,1123068,101682.87454626,1432.2,63,67211666.9196,1494086,1494086,9013790000000,439177786,332821
2019-07-27,9477.68,169099540423,953410,60569.11630781,1433.3,65,74380911.3911,190816,190816,9013790000000,439499748,321962
2019-07-28,9552.86,170461958074,861699,39980.13709298,1433.3,59,68107822.4786,523329,523329,9013790000000,439785051,285303
2019-07-29,9519.15,169880343827,696595,431372.55005164,1433.3,65,78413611.4063,67912,67912,9013790000000,440055349,270298
2019-07-30,9607.42,171472452506,971684,134472.21660018,1441.8,62,75277066.95,736583,736583,9013790000000,440392151,336802
2019-07-31,10085.63,180028959603,1160228,104580.96145665,1437.8,65,63627044.6839,1438040,1438040,9013790000000,440717555,325404
2019-08-01,10399.67,185653203391,1018003,105522.55330568,1432.4,62,76621300.2884,2832818,2832818,9013790000000,441082920,365365
2019-08-02,10518.17,187791090996,1146934,121684.02045479,1457.5,69,63627044.6839,660005,660005,9013790000000,441416975,334055
2019-08-03,10821.73,193233960601,1034768,49489.70569195,1476.5,62,75725144.7295,518822,518822,9013790000000,441768887,351912
2019-08-04,10970.18,195907875403,834505,54017.38165939,1476.5,61,77517455.8473,11238134,11238134,9013790000000,442090931,322044
2019-08-05,11805.65,210848822060,828023,152337.50383496,1476.5,90,74828989.1705,545884,545884,9013790000000,442389839,298908
2019-08-06,11478.17,205023347814,1193625,154262.81420021,1484.2,87,70305379.0081,1876274,1876274,9985350000000,442729278,339439
2019-08-07,11941.97,213330426789,1138648,130654.66795797,1519.6,78,79916269.034,2549950,2549950,9985350000000,443100478,371200
2019-08-08,11966.41,213788089212,1143267,119573.43727506,1509.5,74,75945274.2994,1397794,1397794,9985350000000,443471577,371099
2019-08-09,11862.94,211961319133,1236138,120469.44985308,1508.5,66,70485156.5393,4713363,4713363,9985350000000,443809258,337681
2019-08-10,11354.02,202890020455,1153973,68724.58412031,1517.2,61,72967028.2485,3073744,3073744,9985350000000,444150037,340779
2019-08-11,11523.58,205941632235,887532,50796.55118959,1517.2,57,74952525.6158,622398,622398,9985350000000,444446197,296160
2019-08-12,11382.62,203441494985,794488,113315.79174636,1517.2,66,75945274.2994,1007358,1007358,9985350000000,444720026,273829
2019-08-13,10895.83,194762696644,1066339,148749.23681749,1514.1,66,66017787.4629,675703,675703,9985350000000,445023455,303429
2019-08-14,10051.7,179692803424,1188183,126125.34276119,1527.8,73,77930771.6667,158498,158498,9985350000000,445395851,372396
2019-08-15,10311.55,184357666577,1135085,157860.18002437,1531.2,77,75448899.9576,2289541,2289541,9985350000000,445756143,360292
2019-08-16,10374.34,185500055339,1044296,105081.5613896,1523.6,64,77930771.6667,1861450,1861450,9985350000000,446103808,347665
2019-08-17,10231.74,182966857173,1059870,147722.16904275,1511.6,57,72967028.2485,2085871,2085871,9985350000000,446433420,329612
2019-08-18,10345.81,185022920955,988955,90060.97033327,1511.6,57,63535915.7538,1990545,1990545,9985350000000,446722278,288858
2019-08-19,10916.05,195243306008,940091,96302.95965429,1511.6,65,62740159.349,1364682,1364682,10183500000000,446994948,272670
2019-08-20,10763.23,192530283565,951270,113518.15783384,1515.7,64,82514504.7904,2094066,2094066,10183500000000,447328951,334003
2019-08-21,10138.05,181364502142,1073723,106552.20512971,1515.7,64,77452265.2327,1400997,1400997,10183500000000,447658984,330033
2019-08-22,10131.06,181257125783,1198914,94762.68008428,1508.5,63,68846457.9846,2358685,2358685,10183500000000,447969230,310246
2019-08-23,10407.97,186231409722,1231882,209079.16498869,1537.6,60,71377577.7635,2877658,2877658,10183500000000,448290872,321642
2019-08-24,10159.96,181813631752,1094495,58386.24790729,1537.2,53,77452265.2327,283324,283324,10183500000000,448632674,341802
2019-08-25,10138.52,181450186164,971724,57066.31540907,1537.2,52,80995832.9231,3387570,3387570,10183500000000,448935540,302866
2019-08-26,10370.82,185625235889,799773,126638.96579396,1537.2,59,78464713.1442,3459380,3459380,10183500000000,449224049,288509
2019-08-27,10185.5,182325540955,1183557,127327.35488588,1551.8,59,69352681.9404,963050,963050,10183500000000,449544656,320607
2019-08-28,9754.42,174627460400,1156464,105266.80948769,1549.1,61,68340234.0288,471142,471142,10183500000000,449869486,324830
2019-08-29,9510.2,170274910132,1034432,176280.1586743,1536.9,69,76439817.3211,819451,819451,10183500000000,450209532,340046
2019-08-30,9598.17,171869216524,991683,138932.17364234,1529.4,57,83526952.7019,783734,783734,10183500000000,450556164,346632
2019-08-31,9630.66,172470743516,1015444,55968.09335583,1538.05,49,80995832.9231,6520570,6520570,10183500000000,450910250,354086
2019-09-01,9757.97,174768292883,858398,54896.04024898,1538.05,47,84033176.6577,1826243,1826243,10183500000000,451245203,334953
2019-09-02,10346.76,185333114163,899613,120127.94734017,1535.15,60,75959123.8205,5458371,5458371,10772000000000,451531493,286290
2019-09-03,10623.54,190312487956,1059030,140950.00361835,1555.9,64,79786349.9315,815384,815384,10772000000000,451863703,332210
2019-09-04,10594.49,189810010608,1088029,128396.25234277,1560.4,59,87818532.8106,1109855,1109855,10772000000000,452234863,371160
2019-09-05,10575.53,189492405383,1182228,161404.61297247,1525.5,57,72825124.7697,1437254,1437254,10772000000000,452559649,324786
2019-09-06,10353.3,185530405363,1024470,260694.71789146,1515.5,58,88354011.6692,843974,843974,10772000000000,452914213,354564
2019-09-07,10517.25,188488525926,1080550,88560.98318333,1511.1,49,84605659.659,1541510,1541510,10772000000000,453275770,361557
2019-09-08,10441.28,187150078007,923670,69901.47325902,1511.1,47,80321828.7902,1912727,1912727,10772000000000,453588970,313200
2019-09-09,10334.97,185263578990,707468,119745.22620632,1511.1,53,94779757.9724,302978,302978,10772000000000,453877645,288675
2019-09-10,10115.98,181360731383,1097069,191560.24628716,1499.2,51,78179913.3557,1405207,1405207,10772000000000,454194421,316776
2019-09-11,10178.37,182502788242,957618,141835.54035998,1503.2,51,97457152.2654,239427,239427,10772000000000,454533516,339095
2019-09-12,10410.13,186678943059,940678,178043.4328582,1507.4,51,98528109.9826,3597449,3597449,10772000000000,454869004,335488
2019-09-13,10360.55,185809163035,992975,89784.05693162,1499.5,48,84605659.659,1501421,1501421,10772000000000,455208183,339179
2019-09-14,10358.05,185784300332,1077857,53218.43513238,1511.5,44,81711974.3616,2053246,2053246,11890600000000,455512937,304754
2019-09-15,10347.71,185618174384,897145,45041.39451513,1511.5,43,91618125.6261,1664002,1664002,11890600000000,455819016,306079
2019-09-16,10276.79,184366827555,856075,148816.44913063,1511.5,48,86889448.1744,2803719,2803719,11890600000000,456088910,269894
2019-09-17,10241.27,183748515828,1068470,138304.55309817,1513.4,46,96346803.0777,975334,975334,11890600000000,456438498,349588
2019-09-18,10198.25,182998899156,1145168,186166.19459585,1515.8,47,87480532.8559,472387,472387,11890600000000,456782976,344478
2019-09-19,10266.41,184240949577,1065172,126927.77220945,1506.2,51,102848734.574,8459292,8459292,11890600000000,457143471,360495
2019-09-20,10181.64,182738947696,1107903,172299.50629295,1515.1,47,87480532.8559,2633662,2633662,11890600000000,457491154,347683
2019-09-21,10019.72,179853287294,1058857,128983.64546895,1531.5,41,89253786.9002,2263438,2263438,11890600000000,457837838,346684
2019-09-22,10070.39,180784051699,861430,55400.40252944,1531.5,42,98120057.1221,729497,729497,11890600000000,458165707,327869
2019-09-23,9729.32,174674558023,859307,86663.67963059,1531.5,48,98120057.1221,931152,931152,11890600000000,458486241,320534
2019-09-24,8620.57,154785821876,1262568,339444.10141853,1540.2,70,67383653.6863,1057831,1057831,11890600000000,458777511,291270
2019-09-25,8486.99,152404005091,1166427,247243.43303523,1512.3,78,92800294.989,650826,650826,11890600000000,459132372,354861
2019-09-26,8118.97,145812492488,1090989,159500.3579599,1515.2,73,92209210.3075,4174762,4174762,11890600000000,459476853,344481
2019-09-27,8251.85,148212635834,960253,144218.25346733,1506.4,65,102155715.068,2241503,2241503,12759800000000,459828812,351959
2019-09-28,8245.92,148122503616,1123976,71069.8617817,1472.9,52,83726816.3184,265821,265821,12759800000000,460136884,308072
2019-09-29,8104.19,145590374681,875318,57209.93689166,1472.9,52,100852756.02,5628754,5628754,12759800000000,460451487,314603
2019-09-30,8293.87,149011567415,905440,127661.03046537,1472.9,61,86263992.5705,3129153,3129153,12759800000000,460740228,288741
2019-10-01,8343.28,149913972768,1156870,128788.34560116,1489,56,82458228.1924,997181,997181,12759800000000,461050791,310563
2019-10-02,8393.04,150823797662,1097523,91372.94712638,1507.9,62,90704051.0117,595498,595498,12759800000000,461382392,331601
2019-10-03,8259.99,148448162840,1012425,114648.67944153,1513.8,62,93875521.3267,2763935,2763935,12759800000000,461712022,329630
2019-10-04,8205.94,147491804056,1040120,90078.77442701,1512.9,57,93241227.2637,1479201,1479201,12759800000000,462039575,327553
2019-10-05,8151.5,146529229668,1087330,46309.16646668,1504.4,53,93241227.2637,6576282,6576282,12759800000000,462376667,337092
2019-10-06,7988.16,143607672862,888099,54971.26281243,1504.4,53,100218461.957,3490145,3490145,12759800000000,462703989,327322
2019-10-07,8245.62,148252589805,802103,106610.33485118,1504.4,63,94509815.3898,68825,68825,12759800000000,462975991,272002
2019-10-08,8228.78,147966069982,1004331,115940.06809032,1503.9,61,98315579.7679,636654,636654,12759800000000,463305576,329585
2019-10-09,8595.74,154579656110,965927,127323.00149506,1512.8,62,102755638.209,72150,72150,12759800000000,463638476,332900
2019-10-10,8586.47,154430515160,1030179,124093.63300066,1500.9,61,87532580.6966,5687085,5687085,12759800000000,463951732,313256
2019-10-11,8321.76,149685618275,979193,112113.5112481,1488.7,56,103681264.293,3842557,3842557,13008100000000,464301300,349568
2019-10-12,8336.56,149965767624,1019470,52097.22851634,1497.6,50,100875176.085,4074499,4074499,13008100000000,464648451,347151
2019-10-13,8321.01,149700817939,951277,42862.95204993,1497.6,48,86002553.9696,6839629,6839629,13008100000000,464942758,294307
2019-10-14,8374.69,150680499056,847337,206989.97978652,1497.6,57,91822275.6668,10213865,10213865,13008100000000,465229486,286728
2019-10-15,8205.37,147650082215,1049946,113361.47403157,1483.5,57,87295825.4578,314105,314105,13008100000000,465533825,304339
2019-10-16,8047.53,144823993562,1004633,117657.52086152,1494,59,98935268.8522,676817,676817,13008100000000,465877421,343596
2019-10-17,8103.91,145853994298,1115183,156710.83088989,1498.3,57,92468911.4109,2167569,2167569,13008100000000,466211363,333942
2019-10-18,7973.21,143517630376,1097156,131496.99590386,1494.1,55,96995361.6198,6350360,6350360,13008100000000,466547194,335831
2019-10-19,7988.56,143808163807,932698,49356.82406748,1488.1,50,103461719.061,9366132,9366132,13008100000000,466883975,336781
2019-10-20,8222.08,148026597064,985946,41820.66827601,1488.1,49,91822275.6668,8914152,8914152,13008100000000,467193953,309978
2019-10-21,8243.72,148432733155,820008,115474.92732575,1488.1,56,94408818.6433,7529708,7529708,13008100000000,467475654,281701
2019-10-22,8078.2,145469660005,1024847,121364.44195336,1487.5,55,102815083.317,5253671,5253671,13008100000000,467831829,356175
2019-10-23,7514.67,135337364282,963015,168686.5627367,1495.7,68,109281440.758,6399008,6399008,13008100000000,468175434,343605
2019-10-24,7493.49,134968410276,969922,132153.29473176,1504.7,65,109144376.317,7033617,7033617,13691500000000,468517830,342396
2019-10-25,8660.7,156006603607,1100109,166567.01339027,1505.3,74,90520752.8588,7525949,7525949,13691500000000,468826589,308759
2019-10-26,9244.97,166547360782,1193900,133866.29826938,1495.8,100,93923788.6806,535483,535483,13691500000000,469156343,329754
2019-10-27,9551.71,172087039875,1213659,76527.76960216,1495.8,72,95285003.0093,7036651,7036651,13691500000000,469460010,303667
2019-10-28,9256.15,166777392742,1113740,198859.30233762,1495.8,72,78269823.9005,10257144,10257144,13691500000000,469719960,259950
2019-10-29,9427.69,169883866262,1201345,123490.89324901,1490.7,71,91201360.0232,789464,789464,13691500000000,470026032,306072
2019-10-30,9205.73,165899500650,1158038,101612.73037051,1496.7,63,90520752.8588,6387568,6387568,13691500000000,470335703,309671
2019-10-31,9199.58,165804227835,1079591,171270.8628967,1514.8,62,91201360.0232,7395928,7395928,13691500000000,470644739,309036
2019-11-01,9261.1,166928044164,1103660,226201.69051053,1511.4,59,89840145.6945,7541382,7541382,13691500000000,470945503,300764
2019-11-02,9324.72,168090392935,1241328,79336.74523666,1511.1,52,88478931.3658,8712859,8712859,13691500000000,471261508,316005
2019-11-03,9235.35,166495319475,988318,85660.1188983599,1511.1,51,91201360.0232,8086348,8086348,13691500000000,471546000,284492
2019-11-04,9412.61,169706332936,953033,144089.15854624,1511.1,58,93923788.6806,5279585,5279585,13691500000000,471834923,288923
2019-11-05,9342.53,168459778835,1185540,296858.88677609,1483.7,61,89840145.6945,764145,764145,13691500000000,472145384,310461
2019-11-06,9360.88,168806151583,1133720,154859.77183922,1493.1,58,98007431.6667,991515,991515,13691500000000,472481232,335848
2019-11-07,9267.56,167138722904,1252094,152471.28377145,1466.4,56,89840145.6945,2058254,2058254,13691500000000,472791465,310233
2019-11-08,8804.88,158808570729,1199669,162088.65329925,1462.9,58,91737090.3691,5979334,5979334,12720000000000,473122725,331260
2019-11-09,8813.58,158981489715,1168677,118708.85108578,1457.1,52,80936306.1161,5360189,5360189,12720000000000,473435693,312968
2019-11-10,9055.53,163364406732,1049142,40975.991728,1457.1,51,91053344.3807,510696,510696,12720000000000,473731956,296263
2019-11-11,8757.79,158009772437,831483,81787.8559671401,1457.1,55,104964271.994,86372600,86372600,12720000000000,474037775,305819
2019-11-12,8815.66,159068712900,1011303,99092.20185613,1460.6,55,95479548.6214,56817169,56817169,12720000000000,474365698,327923
2019-11-13,8808.26,158949942842,1039759,169820.88852254,1470.2,55,85362510.3569,11366093,11366093,12720000000000,474667196,301498
2019-11-14,8708.1,157160974644,1137201,109449.82627208,1480.2,51,85362510.3569,4953432,4953432,12720000000000,474984021,316825
2019-11-15,8491.99,153277483626,974566,140223.79030358,1475.4,51,106861216.669,7106554,7106554,12720000000000,475330734,346713
2019-11-16,8550.76,154354054194,1132785,54541.05914009,1478.8,50,99905752.8621,4517826,4517826,12720000000000,475659330,328596
2019-11-17,8577.98,154861842425,1167599,40224.20218022,1478.8,48,93582603.9468,6318326,6318326,12720000000000,475939802,280472
2019-11-18,8309.29,150025712267,1110253,124758.52049023,1478.8,53,97376493.296,8598705,8598705,12720000000000,476207448,267646
2019-11-19,8206.15,148178376843,1020597,113824.573069,1481.2,58,88524084.8145,888383,888383,12720000000000,476514370,306922
2019-11-20,8027.27,144962727398,1135648,107526.52185825,1481,54,92950289.0553,2424292,2424292,12720000000000,476839714,325344
2019-11-21,7642.75,138031885379,1024551,149429.45673503,1470.5,64,89788714.5976,13788841,13788841,12720000000000,477160682,320968
2019-11-22,7296.58,131791783672,1227326,233051.32072927,1470.5,76,87143254.9642,18986546,18986546,12973200000000,477486950,326268
2019-11-23,7397.8,133636205957,1226721,159423.02874143,1463.8,60,85127203.6531,5504210,5504210,12973200000000,477790770,303820
2019-11-24,7047.92,127327398565,852382,76337.47818228,1463.8,58,111568229.03,5846364,5846364,12973200000000,478103267,312497
2019-11-25,7146.13,129112952930,868644,189626.3047531,1463.8,80,84482300.5951,14955071,14955071,12973200000000,478367817,264550
2019-11-26,7218.37,130429018720,1093074,165424.52141393,1467.4,68,80612882.2472,180715,180715,12973200000000,478651270,283453
2019-11-27,7531.66,136102712894,1253251,210101.21294546,1460.8,63,78678173.0733,439454,439454,12973200000000,478970853,319583
2019-11-28,7463.11,134879411013,1163491,102341.42368838,1462.25,60,89641525.0589,5311915,5311915,12973200000000,479283552,312699
2019-11-29,7761.24,140280108521,890821,140961.63628341,1472.7,55,105119198.45,836028,836028,12973200000000,479599715,316163
2019-11-30,7569.63,136829391049,1057693,90740.9361248,1469.2,51,87706815.885,1965421,1965421,12973200000000,479904936,305221
2019-12-01,7424.29,134215145410,1072636,55712.18236208,1469.2,51,81257785.3052,1668672,1668672,12973200000000,480189974,285038
2019-12-02,7321.99,132378982377,850375,123662.96283579,1469.2,55,89641525.0589,1511873,1511873,12973200000000,480458248,268274
2019-12-03,7320.15,132359942301,1036220,150333.41646956,1484.4,55,93510943.4068,1290578,1290578,12973200000000,480776994,318746
2019-12-04,7252.03,131143073943,953253,201360.82923784,1480.2,55,101894683.161,664031,664031,12973200000000,481111121,334127
2019-12-05,7448.31,134706455048,921383,113328.87037195,1483.1,55,107698810.682,6718218,6718218,12973200000000,481443492,332371
2019-12-06,7547,136504883935,1041902,166833.59060654,1465.1,52,93386357.498,2151532,2151532,12876800000000,481762770,319278
2019-12-07,7556.24,136686769529,1057013,111993.0749512,1464.9,48,92816137.3772,427619,427619,12876800000000,482073984,311214
2019-12-08,7564.35,136847419896,848497,41030.26722398,1464.9,44,99217250.2997,3690617,3690617,12876800000000,482356768,282784
2019-12-09,7400.9,133904005787,838523,132096.01481823,1464.9,51,94736471.2539,3613302,3613302,12876800000000,482635679,278911
2019-12-10,7278.12,131696121855,1109526,165470.14683486,1468.1,52,94736471.2539,621176,621176,12876800000000,482952822,317143
2019-12-11,7217.43,130609895528,1107918,133289.60254177,1475,51,94736471.2539,2733786,2733786,12876800000000,483274436,321614
2019-12-12,7243.13,131087151088,1171084,175621.17700759,1472.3,52,84494690.5778,811058,811058,12876800000000,483562723,288287
2019-12-13,7269.68,131581377758,1094629,126104.70553378,1481.2,51,85134801.8701,13361569,13361569,12876800000000,483872928,310205
2019-12-14,7124.67,128970221233,1008639,63571.88399144,1480.5,50,97296916.423,8153345,8153345,12876800000000,484202592,329664
2019-12-15,7152.3,129481424648,895982,46749.15034364,1480.5,48,96656805.1307,5143209,5143209,12876800000000,484494022,291430
2019-12-16,6932.48,125515586952,1139932,125281.71507989,1480.5,54,79373800.2398,973950,973950,12876800000000,484752512,258490
2019-12-17,6640.52,120234244809,1027379,251807.08287984,1480.6,66,100497472.884,269519,269519,12876800000000,485082795,330283
2019-12-18,7276.8,131754969804,1311909,240041.71634996,1478.7,67,90255692.2081,1165245,1165245,12876800000000,485397785,314990
2019-12-19,7202.84,130445758713,1149463,165854.05325802,1484.4,62,85774913.1623,6032492,6032492,12876800000000,485716119,318334
2019-12-20,7218.82,130752796980,1008730,166611.62514327,1480.9,55,100622310.115,2161016,2161016,12948600000000,486035438,319319
2019-12-21,7191.16,130267655889,962691,67721.75703059,1488.7,51,100413778.964,366818,366818,12948600000000,486367701,332263
2019-12-22,7511.59,136088022049,739912,56486.59110175,1488.7,48,113287340.369,3773263,3773263,12948600000000,486672919,305218
2019-12-23,7355.63,133275709111,743968,152654.86458667,1488.7,58,108781593.877,1280224,1280224,12948600000000,486955221,282302
2019-12-24,7322.53,132687583295,1067673,105404.34744226,1504.8,50,92045964.05,2854989,2854989,12948600000000,487269281,314060
2019-12-25,7275.16,131840641292,1084137,119669.63620597,1504.05,51,80459758.785,624349,624349,12948600000000,487553156,283875
2019-12-26,7238.97,131200030100,881104,108613.41116734,1514.4,52,82390792.9958,435150,435150,12948600000000,487794819,241663
2019-12-27,7290.09,132139502950,851974,117903.8262163,1518.1,51,107494237.737,807080,807080,12948600000000,488097811,302992
2019-12-28,7317.99,132659059740,1032072,65887.9557732,1518.6,51,93333320.1906,222203,222203,12948600000000,488423215,325404
2019-12-29,7422.65,134570835775,868414,51871.88810028,1518.6,49,95908032.4717,1140527,1140527,12948600000000,488714640,291425
2019-12-30,7293,132235128152,795477,131283.54731356,1518.6,51,99770100.8933,909351,909351,12948600000000,488996235,281595
2019-12-31,7193.6,130446112598,952849,118692.27692215,1523.1,49,106850559.666,166669,166669,12948600000000,489323027,326792
2020-01-01,7200.17,130580829150,966596,38648.24679086,1520.95,48,93333320.1906,2125522,2125522,12948600000000,489613140,290113
2020-01-02,6985.47,126699395235,646327,98003.465802,1528.1,61,112718458.533,5302468,5302468,13798800000000,489865181,252041
2020-01-03,7344.88,133233444755,1002565,236599.38690371,1552.4,65,96717718.3124,925880,925880,13798800000000,490157257,292076
2020-01-04,7410.66,134442464030,924915,85109.87776538,1568.8,63,115924073.722,5503406,5503406,13798800000000,490480579,323322
2020-01-05,7411.32,134469548249,781904,47803.86397373,1568.8,59,115238132.457,237702,237702,13798800000000,490763048,282469
2020-01-06,7769.22,140976457304,793049,127638.22034273,1568.8,63,111808426.134,1361147,1361147,13798800000000,491051423,288375
2020-01-07,8163.69,148152237654,1128336,141873.73420881,1574.3,83,92602070.7246,250557,250557,13798800000000,491349401,297978
2020-01-08,8079.86,146645162431,952805,144356.99418374,1560.2,86,120725662.574,123553,123553,13798800000000,491696789,347388
2020-01-09,7879.07,143016572819,1077316,197513.24779745,1554.3,62,97403659.577,10999088,10999088,13798800000000,492015564,318775
2020-01-10,8166.55,148249907277,1041614,162847.24910828,1560.1,71,107692778.546,4654872,4654872,13798800000000,492338559,322995
2020-01-11,8037.54,145924199942,1121172,63061.48057476,1550.6,66,102205248.429,3357972,3357972,13798800000000,492671171,332612
2020-01-12,8192.49,148752956966,830477,55680.89579774,1550.6,57,111808426.134,882079,882079,13798800000000,492974889,303718
2020-01-13,8144.19,147890525973,812316,108793.80403332,1550.6,56,103577130.959,259685,259685,13798800000000,493253893,279004
2020-01-14,8827.76,160319484883,1009770,335665.94334151,1544.6,88,98089600.8416,2943806,2943806,13798800000000,493553822,299929
2020-01-15,8807.01,159959191212,1221767,280822.13175005,1554,81,99607271.22,1034575,1034575,14776400000000,493900945,347123
2020-01-16,8723.79,158465055984,1058586,152626.97650804,1550.5,71,110915119.366,3042986,3042986,14776400000000,494229929,328984
2020-01-17,8929.04,162211148778,976939,173664.39846012,1560.3,73,116791417.081,6323621,6323621,14776400000000,494556675,326746
2020-01-18,8942.81,162475965880,969140,77864.56200069,1557.05,74,116791417.081,652982,652982,14776400000000,494880718,324043
2020-01-19,8706.25,158194319735,972764,68120.97656105,1557.05,79,96958912.2936,640715,640715,14776400000000,495171820,291102
2020-01-20,8657.64,157327553259,862469,146372.36081798,1561.25,68,110180582.152,7144526,7144526,14776400000000,495454075,282255
2020-01-21,8745.89,158947996834,996510,103774.67254467,1557.9,61,111649656.581,2435056,2435056,14776400000000,495767194,313119
2020-01-22,8680.88,157783273070,1005384,144608.58591928,1556.7,61,112384193.795,407202,407202,14776400000000,496079182,311988
2020-01-23,8406.52,152813329633,1037980,165824.99086889,1565.4,62,114587805.438,13008784,13008784,14776400000000,496405718,326536
2020-01-24,8445.43,153536829768,1062044,116895.23020499,1571.9,61,116791417.081,203530,203530,14776400000000,496743157,337439
2020-01-25,8367.85,152143262650,1028438,44807.6710861,1577.4,54,111649656.581,111282,111282,14776400000000,497055132,311975
2020-01-26,8596.83,156322174637,858877,44461.50905508,1577.4,49,120464103.153,1668264,1668264,14776400000000,497338588,283456
2020-01-27,8909.82,162027957435,794333,92546.4494980701,1577.4,60,105038821.651,875319,875319,14776400000000,497595470,256882
2020-01-28,9358.59,170205617955,1092972,116541.5660229,1569.8,74,94755300.6506,7763244,7763244,14776400000000,497880999,285529
2020-01-29,9316.63,169460984603,1198123,129782.17136393,1570.4,78,107321517.017,1361072,1361072,15466100000000,498220925,339926
2020-01-30,9508.99,172978577931,996600,181443.87730608,1583.5,79,123011831.713,1992024,1992024,15466100000000,498561160,340235
2020-01-31,9350.53,170112778161,1011448,237347.73978322,1582.9,73,119936535.92,1903846,1903846,15466100000000,498893900,332740
2020-02-01,9392.88,170900662180,1091820,105828.35283966,1577.2,67,110710648.542,143820,143820,15466100000000,499223413,329513
2020-02-02,9344.37,170034976662,992690,65038.56846687,1577.2,64,116092416.179,27227907,27227907,15466100000000,499528448,305035
2020-02-03,9293.52,169126861034,987303,376635.80029822,1577.2,68,109941824.593,8158593,8158593,15466100000000,499820974,292526
2020-02-04,9180.96,167093636162,1207768,106601.43838245,1550.4,71,113785944.334,1650489,1650489,15466100000000,500157348,336374
2020-02-05,9613.42,174983423933,1193755,125158.09557864,1557.8,82,101484761.163,61465,61465,15466100000000,500465296,307948
2020-02-06,9729.8,177118274394,1069411,343051.53339826,1565.1,78,122243007.765,13854874,13854874,15466100000000,500828608,363312
2020-02-07,9795.94,178339437206,1156802,184460.94895744,1568.6,73,103791233.008,,,15466100000000,501150671,322063
2020-02-08,9865.12,179615828322,1278370,147390.86284239,1574.7,69,106866528.8,,,15466100000000,501484129,333458
2020-02-09,10116.67,184214765394,1107861,73754.50444352,1574.7,100,106866528.8,,,15466100000000,501799794,315665
2020-02-10,9856.61,179494809266,959292,167002.23945628,1574.7,80,117630064.075,,,15466100000000,502118921,319127
2020-02-11,10208.24,185917114989,,231748.72092039,1565.6,87,93796521.681,,,,,
2020-02-12,10326.05,188081204386,,180717.5699263,1569.75,,114190850.876,,,,,
,,184803.97834328,,,,,,,,,,
