Date,ClosingPrice,MarketCap,BlockSize,EstimatedTransactionValue,GldPrice,GtrendScore,HashRate,MempoolTransactionCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay
2018-12-11,3424.59,59650201102,1123949,216726.78479913,1278.1,50,34804847.9793,10467994,10467994,5646400000000,363765824,253492
2018-12-12,3486.95,60741625426,1092748,161534.99419053,1281,49,35085532.2372,5540233,5540233,5646400000000,364021708,255884
2018-12-13,3313.68,57728688216,1135168,177671.44337181,1278.4,50,33682110.9477,6141886,6141886,5646400000000,364280466,258758
2018-12-14,3242.48,56494379457,1075022,161726.03180085,1272.2,54,36769637.7846,634835,634835,5646400000000,364547299,266833
2018-12-15,3236.76,56400691425,1066195,91655.2988358,1282.6,49,40979901.653,4736553,4736553,5646400000000,364826219,278920
2018-12-16,3252.84,56685436644,939043,98059.28085556,1282.6,46,41821954.4267,2383354,2383354,5646400000000,365089485,263266
2018-12-17,3545.86,61798926687,1021781,161537.16859897,1282.6,55,32278689.6582,11028115,11028115,5646400000000,365314999,225514
2018-12-18,3696.06,64422587801,979978,205069.82277401,1284,54,44909481.2636,7188956,7188956,5646400000000,365611454,296455
2018-12-19,3745.95,65299132785,1093074,238015.6390954,1286.8,59,32491732.5347,8791325,8791325,5106420000000,365881191,269737
2018-12-20,4134.44,72078243771,1084090,209224.042065,1298.6,60,37822407.4037,5715066,5715066,5106420000000,366184303,303112
2018-12-21,3896.54,67937650255,1137424,203257.00403146,1288.6,56,34268624.1577,4490766,4490766,5106420000000,366467264,282961
2018-12-22,4014.18,69997508295,1039893,78988.75477337,1302.4,45,35537832.4599,1572670,1572670,5106420000000,366748083,280819
2018-12-23,3998.98,69741217417,808195,98148.12191618,1302.4,45,44422290.5749,2101752,2101752,5106420000000,366999494,251411
2018-12-24,4078.6,71137548589,736205,165780.96935255,1302.4,52,44676132.2353,227336,227336,5106420000000,367248702,249208
2018-12-25,3815.49,66556033172,944734,106914.50089349,1270.75,50,38583932.385,1659476,1659476,5106420000000,367527047,278345
2018-12-26,3857.3,67292819465,810330,111855.64573318,1303.7,47,40360824.008,541677,541677,5106420000000,367786787,259740
2018-12-27,3654.83,63768757101,887603,153232.01524318,1311.9,48,39853140.6872,1678921,1678921,5106420000000,368068086,281299
2018-12-28,3923.92,68471837969,891798,168810.72130871,1313.7,48,44168448.9144,6123983,6123983,5106420000000,368370358,302272
2018-12-29,3820.41,66672244158,937671,108797.37893241,1312.5,43,42391557.2914,1306073,1306073,5106420000000,368682987,312629
2018-12-30,3865.95,67475512827,975095,70586.78146794,1312.5,40,35030149.139,408543,408543,5106420000000,368948526,265539
2018-12-31,3742.7,65331499158,748411,126700.76554973,1312.5,40,44676132.2353,484934,484934,5106420000000,369208519,259993
2019-01-01,3843.52,67098634181,895100,59662.85322199,1283.35,77,43291796.7609,685634,685634,5618600000000,369470675,262156
2019-01-02,3943.41,68849856732,807949,129140.083302,1315.3,90,41615985.2734,2065984,2065984,5618600000000,369706637,235962
2019-01-03,3836.74,66994920903,941637,152925.79042141,1326.1,93,42174589.1025,520804,520804,5618600000000,369977891,271254
2019-01-04,3857.72,67368333500,961764,141474.79692751,1317.4,88,43291796.7609,38939,38939,5618600000000,370265127,287236
2019-01-05,3845.19,67157570935,959606,84980.85526938,1321.5,75,41615985.2734,1574146,1574146,5618600000000,370548766,283639
2019-01-06,4076.63,71206795853,825104,76252.19816891,1321.5,77,45526212.0776,3788876,3788876,5618600000000,370818566,269800
2019-01-07,4025.25,70316305580,804606,154837.02139319,1321.5,88,39381569.9567,1841933,1841933,5618600000000,371070192,251626
2019-01-08,4030.85,70422743854,1000325,148461.83872514,1317.4,86,39381569.9567,347881,347881,5618600000000,371358587,288395
2019-01-09,4035.3,70508733459,860260,157273.13975154,1323.5,86,47202023.5651,1691325,1691325,5618600000000,371676422,317835
2019-01-10,3678.92,64288932886,889669,177109.2242526,1319.2,100,45805513.9922,169868,169868,5618600000000,371997284,320862
2019-01-11,3687.37,64443301117,957424,297947.55517708,1321.3,88,43571098.6755,740845,740845,5618600000000,372319805,322521
2019-01-12,3661.3,63994140882,987831,74725.49091697,1323.3,73,41336683.3588,2256196,2256196,5618600000000,372628591,308786
2019-01-13,3552.95,62106461671,912495,65713.00493608,1323.3,78,38543664.2129,411279,411279,5618600000000,372917701,289110
2019-01-14,3706.05,64789619995,848057,163190.79792603,1323.3,83,38264362.2983,629042,629042,5618600000000,373191702,274001
2019-01-15,3630.68,63477817959,960556,348323.10458262,1319.7,82,43581703.0587,1391270,1391270,5883990000000,373520049,328347
2019-01-16,3655.01,63909348776,1073234,171796.41630166,1325.1,78,38609293.9849,5024017,5024017,5883990000000,373823772,303723
2019-01-17,3678.56,64327048255,1094643,141053.25732459,1323.6,76,38901788.6363,123761,123761,5883990000000,374124075,300303
2019-01-18,3657.84,63970991867,1112435,124501.44269042,1313.8,72,37146820.7279,62829,62829,5883990000000,374425906,301831
2019-01-19,3728.57,65214103659,1020745,84470.37134261,1282.05,65,40364261.8933,2287717,2287717,5883990000000,374727115,301209
2019-01-20,3601.01,62990143284,947468,66397.09423339,1282.05,63,38901788.6363,852690,852690,5883990000000,375005278,278163
2019-01-21,3576.03,62559869612,814794,138085.58372343,1279.05,73,45921660.2699,1046402,1046402,5883990000000,375303588,298310
2019-01-22,3604.58,63065139424,952690,157815.45691535,1314.2,72,43874197.7101,10729742,10729742,5883990000000,375621602,318014
2019-01-23,3585.12,62731361272,1051808,151170.07561375,1315.2,68,38024304.6821,195134,195134,5883990000000,375915469,293867
2019-01-24,3600.87,63014066012,1034468,134575.04638898,1310.8,71,42704219.1045,2661592,2661592,5883990000000,376210295,294826
2019-01-25,3599.77,63000985908,899331,128463.10154632,1329.1,70,47384133.5269,1246347,1246347,5883990000000,376515395,305100
2019-01-26,3602.46,63054898963,1018828,81859.95195094,1334.5,64,40364261.8933,2002479,2002479,5883990000000,376816703,301308
2019-01-27,3583.97,62737274093,984097,63071.67360757,1334.5,61,43874197.7101,2516984,2516984,5883990000000,377108321,291618
2019-01-28,3470.45,60756570314,865455,174584.69479135,1334.5,76,40071767.2419,75645,75645,5883990000000,377378374,270053
2019-01-29,3448.12,60371874099,1047887,147946.66275646,1340.2,78,42070546.8156,898912,898912,5814660000000,377692519,314145
2019-01-30,3486.18,61044262622,993423,215449.84292465,1340.5,72,42201068.2452,586262,586262,5814660000000,378015462,322943
2019-01-31,3457.79,60553903927,1094232,167866.0628049,1350,71,39310584.1188,175844,175844,5814660000000,378341926,326464
2019-02-01,3487.95,61088747491,1016665,179022.47582505,1347.1,69,44802503.9589,334508,334508,5814660000000,378697389,355463
2019-02-02,3521.06,61675119055,1014811,92025.73487174,1344.3,63,45669649.1969,1680543,1680543,5814660000000,379033847,336458
2019-02-03,3464.01,60681847608,988795,77437.78018008,1344.3,61,41622971.4199,2224422,2224422,5814660000000,379360625,326778
2019-02-04,3459.15,60603083461,933607,103575.76117164,1344.3,75,39888680.9441,2142524,2142524,5814660000000,379657318,296693
2019-02-05,3466.36,60735563490,1012660,121437.29393125,1344.6,86,42490116.6578,999318,999318,5814660000000,379990601,333283
2019-02-06,3413.77,59821158612,1047750,147198.80842744,1339.7,84,42490116.6578,324517,324517,5814660000000,380346338,355737
2019-02-07,3399.47,59578075991,1050061,141362.21057476,1339.4,77,47403939.6727,7375893,7375893,5814660000000,380695874,349536
2019-02-08,3666.78,64270269953,945157,158595.25843566,1343.7,80,50294423.7991,105296,105296,5814660000000,381044726,348852
2019-02-09,3671.2,64354732475,979111,80267.96229461,1337,75,47114891.26,2285611,2285611,5814660000000,381383491,338765
2019-02-10,3690.19,64694025951,935321,75922.13008086,1337,68,43357261.8958,26881960,26881960,5814660000000,381695535,312044
2019-02-11,3648.43,63968390250,909090,142422.01919519,1337,72,41018987.2961,13355738,13355738,6061520000000,381996523,300988
2019-02-12,3653.53,64063755250,1103612,138142.67996208,1338.9,69,43691361.641,805094,805094,6061520000000,382302817,306294
2019-02-13,3632.07,63694394519,1291268,189712.96628565,1340.1,71,38568926.1383,2190511,2190511,6061520000000,382583232,280415
2019-02-14,3616.88,63434486052,1145425,130446.9173572,1338.7,71,46101919.5247,17472980,17472980,6061520000000,382934995,351763
2019-02-15,3620.81,63509111125,1115880,133247.15235359,1346.8,68,42486082.6992,710077,710077,6061520000000,383290382,355387
2019-02-16,3629.79,63673369195,1103739,101428.20292054,1324.25,62,38267606.4028,1346617,1346617,6061520000000,383584381,293999
2019-02-17,3673.84,64453368779,985371,66470.83825274,1324.25,61,45197960.3183,4346595,4346595,6061520000000,383912769,328388
2019-02-18,3915.71,68704389994,896296,183636.78265967,1329.55,82,47909837.9374,9949063,9949063,6061520000000,384246111,333342
2019-02-19,3947.09,69262673238,1083544,184200.08371263,1369.6,92,46704558.9956,4050833,4050833,6061520000000,384586843,340732
2019-02-20,3999.82,70194350042,1067214,178208.3140972,1372.5,84,47005878.731,11420240,11420240,6061520000000,384937652,350809
2019-02-21,3954.12,69398333876,1186100,168503.09604698,1352.4,80,39171565.6092,274632,274632,6061520000000,385252129,314477
2019-02-22,4005.53,70308555857,1171309,151533.52786479,1357.6,76,35857048.5192,3718183,3718183,6061520000000,385549975,297846
2019-02-23,4142.53,72720867208,1073904,122875.08682081,1354.2,74,48813797.1438,899807,899807,6061520000000,385895828,345853
2019-02-24,3810.43,66897483404,1004807,108635.19590087,1354.2,93,43088722.1701,6107940,6107940,6061520000000,386228212,332384
2019-02-25,3882.7,68173204651,1032026,208068.25586482,1354.2,80,41298258.2978,570131,570131,6071850000000,386547627,319415
2019-02-26,3854.36,67683296223,1118988,156017.98293206,1353.4,78,43162133.9136,22755,22755,6071850000000,386884534,336907
2019-02-27,3851.05,67631949500,1098574,151116.06094781,1346,69,48595129.7909,1297885,1297885,6071850000000,387251074,366540
2019-02-28,3854.79,67704774107,1117232,245556.34406393,1341,71,42558467.7051,2364114,2364114,6071850000000,387598066,346992
2019-03-01,3859.58,67796965743,1129264,140717.25873174,1323.8,67,45274965.6437,2879156,2879156,6071850000000,387961648,363582
2019-03-02,3864.42,67888255371,1057866,115903.06169813,1311.9,63,48896962.8952,1693384,1693384,6071850000000,388679646,358999
2019-03-03,3847.18,67592376373,1148136,68527.74282908,1311.9,62,39841969.7664,3290691,3290691,6071850000000,389013739,334093
2019-03-04,3761.56,66094551587,1004281,137268.22340606,1311.9,67,44067633.2265,502607,502607,6071850000000,389369118,355379
2019-03-05,3896.38,68470655400,1110003,144933.87008677,1309.1,73,41351135.2879,2527580,2527580,6071850000000,389668171,299053
2019-03-06,3903.94,68609885776,1022729,157270.30610398,1312.2,72,44973132.5394,2447954,2447954,6071850000000,389955294,287123
2019-03-07,3911.48,68749421311,1243869,154918.40702447,1310.7,69,38634637.3493,538681,538681,6071850000000,390232353,277059
2019-03-08,3901.13,68574579320,1006049,160504.72437379,1324.3,66,42860300.8093,640345,640345,6071850000000,390516696,284343
2019-03-09,3963.31,69674508655,982530,86329.41825182,1315.7,67,44067633.2265,3757150,3757150,6071850000000,390798051,281355
2019-03-10,3951.6,69475297370,890179,74383.15807342,1315.7,62,41652968.3922,957940,957940,6071850000000,391040199,242148
2019-03-11,3905.23,68666928025,793747,150815.60489193,1315.7,68,41045042.971,5298903,5298903,6068890000000,391253510,213311
2019-03-12,3909.16,68743000581,1094469,164931.86118135,1322.4,68,42839445.3543,8424513,8424513,6068890000000,391548857,295347
2019-03-13,3906.72,68706700381,1007992,164285.61866673,1333.8,64,43141131.5892,851887,851887,6068890000000,391832351,283494
2019-03-14,3924.37,69024696307,1168085,186070.52294079,1319.4,64,40727641.7101,226989,226989,6068890000000,392122097,289746
2019-03-15,3960.91,69675002377,1030579,140553.54903091,1327.1,64,46761366.4079,253025,253025,6068890000000,392418393,296296
2019-03-16,4048.73,71227967573,984824,90730.23507401,1325.8,66,46157993.9381,483540,483540,6068890000000,392715436,297043
2019-03-17,4025.23,70821939585,776669,62921.06027281,1325.8,64,49174856.287,541415,541415,6068890000000,392973298,257862
2019-03-18,4032.51,70958165407,758423,150812.24179997,1325.8,68,44046190.2939,318423,318423,6068890000000,393202843,229545
2019-03-19,4071.19,71647703828,932980,153423.86580305,1330.9,70,48571483.8172,4268052,4268052,6068890000000,393498711,295868
2019-03-20,4087.48,71942444088,899083,162646.42262987,1325.8,73,52493404.8708,371810,371810,6068890000000,393798881,300170
2019-03-21,4029.33,70926226882,1003467,162727.43399188,1331.6,76,48571483.8172,1634225,1634225,6068890000000,394108850,309969
2019-03-22,4023.97,70840048102,1037354,132765.6723717,1336.5,70,43141131.5892,762779,762779,6068890000000,394408103,299253
2019-03-23,4035.83,71056017910,948881,79374.19310932,1346.7,64,48571483.8172,700889,700889,6068890000000,394709177,301074
2019-03-24,4022.17,70823042992,816740,72780.07074657,1346.7,59,43744504.059,5410467,5410467,6068890000000,394952875,243698
2019-03-25,3963.07,69789872373,768429,151269.35087819,1346.7,67,47490106.9906,9895401,9895401,6379270000000,395178729,225854
2019-03-26,3985.08,70184147203,1067198,154738.07825736,1339.2,66,46933020.833,12166995,12166995,6379270000000,395510705,331976
2019-03-27,4087.07,71987847571,1209040,156424.37878494,1334.7,73,42493410.7542,17419236,17419236,6379270000000,395875064,364359
2019-03-28,4069.11,71678998915,1198179,155941.90310641,1313.3,68,47250135.8387,15092423,15092423,6379270000000,396258051,382987
2019-03-29,4098.37,72202088875,1222350,201647.83064006,1316.5,70,46298790.8218,15468638,15468638,6379270000000,396649481,391430
2019-03-30,4106.66,72355190645,1228306,85754.58549224,1312.4,61,46615905.8274,11812725,11812725,6379270000000,397021691,372210
2019-03-31,4105.4,72339379036,1206040,103158.29183022,1312.4,60,44078985.7824,31625914,31625914,6379270000000,397402576,380885
2019-04-01,4158.18,73269368747,1172582,155390.74697761,1312.4,73,44078985.7824,32228976,32228976,6379270000000,397783593,381017
2019-04-02,4879.88,85986009273,1209664,310399.23620122,1313.4,43,43127640.7655,43465249,43465249,6379270000000,398152423,368830
2019-04-03,4973.02,87655288145,1213105,234837.8363348,1313.3,46,49787055.8837,31780441,31780441,6379270000000,398552211,399788
2019-04-04,4922.8,86778727821,1247491,202638.56884232,1312.2,33,45030330.7993,9222290,9222290,6379270000000,398911906,359695
2019-04-05,5036.68,88796118650,1216050,180381.78201955,1313.7,27,44396100.788,5256390,5256390,6379270000000,399267096,355190
2019-04-06,5059.82,89212733450,1236238,84599.96459467,1319.9,23,50104170.8893,4755259,4755259,6379270000000,399656426,389330
2019-04-07,5198.9,91674230186,1212109,86205.19393229,1319.9,24,44081037.5637,6311524,6311524,6393020000000,400015120,358694
2019-04-08,5289.77,93286365973,1139769,187960.87741818,1319.9,28,44809649.515,5383449,5383449,6393020000000,400365895,350775
2019-04-09,5204.96,91799330425,1218687,167990.22142613,1326.3,26,47034242.0441,7777831,7777831,6393020000000,400737252,371357
2019-04-10,5324.55,93918439274,1251906,161752.60136039,1331.9,26,41949459.1205,2502881,2502881,6393020000000,401084259,347007
2019-04-11,5064.49,89341168457,1211895,205019.63313773,1311.3,27,47034242.0441,1774117,1774117,6393020000000,401480814,396555
2019-04-12,5089.54,89792633045,1202380,137360.53644083,1313.4,23,49894432.4387,1881263,1881263,6393020000000,401883652,402838
2019-04-13,5096.59,89925574875,1169742,83263.81881773,1309.4,20,47987638.8423,5815138,5815138,6393020000000,402254455,370803
2019-04-14,5167.72,91188595341,1123304,108749.93606826,1309.4,19,42902855.9186,7017144,7017144,6393020000000,402627202,372747
2019-04-15,5067.11,89422237603,1201664,156905.75212761,1309.4,22,38771469.7931,8455545,8455545,6393020000000,402964955,337753
2019-04-16,5235.56,92404613297,1230027,126663.50827374,1295.2,22,46080845.246,11221161,11221161,6393020000000,403343473,378518
2019-04-17,5251.94,92702617458,1248015,171738.83238288,1294.7,23,46080845.246,10357898,10357898,6393020000000,403703675,360202
2019-04-18,5298.39,93532402741,1226432,131962.03118243,1294.1,22,43856252.7168,7771930,7771930,6393020000000,404054299,350624
2019-04-19,5303.81,93638345002,1213771,131593.62956288,1277.9,22,47352040.9769,752785,752785,6393020000000,404438220,383921
2019-04-20,5337.89,94248717444,1212085,70398.26563379,1295.8,21,48305437.7751,2916183,2916183,6393020000000,404799547,361327
2019-04-21,5314.53,93847052256,1248928,68286.91642286,1295.8,20,41631660.1877,9654490,9654490,6393020000000,405116545,316998
2019-04-22,5399.37,95354207776,1131785,138950.87287253,1295.8,22,51199133.0238,24844947,24844947,6353030000000,405508200,391655
2019-04-23,5572.36,98417387004,1150476,149237.67303902,1291.2,30,42318655.5417,11958437,11958437,6353030000000,405851978,343778
2019-04-24,5464.87,96530038144,1254817,286718.36346409,1297.4,25,36634060.0211,11607464,11607464,6353030000000,406160679,308701
2019-04-25,5210.52,92046492864,1235078,152066.33212761,1297.7,23,51477170.5469,1842825,1842825,6353030000000,406569167,408488
2019-04-26,5279.35,93272287960,1219699,232219.47012646,1306.8,25,45160953.3019,1555987,1555987,6353030000000,406950981,381814
2019-04-27,5268.29,93086156556,1253936,85812.49460427,1299.4,19,47687440.1999,767034,767034,6353030000000,407333297,382316
2019-04-28,5285.14,93391244395,1173962,82448.9594686301,1299.4,19,43266088.1284,5106189,5106189,6353030000000,407694365,361068
2019-04-29,5247.35,92737510865,948077,172075.30775826,1299.4,20,51477170.5469,536604,536604,6353030000000,408065099,370734
2019-04-30,5350.73,94573826827,1230269,161948.98480401,1303.6,20,51477170.5469,2655687,2655687,6353030000000,408440821,375722
2019-05-01,5402.7,95501110091,1297198,165968.20904864,1302.2,21,44213520.7152,3575833,3575833,6353030000000,408784351,343530
2019-05-02,5505.28,97330112147,1124852,141756.46731359,1289.9,21,54003657.445,1002819,1002819,6353030000000,409225854,441503
2019-05-03,5768.29,101986240859,1100396,152155.69727802,1299.2,27,58109198.6542,4179668,4179668,6353030000000,409679384,453530
2019-05-04,5831.17,103112021259,1231150,86099.09944354,1301.8,24,48003251.0622,1091730,1091730,6353030000000,410059670,380286
2019-05-05,5795.71,102494420158,1185066,77965.42179354,1301.8,23,43006075.3622,4850817,4850817,6702170000000,410415490,355820
2019-05-06,5746.81,101640471056,1204502,136084.31914974,1301.8,24,42978500.695,7400879,7400879,6702170000000,410745418,329928
2019-05-07,5829.5,103112368557,1219294,177595.02173519,1303.6,28,50308167.4802,11305156,11305156,6702170000000,411125095,379677
2019-05-08,5982.46,105829143585,1263077,176155.15643804,1299.5,28,42312167.3509,7443422,7443422,6702170000000,411456353,331258
2019-05-09,6174.53,109238600750,1245855,207195.23965151,1303.2,31,50641334.1523,19967430,19967430,6702170000000,411848936,392583
2019-05-10,6378.85,112863284035,1258970,204122.52050466,1305.3,32,49975000.8082,12918808,12918808,6702170000000,412211195,362259
2019-05-11,7204.77,127488435181,1262413,131579.59075195,1319.5,43,41645834.0068,8603011,8603011,6702170000000,412534012,322817
2019-05-12,6972.37,123389710222,1235499,145438.0418869,1319.5,44,43311667.3671,4118684,4118684,6702170000000,412876895,342883
2019-05-13,7814.92,138316573807,1234154,223891.29695608,1319.5,51,52640334.1846,17270543,17270543,6702170000000,413212884,335989
2019-05-14,7994.42,141508656735,1204984,207249.61702275,1313.6,61,55638834.2331,35557604,35557604,6702170000000,413608529,395645
2019-05-15,8205.17,145254332460,1228836,198020.70360707,1315.1,49,50641334.1523,39645841,39645841,6702170000000,413974380,365851
2019-05-16,7884.91,139599559278,1239438,212667.91607553,1303.5,46,49641834.1361,31994629,31994629,6702170000000,414342150,367770
2019-05-17,7343.9,130034777633,1245664,178012.62702182,1293,43,48642334.12,6471865,6471865,6702170000000,414718554,376404
2019-05-18,7271.21,128761727083,1259848,94112.09670733,1294.6,34,50308167.4802,1638117,1638117,6702170000000,415079655,361101
2019-05-19,8197.69,145185076705,1241369,97929.59368752,1294.6,37,50986743.4509,9371362,9371362,6704630000000,415436143,356488
2019-05-20,7978.31,141315695728,1125346,142564.69632917,1294.6,37,54326123.0261,13976715,13976715,6704630000000,415785513,349370
2019-05-21,7963.33,141065573610,1179076,127163.16532029,1290.4,38,53659544.8295,5440163,5440163,6704630000000,416167859,382346
2019-05-22,7680.07,136063898960,1259103,142645.2229288,1291.4,34,50993232.0429,5848513,5848513,6704630000000,416549665,381806
2019-05-23,7881.85,139654107035,1199547,153387.20490157,1302.7,32,55659279.4194,2371096,2371096,6704630000000,416944090,394425
2019-05-24,7987.37,141539115575,1226882,161582.37176421,1301,32,52659677.5345,688415,688415,6704630000000,417330461,386371
2019-05-25,8052.54,142708188838,1253171,68559.2342818,1284.15,29,50993232.0429,1212843,1212843,6704630000000,417705712,375251
2019-05-26,8673.22,153725486067,1164100,103884.82231737,1284.15,30,46660473.7647,6206873,6206873,6704630000000,418042437,336725
2019-05-27,8805.78,156093754762,1012608,150159.16242456,1284.95,43,54992701.2227,1238080,1238080,6704630000000,418420607,378170
2019-05-28,8719.96,154590202287,1191136,168755.86945749,1294.3,39,55659279.4194,45878,45878,6704630000000,418817969,397362
2019-05-29,8659.49,153537047655,1263450,315186.74668934,1297.9,36,54659412.1244,20543495.5,20543495.5,6704630000000,419206132,388163
2019-05-30,8319.47,147525141134,1214471,151039.50756141,1304.1,39,57992303.1076,11858561,11858561,6704630000000,419611812,405680
2019-05-31,8574.5,152059886414,1227438,256927.39166215,1322.6,35,53664058.506,7734990,7734990,7459680000000,419992248,380436
2019-06-01,8564.02,151890214310,1288572,111143.32268286,1339.3,29,43386260.5764,20972335,20972335,7459680000000,420289580,297332
2019-06-02,8742.96,155077231351,1242830,76147.93375401,1339.3,29,55994233.7353,14703740,14703740,7459680000000,420622263,332683
2019-06-03,8208.99,145619047341,1198346,163380.92950551,1339.3,31,48577778.936,2247394,2247394,7459680000000,420919066,296803
2019-06-04,7707.77,136742790469,1259277,280734.76665631,1340.1,37,44127906.0563,4002716,4002716,7459680000000,421217639,298573
2019-06-05,7824.23,138824651666,1256754,329505.52888252,1344.9,31,57106701.9552,5207517,5207517,7459680000000,421592897,375258
2019-06-06,7822.02,138800725479,1239146,261382.74060314,1354,29,59331638.3951,369667,369667,7459680000000,421965847,372950
2019-06-07,8043.95,142754693588,1159620,138819.19394379,1357.4,30,58219170.1751,831807,831807,7459680000000,422330088,364241
2019-06-08,7954.13,141172841635,1186138,67690.31198778,1340.7,26,58589992.9151,2950077,2950077,7459680000000,422680925,350837
2019-06-09,7688.08,136465098533,1122379,55152.80891829,1340.7,25,45982019.7562,5350943,5350943,7459680000000,422970278,289353
2019-06-10,8000.33,142023351079,933771,130919.99332201,1340.7,26,54510942.7755,11257985,11257985,7459680000000,423274273,303995
2019-06-11,7927.71,140748537530,1163098,203128.84685827,1342.7,27,58219170.1751,15124852,15124852,7459680000000,423627511,353238
2019-06-12,8145.86,144634684711,1258463,144661.68561544,1348.2,27,53027651.8156,20540329,20540329,7459680000000,423969992,342481
2019-06-13,8230.92,146160317148,1261235,138909.66276668,1355.1,27,48577778.936,2627604,2627604,7459680000000,424297809,327817
2019-06-14,8693.83,154398880249,1258132,151891.12856215,1355.9,30,55994233.7353,11131042,11131042,7459680000000,424662141,364332
2019-06-15,8838.38,156982138835,1293516,98043.75527352,1354.2,29,62264123.1632,22294101,22294101,7409400000000,425028941,366800
2019-06-16,8994.49,159769423370,1232529,113396.71107492,1354.2,37,53775192.232,8189536,8189536,7409400000000,425357885,328944
2019-06-17,9320.35,165573372261,1171757,320982.86826084,1354.2,39,47882020.4806,822025,822025,7409400000000,425648890,291005
2019-06-18,9081.76,161353637186,1236276,238369.90719065,1362.1,40,48986990.184,15295234,15295234,7409400000000,425973997,325107
2019-06-19,9273.52,164780855869,1237776,208482.6618047,1360.1,34,60036687.2179,28471177,28471177,7409400000000,426369830,395833
2019-06-20,9527.16,169304784791,1143453,127131.75403832,1408.3,34,65193212.5005,27456599,27456599,7409400000000,426763506,393676
2019-06-21,10144.56,180293241528,1263928,156106.11103235,1411.2,43,53038545.7631,874034,874034,7409400000000,427099009,335503
2019-06-22,10701.69,190214124824,1267088,206502.29719857,1429.5,69,48986990.184,3194377,3194377,7409400000000,427439279,340270
2019-06-23,10855.37,192970090355,1209422,110002.63427396,1429.5,48,51933576.0597,18190238,18190238,7409400000000,427788155,348876
2019-06-24,11011.1,195762668679,1166106,162159.63476205,1429.5,51,66666505.4383,35564128,35564128,7409400000000,428167953,379798
2019-06-25,11790.92,209647943360,1227717,161777.74583259,1430.1,56,65193212.5005,33485977,33485977,7409400000000,428557695,389742
2019-06-26,13016.23,231462117209,1249143,228840.55967813,1426.8,100,53775192.232,3187491,3187491,7409400000000,428920468,362773
2019-06-27,11182.81,198878940964,1237660,211110.09651234,1423.4,86,60773333.6869,212516,212516,7409400000000,429320743,400275
2019-06-28,12407.33,220681459666,1233416,226300.96991682,1425.1,63,55539973.1845,18345938,18345938,7934710000000,429682479,361736
2019-06-29,11959.37,212739713110,1254241,114078.18722651,1400.8,48,64293187.5738,15049812,15049812,7934710000000,430084687,402208
2019-06-30,10817.16,192442065810,1145136,144280.39810608,1400.8,41,68631991.6432,2241525,2241525,7934710000000,430444095,359408
2019-07-01,10583.13,188297637574,1004979,153689.38078411,1400.8,49,59954383.5044,938391,938391,7934710000000,430775583,331488
2019-07-02,10801.68,192206536806,1268354,176786.25751301,1419.8,100,56404452.9022,589143,589143,7934710000000,431110651,335068
2019-07-03,11961.27,212867079175,1237627,143285.34861009,1432.9,92,62321003.9059,2577139,2577139,7934710000000,431483189,372538
2019-07-04,11215.44,199617404432,1179560,163556.80170562,1423.55,85,67843118.176,411008,411008,7934710000000,431881011,397822
2019-07-05,10978.46,195424678267,1127847,105632.21738343,1412.1,80,65870934.5081,1798753,1798753,7934710000000,432248270,367259
2019-07-06,11208.55,199546110914,1045223,55943.183519,1412.2,70,74548542.6469,11006426,11006426,7934710000000,432632395,384125
2019-07-07,11450.85,203881891346,879696,49707.10229555,1412.2,64,70209738.5775,19693063,19693063,7934710000000,432976335,343940
2019-07-08,12285.96,218778355444,971708,178285.65970499,1412.2,81,60348820.238,19170448,19170448,7934710000000,433293909,317574
2019-07-09,12573.81,223928128583,1070725,142200.02301502,1412.8,91,70209738.5775,494551,494551,7934710000000,433676480,382571
2019-07-10,12156.51,216515999522,1154047,247870.63610733,1424.9,98,65740170.4585,6772144,6772144,9064160000000,434037392,360912
2019-07-11,11358.66,202324174692,1273684,164618.64468011,1419.3,88,58125055.9334,14151519,14151519,9064160000000,434357350,319958
2019-07-12,11815.99,210494417832,1255852,136072.780861,1424.8,85,58125055.9334,1225627,1225627,9064160000000,434682332,324982
2019-07-13,11392.38,202968191001,1230175,61473.35409974,1426.1,70,73895419.9463,23709782,23709782,9064160000000,435041354,359022
2019-07-14,10256.06,182741933552,1038786,81605.58819967,1426.1,73,63532037.8807,42394813,42394813,9064160000000,435346271,304917
2019-07-15,10895.09,194147627475,955649,118808.63552583,1426.1,88,65334365.1964,44788765,44788765,9064160000000,435649869,303598
2019-07-16,9477.64,168908640950,1135304,152283.20396005,1423.6,87,65784947.0254,5519458,5519458,9064160000000,435999067,349198
2019-07-17,9693.8,172777250515,1107039,197448.91458647,1435.9,96,72994256.2884,1451441,1451441,9064160000000,436363171,364104
2019-07-18,10666.48,190129918121,1150721,134969.50013804,1440.8,88,59927383.2491,1753287,1753287,9064160000000,436689197,326026
2019-07-19,10530.73,187725578628,1261918,203214.62488011,1439.4,75,54520401.3019,2607682,2607682,9064160000000,437005377,316180
2019-07-20,10767.14,191963691255,1257530,78195.59407448,1439.7,64,53168655.815,830797,830797,9064160000000,437301198,295821
2019-07-21,10599.11,188987475962,1025579,64623.49481485,1439.7,64,79752983.7225,2544162,2544162,9064160000000,437618088,316890
2019-07-22,10343.11,184443440748,917384,98420.7729356,1439.7,68,67136692.5122,1412113,1412113,9064160000000,437908403,290315
